#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.2537 5.3740E-03 5.3740E-03  -0.50   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=149 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
125  9.969         4.2586         2.9889
126 10.069         4.2830         3.0216
127 10.169         4.3048         2.9941
128 10.269         4.3270         3.0234
129 10.369         4.3503         3.0697
130 10.469         4.3749         3.1154
131 10.569         4.4005         3.1587
132 10.669         4.4262         3.1848
133 10.769         4.4520         3.2128
134 10.869         4.4774         3.2321
135 10.969         4.5022         3.2464
136 11.069         4.5265         3.2632
137 11.169         4.5506         3.2826
138 11.269         4.5746         3.3048
139 11.369         4.5987         3.3298
140 11.469         4.6227         3.3545
141 11.569         4.6467         3.3775
142 11.669         4.6707         3.4008
143 11.769         4.6947         3.4244
144 11.869         4.7186         3.4483
145 11.969         4.7426         3.4726
146 12.069         4.7667         3.4989
147 12.169         4.7909         3.5244
148 12.269         4.8150         3.5473
149 12.369         4.8389         3.5674
150 12.469         4.8624         3.5850
151 12.569         4.8857         3.6038
152 12.669         4.9088         3.6236
153 12.769         4.9318         3.6441
154 12.869         4.9547         3.6639
155 12.969         4.9773         3.6841
156 13.069         5.0000         3.7060


#AGE= 4.000 BINS=153 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.364        -0.4081        -0.4081
  2 -2.264        -0.1443        -0.4862
