#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.2454 2.0920E-04 2.0920E-04  -1.90   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=122 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
 94  8.205         4.4684         3.4055
 95  8.305         4.4956         3.2788
 96  8.405         4.5179         3.2185
 97  8.505         4.5475         3.3652
 98  8.605         4.5711         3.2951
 99  8.705         4.5986         3.3870
100  8.805         4.6273         3.4326
101  8.905         4.6493         3.3436
102  9.005         4.6648         3.2088
103  9.105         4.6836         3.3109
104  9.205         4.7054         3.3954
105  9.305         4.7260         3.3923
106  9.405         4.7462         3.4023
107  9.505         4.7659         3.4139
108  9.605         4.7854         3.4270
109  9.705         4.8046         3.4416
110  9.805         4.8237         3.4578
111  9.905         4.8427         3.4728
112 10.005         4.8613         3.4843
113 10.105         4.8796         3.4956
114 10.205         4.8976         3.5066
115 10.305         4.9154         3.5175
116 10.405         4.9328         3.5283
117 10.505         4.9500         3.5375
118 10.605         4.9667         3.5454
119 10.705         4.9834         3.5577
120 10.805         5.0000         3.5751


#AGE= 1.000 BINS=130 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.970         0.1642         0.1642
  2 -0.870         0.4644         0.1625
  3 -0.771         0.6499         0.1910
  4 -0.671         0.7821         0.2012
  5 -0.570         0.8844         0.2064
  6 -0.470         0.9673         0.2075
  7 -0.370         1.0374         0.2106
  8 -0.271         1.0980         0.2129
  9 -0.171         1.1513         0.2132
 10 -0.070         1.1994         0.2208
 11  0.030         1.2423         0.2154
 12  0.130         1.2813         0.2156
 13  0.229         1.3176         0.2208
 14  0.329         1.4386         0.8245
 15  0.430         1.5352         0.8351
 16  0.530         1.5736         0.5013
 17  0.630         1.5952         0.2805
 18  0.729         1.6182         0.3311
 19  0.829         1.6440         0.4048
 20  0.930         1.6730         0.4826
 21  1.030         1.7061         0.5725
 22  1.130         1.7414         0.6337
 23  1.229         1.7650         0.4884
 24  1.329         1.7696        -0.2085
 25  1.430         1.8652         1.1609
 26  1.530         2.0396         1.5591
 27  1.630         2.1633         1.5576
 28  1.729         2.2688         1.6026
 29  1.829         2.3593         1.6338
 30  1.930         2.4431         1.6874
 31  2.030         2.5385         1.8330
 32  2.130         2.6270         1.8926
 33  2.229         2.7122         1.9632
 34  2.329         2.7932         2.0241
 35  2.430         2.8676         2.0647
 36  2.530         2.9271         2.0340
 37  2.630         2.9815         2.0526
 38  2.729         3.0462         2.1872
 39  2.830         3.0992         2.1600
 40  2.930         3.1455         2.1500
 41  3.030         3.1892         2.1702
 42  3.130         3.2299         2.1813
 43  3.229         3.2678         2.1903
 44  3.330         3.3016         2.1761
 45  3.430         3.3308         2.1440
 46  3.530         3.3578         2.1382
 47  3.630         3.3837         2.1459
 48  3.729         3.4083         2.1495
 49  3.830         3.4317         2.1502
 50  3.930         3.4548         2.1708
 51  4.030         3.4774         2.1821
 52  4.130         3.4991         2.1854
 53  4.230         3.5201         2.1949
 54  4.330         3.5408         2.2096
 55  4.430         3.5613         2.2250
 56  4.530         3.5816         2.2412
 57  4.630         3.6014         2.2498
 58  4.730         3.6206         2.2573
 59  4.830         3.6395         2.2671
 60  4.930         3.6579         2.2769
 61  5.030         3.6760         2.2873
 62  5.130         3.6939         2.2983
 63  5.230         3.7114         2.3099
 64  5.330         3.7288         2.3222
 65  5.430         3.7460         2.3352
 66  5.530         3.7631         2.3489
 67  5.630         3.7800         2.3632
 68  5.730         3.7970         2.3808
 69  5.830         3.8140         2.3984
 70  5.930         3.8309         2.4121
 71  6.030         3.8475         2.4220
 72  6.130         3.8637         2.4279
 73  6.230         3.8794         2.4298
 74  6.330         3.8946         2.4288
 75  6.430         3.9093         2.4320
 76  6.530         3.9237         2.4386
 77  6.630         3.9380         2.4476
 78  6.730         3.9520         2.4536
 79  6.830         3.9656         2.4545
 80  6.930         3.9789         2.4574
 81  7.030         3.9921         2.4683
 82  7.130         4.0052         2.4790
 83  7.230         4.0184         2.4953
 84  7.330         4.0316         2.5072
 85  7.430         4.0447         2.5160
 86  7.530         4.0577         2.5289
 87  7.630         4.0709         2.5483
 88  7.730         4.0844         2.5682
 89  7.830         4.0980         2.5883
 90  7.930         4.1119         2.6113
 91  8.030         4.1262         2.6365
 92  8.130         4.1406         2.6533
 93  8.230         4.1564         2.7075
 94  8.330         4.1728         2.7443
 95  8.430         4.1901         2.7803
 96  8.530         4.2088         2.8348
 97  8.630         4.2302         2.9111
 98  8.730         4.2527         2.9567
 99  8.830         4.2749         2.9715
100  8.930         4.2951         2.9526
101  9.030         4.3143         2.9516
102  9.130         4.3405         3.1068
103  9.230         4.3657         3.1167
104  9.330         4.3937         3.1892
105  9.430         4.4221         3.2232
106  9.530         4.4507         3.2561
107  9.630         4.4794         3.2850
108  9.730         4.5079         3.3110
109  9.830         4.5364         3.3388
110  9.930         4.5646         3.3637
111 10.030         4.5925         3.3855
112 10.130         4.6198         3.4057
113 10.230         4.6471         3.4317
114 10.330         4.6742         3.4548
115 10.430         4.7007         3.4733
116 10.530         4.7265         3.4870
117 10.630         4.7513         3.4958
118 10.730         4.7751         3.5035
119 10.830         4.7985         3.5182
120 10.930         4.8212         3.5284
121 11.030         4.8431         3.5334
122 11.130         4.8638         3.5333
123 11.230         4.8834         3.5278
124 11.330         4.9019         3.5221
125 11.430         4.9196         3.5201
126 11.530         4.9366         3.5216
127 11.630         4.9532         3.5261
128 11.730         4.9691         3.5238
129 11.830         4.9845         3.5281
130 11.930         5.0000         3.5445


#AGE= 2.000 BINS=151 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.728        -0.4607        -0.4607
  2 -2.628        -0.1502        -0.4419
  3 -2.528         0.0366        -0.4200
  4 -2.428         0.1750        -0.3887
  5 -2.328         0.2829        -0.3749
  6 -2.228         0.3675        -0.3843
  7 -2.128         0.4470        -0.3297
  8 -2.028         0.5205        -0.2876
  9 -1.928         0.5866        -0.2631
 10 -1.828         0.6477        -0.2343
 11 -1.728         0.7039        -0.2125
 12 -1.628         0.7970         0.0827
 13 -1.528         0.9348         0.3690
 14 -1.428         0.9732        -0.0985
 15 -1.328         1.0098        -0.0829
 16 -1.228         1.0656         0.1466
 17 -1.128         1.1032         0.0217
 18 -1.028         1.1362         0.0006
 19 -0.928         1.1683         0.0220
 20 -0.828         1.2000         0.0475
 21 -0.728         1.2294         0.0448
 22 -0.628         1.2597         0.0881
 23 -0.528         1.2907         0.1284
 24 -0.428         1.3216         0.1591
 25 -0.328         1.3523         0.1858
 26 -0.228         1.3827         0.2138
 27 -0.128         1.4130         0.2406
 28 -0.028         1.4428         0.2647
 29  0.072         1.4727         0.2959
 30  0.172         1.5028         0.3290
 31  0.272         1.5331         0.3619
 32  0.372         1.5646         0.4087
 33  0.472         1.5966         0.4486
 34  0.572         1.6276         0.4655
 35  0.672         1.6589         0.5008
 36  0.772         1.6887         0.5113
 37  0.872         1.7174         0.5227
 38  0.972         1.7453         0.5399
 39  1.072         1.7734         0.5696
 40  1.172         1.9263         1.3988
 41  1.272         1.9512         0.6964
 42  1.372         1.9765         0.7287
 43  1.472         2.0044         0.7984
 44  1.572         2.0366         0.8917
 45  1.672         2.0752         1.0044
 46  1.772         2.1214         1.1255
 47  1.872         2.1755         1.2441
 48  1.972         2.2369         1.3572
 49  2.072         2.3046         1.4636
 50  2.172         2.3762         1.5581
 51  2.272         2.4492         1.6390
 52  2.372         2.5247         1.7274
 53  2.472         2.6005         1.8052
 54  2.572         2.6757         1.8768
 55  2.672         2.7472         1.9286
 56  2.772         2.8131         1.9618
 57  2.872         2.8730         1.9831
 58  2.972         2.9280         2.0035
 59  3.072         2.9791         2.0241
 60  3.172         3.0258         2.0342
 61  3.272         3.0671         2.0252
 62  3.372         3.1041         2.0156
 63  3.472         3.1390         2.0275
 64  3.572         3.1724         2.0417
 65  3.672         3.2040         2.0490
 66  3.772         3.2338         2.0567
 67  3.872         3.2637         2.0854
 68  3.972         3.2922         2.0965
 69  4.072         3.3193         2.1001
 70  4.172         3.3456         2.1151
 71  4.272         3.3716         2.1354
 72  4.372         3.3971         2.1527
 73  4.472         3.4219         2.1667
 74  4.572         3.4459         2.1773
 75  4.672         3.4690         2.1829
 76  4.772         3.4917         2.1981
 77  4.872         3.5143         2.2197
 78  4.972         3.5367         2.2386
 79  5.072         3.5592         2.2609
 80  5.172         3.5808         2.2670
 81  5.272         3.6016         2.2718
 82  5.372         3.6218         2.2788
 83  5.472         3.6414         2.2879
 84  5.572         3.6608         2.2991
 85  5.672         3.6798         2.3117
 86  5.772         3.6984         2.3225
 87  5.872         3.7167         2.3322
 88  5.972         3.7347         2.3416
 89  6.072         3.7523         2.3511
 90  6.172         3.7695         2.3598
 91  6.272         3.7864         2.3687
 92  6.372         3.8030         2.3770
 93  6.472         3.8193         2.3845
 94  6.572         3.8352         2.3920
 95  6.672         3.8508         2.3973
 96  6.772         3.8660         2.4025
 97  6.872         3.8808         2.4065
 98  6.972         3.8952         2.4092
 99  7.072         3.9097         2.4237
100  7.172         3.9241         2.4394
101  7.272         3.9385         2.4524
102  7.372         3.9528         2.4611
103  7.472         3.9668         2.4703
104  7.572         3.9811         2.4895
105  7.672         3.9954         2.5072
106  7.772         4.0099         2.5270
107  7.872         4.0248         2.5517
108  7.972         4.0402         2.5822
109  8.072         4.0554         2.5906
110  8.172         4.0727         2.6649
111  8.272         4.0930         2.7522
112  8.372         4.1152         2.8136
113  8.472         4.1385         2.8563
114  8.572         4.1620         2.8828
115  8.672         4.1847         2.8931
116  8.772         4.2060         2.8853
117  8.872         4.2249         2.8543
118  8.972         4.2433         2.8617
119  9.072         4.2658         2.9689
120  9.172         4.2941         3.0936
121  9.272         4.3245         3.1551
122  9.372         4.3526         3.1496
123  9.472         4.3812         3.1850
124  9.572         4.4096         3.2106
125  9.672         4.4380         3.2391
126  9.772         4.4663         3.2671
127  9.872         4.4943         3.2903
128  9.972         4.5221         3.3142
129 10.072         4.5496         3.3371
130 10.172         4.5767         3.3584
131 10.272         4.6037         3.3840
132 10.372         4.6306         3.4084
133 10.472         4.6570         3.4277
134 10.572         4.6826         3.4417
135 10.672         4.7074         3.4503
136 10.772         4.7312         3.4589
137 10.872         4.7546         3.4737
138 10.972         4.7772         3.4829
139 11.072         4.7989         3.4865
140 11.172         4.8194         3.4842
141 11.272         4.8388         3.4773
142 11.372         4.8571         3.4730
143 11.472         4.8746         3.4724
144 11.572         4.8916         3.4756
145 11.672         4.9081         3.4798
146 11.772         4.9240         3.4800
147 11.872         4.9396         3.4856
148 11.972         4.9550         3.4968
149 12.072         4.9701         3.5047
150 12.172         4.9851         3.5144
151 12.272         5.0000         3.5294


#AGE= 3.000 BINS=151 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.794        -0.5759        -0.5759
  2 -2.694        -0.2628        -0.5521
  3 -2.595        -0.0716        -0.5199
  4 -2.495         0.0652        -0.5033
  5 -2.395         0.1752        -0.4750
  6 -2.294         0.2682        -0.4469
  7 -2.194         0.3494        -0.4184
  8 -2.095         0.4215        -0.3941
  9 -1.995         0.4874        -0.3643
 10 -1.895         0.5472        -0.3430
 11 -1.794         0.5996        -0.3445
 12 -1.694         0.6506        -0.3055
 13 -1.595         0.7004        -0.2647
 14 -1.495         0.7476        -0.2397
 15 -1.395         0.8600         0.2179
 16 -1.294         0.9437         0.1877
 17 -1.194         0.9795        -0.1228
 18 -1.095         1.0207        -0.0223
 19 -0.995         1.0705         0.1054
 20 -0.895         1.1042        -0.0231
 21 -0.794         1.1362        -0.0120
 22 -0.694         1.1677         0.0119
 23 -0.595         1.1975         0.0203
 24 -0.495         1.2270         0.0439
 25 -0.395         1.2575         0.0883
 26 -0.294         1.2882         0.1230
 27 -0.194         1.3190         0.1549
 28 -0.095         1.3498         0.1839
 29  0.005         1.3803         0.2119
 30  0.105         1.4107         0.2415
 31  0.206         1.4411         0.2708
 32  0.306         1.4712         0.2972
 33  0.405         1.5015         0.3296
 34  0.505         1.5320         0.3637
 35  0.605         1.5637         0.4117
 36  0.706         1.5962         0.4542
 37  0.806         1.6300         0.5033
 38  0.905         1.6622         0.5169
 39  1.005         1.6933         0.5327
 40  1.105         1.7241         0.5594
 41  1.206         1.7542         0.5802
 42  1.306         1.7835         0.5980
 43  1.405         1.8130         0.6310
 44  1.505         1.9262         1.2865
 45  1.605         1.9894         1.1211
 46  1.706         2.0280         0.9583
 47  1.806         2.0666         0.9962
 48  1.905         2.1095         1.0828
 49  2.005         2.1578         1.1802
 50  2.105         2.2120         1.2812
 51  2.206         2.2720         1.3830
 52  2.306         2.3375         1.4836
 53  2.405         2.4065         1.5738
 54  2.505         2.4777         1.6567
 55  2.605         2.5502         1.7370
 56  2.706         2.6218         1.8037
 57  2.806         2.6925         1.8695
 58  2.905         2.7581         1.9044
 59  3.005         2.8177         1.9258
 60  3.106         2.8717         1.9395
 61  3.206         2.9193         1.9357
 62  3.306         2.9628         1.9417
 63  3.405         3.0041         1.9625
 64  3.505         3.0438         1.9847
 65  3.606         3.0810         1.9951
 66  3.706         3.1165         2.0118
 67  3.806         3.1518         2.0435
 68  3.905         3.1854         2.0577
 69  4.005         3.2175         2.0710
 70  4.106         3.2490         2.0931
 71  4.206         3.2798         2.1160
 72  4.306         3.3098         2.1338
 73  4.405         3.3387         2.1467
 74  4.506         3.3665         2.1594
 75  4.606         3.3933         2.1707
 76  4.706         3.4196         2.1879
 77  4.806         3.4456         2.2106
 78  4.905         3.4712         2.2281
 79  5.006         3.4961         2.2431
 80  5.106         3.5204         2.2560
 81  5.206         3.5436         2.2592
 82  5.306         3.5660         2.2674
 83  5.405         3.5880         2.2818
 84  5.506         3.6096         2.2958
 85  5.606         3.6307         2.3072
 86  5.706         3.6514         2.3186
 87  5.806         3.6716         2.3299
 88  5.905         3.6914         2.3406
 89  6.006         3.7108         2.3508
 90  6.106         3.7298         2.3604
 91  6.206         3.7483         2.3695
 92  6.306         3.7665         2.3780
 93  6.405         3.7842         2.3864
 94  6.506         3.8016         2.3952
 95  6.606         3.8185         2.4018
 96  6.706         3.8351         2.4073
 97  6.806         3.8512         2.4121
 98  6.905         3.8668         2.4146
 99  7.006         3.8822         2.4257
100  7.106         3.8976         2.4395
101  7.206         3.9130         2.4551
102  7.306         3.9282         2.4656
103  7.405         3.9432         2.4721
104  7.506         3.9581         2.4879
105  7.606         3.9732         2.5066
106  7.706         3.9884         2.5244
107  7.806         4.0039         2.5471
108  7.906         4.0197         2.5725
109  8.006         4.0361         2.6068
110  8.105         4.0537         2.6516
111  8.206         4.0723         2.6955
112  8.306         4.0920         2.7378
113  8.405         4.1126         2.7789
114  8.506         4.1341         2.8190
115  8.606         4.1566         2.8583
116  8.706         4.1798         2.8968
117  8.806         4.2038         2.9348
118  8.905         4.2286         2.9725
119  9.006         4.2527         2.9848
120  9.106         4.2808         3.0773
121  9.206         4.3116         3.1471
122  9.306         4.3410         3.1572
123  9.405         4.3702         3.1832
124  9.506         4.3994         3.2129
125  9.606         4.4284         3.2377
126  9.706         4.4569         3.2611
127  9.806         4.4852         3.2851
128  9.905         4.5131         3.3068
129 10.006         4.5406         3.3279
130 10.106         4.5677         3.3496
131 10.206         4.5946         3.3727
132 10.306         4.6214         3.3984
133 10.405         4.6479         3.4201
134 10.506         4.6738         3.4368
135 10.606         4.6989         3.4485
136 10.706         4.7235         3.4643
137 10.806         4.7477         3.4815
138 10.905         4.7711         3.4918
139 11.006         4.7935         3.4952
140 11.106         4.8147         3.4914
141 11.206         4.8347         3.4876
142 11.306         4.8538         3.4871
143 11.405         4.8721         3.4878
144 11.506         4.8897         3.4898
145 11.606         4.9067         3.4895
146 11.706         4.9229         3.4886
147 11.806         4.9388         3.4937
148 11.905         4.9545         3.5040
149 12.006         4.9698         3.5097
150 12.106         4.9849         3.5185
151 12.206         5.0000         3.5338


#AGE= 4.000 BINS=152 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.799        -0.6658        -0.6658
  2 -2.699        -0.3559        -0.6483
  3 -2.599        -0.1636        -0.6101
  4 -2.499        -0.0251        -0.5888
  5 -2.399         0.0852        -0.5641
  6 -2.299         0.1777        -0.5391
  7 -2.199         0.2585        -0.5116
  8 -2.099         0.3316        -0.4786
  9 -1.999         0.3979        -0.4508
 10 -1.899         0.4583        -0.4285
 11 -1.799         0.5148        -0.3985
 12 -1.699         0.5661        -0.3871
 13 -1.599         0.6134        -0.3733
 14 -1.499         0.6608        -0.3245
 15 -1.399         0.7062        -0.2972
 16 -1.299         0.7497        -0.2714
 17 -1.199         0.8879         0.3235
 18 -1.099         0.9255        -0.1564
 19 -0.999         0.9596        -0.1618
 20 -0.899         1.0115         0.0628
 21 -0.799         1.0495        -0.0267
 22 -0.699         1.0824        -0.0548
 23 -0.599         1.1143        -0.0354
 24 -0.499         1.1453        -0.0165
 25 -0.399         1.1751        -0.0036
 26 -0.299         1.2054         0.0336
 27 -0.199         1.2365         0.0769
 28 -0.099         1.2676         0.1068
 29  0.001         1.2988         0.1393
 30  0.101         1.3298         0.1681
 31  0.201         1.3609         0.2006
 32  0.301         1.3915         0.2246
 33  0.401         1.4223         0.2574
 34  0.501         1.4530         0.2876
 35  0.601         1.4838         0.3187
 36  0.701         1.5149         0.3547
 37  0.801         1.5466         0.3937
 38  0.901         1.5796         0.4437
 39  1.001         1.6135         0.4898
 40  1.101         1.6469         0.5157
 41  1.201         1.6795         0.5393
 42  1.301         1.7116         0.5642
 43  1.401         1.7423         0.5768
 44  1.501         1.7720         0.5924
 45  1.601         1.8013         0.6159
 46  1.701         1.8327         0.6759
 47  1.801         1.9444         1.2999
 48  1.901         2.0009         1.0872
 49  2.001         2.0479         1.0592
 50  2.101         2.0976         1.1316
 51  2.201         2.1529         1.2301
 52  2.301         2.2101         1.3016
 53  2.401         2.2717         1.3935
 54  2.501         2.3372         1.4828
 55  2.601         2.4049         1.5643
 56  2.701         2.4740         1.6415
 57  2.801         2.5429         1.7098
 58  2.901         2.6111         1.7732
 59  3.001         2.6757         1.8166
 60  3.101         2.7337         1.8301
 61  3.201         2.7863         1.8437
 62  3.301         2.8357         1.8670
 63  3.401         2.8825         1.8916
 64  3.501         2.9261         1.9061
 65  3.601         2.9670         1.9216
 66  3.701         3.0076         1.9573
 67  3.801         3.0470         1.9850
 68  3.901         3.0845         2.0029
 69  4.001         3.1210         2.0277
 70  4.101         3.1567         2.0537
 71  4.201         3.1914         2.0759
 72  4.301         3.2247         2.0931
 73  4.401         3.2568         2.1094
 74  4.501         3.2878         2.1262
 75  4.601         3.3178         2.1420
 76  4.701         3.3473         2.1645
 77  4.801         3.3761         2.1832
 78  4.901         3.4039         2.1964
 79  5.001         3.4307         2.2080
 80  5.101         3.4569         2.2239
 81  5.201         3.4818         2.2292
 82  5.301         3.5061         2.2420
 83  5.401         3.5300         2.2583
 84  5.501         3.5533         2.2716
 85  5.601         3.5761         2.2836
 86  5.701         3.5982         2.2954
 87  5.801         3.6200         2.3090
 88  5.901         3.6412         2.3194
 89  6.001         3.6619         2.3298
 90  6.101         3.6822         2.3409
 91  6.201         3.7019         2.3500
 92  6.301         3.7212         2.3591
 93  6.401         3.7401         2.3684
 94  6.501         3.7585         2.3768
 95  6.601         3.7765         2.3852
 96  6.701         3.7940         2.3899
 97  6.801         3.8110         2.3947
 98  6.901         3.8275         2.3996
 99  7.001         3.8437         2.4087
100  7.101         3.8600         2.4261
101  7.201         3.8762         2.4394
102  7.301         3.8922         2.4493
103  7.401         3.9078         2.4567
104  7.501         3.9235         2.4736
105  7.601         3.9393         2.4935
106  7.701         3.9552         2.5097
107  7.801         3.9713         2.5321
108  7.901         3.9877         2.5577
109  8.001         4.0048         2.5915
110  8.101         4.0230         2.6361
