## SDSS/LSST colors as functions of Mr and FeH ########
## see MSandRGBcolors_v1.3.header
#   Mr      FeH      ug       gr       ri      iz     zy
  10.17   -1.75   2.4243   1.3864   0.8319   0.4302   0.1621 
  10.18   -1.75   2.4243   1.3866   0.8345   0.4316   0.1628 
  10.19   -1.75   2.4244   1.3867   0.8371   0.4330   0.1635 
  10.20   -1.75   2.4244   1.3869   0.8398   0.4346   0.1641 
  10.21   -1.75   2.4244   1.3870   0.8424   0.4360   0.1648 
  10.22   -1.75   2.4243   1.3871   0.8450   0.4375   0.1655 
  10.23   -1.75   2.4244   1.3872   0.8476   0.4389   0.1661 
  10.24   -1.75   2.4244   1.3873   0.8503   0.4403   0.1668 
  10.25   -1.75   2.4244   1.3875   0.8529   0.4418   0.1675 
  10.26   -1.75   2.4244   1.3876   0.8555   0.4432   0.1682 
  10.27   -1.75   2.4245   1.3877   0.8581   0.4447   0.1688 
  10.28   -1.75   2.4244   1.3878   0.8608   0.4461   0.1695 
  10.29   -1.75   2.4244   1.3879   0.8634   0.4475   0.1702 
  10.30   -1.75   2.4244   1.3880   0.8660   0.4490   0.1708 
  10.31   -1.75   2.4245   1.3880   0.8686   0.4504   0.1715 
  10.32   -1.75   2.4245   1.3881   0.8713   0.4518   0.1722 
  10.33   -1.75   2.4245   1.3882   0.8739   0.4533   0.1728 
  10.34   -1.75   2.4245   1.3883   0.8765   0.4547   0.1735 
  10.35   -1.75   2.4245   1.3884   0.8791   0.4562   0.1742 
  10.36   -1.75   2.4245   1.3884   0.8818   0.4576   0.1749 
  10.37   -1.75   2.4246   1.3885   0.8844   0.4590   0.1755 
  10.38   -1.75   2.4245   1.3886   0.8870   0.4605   0.1762 
  10.39   -1.75   2.4245   1.3886   0.8896   0.4619   0.1769 
  10.40   -1.75   2.4245   1.3887   0.8923   0.4634   0.1775 
  10.41   -1.75   2.4245   1.3888   0.8949   0.4648   0.1782 
  10.42   -1.75   2.4245   1.3888   0.8975   0.4662   0.1789 
  10.43   -1.75   2.4245   1.3889   0.9001   0.4677   0.1795 
  10.44   -1.75   2.4246   1.3889   0.9027   0.4692   0.1802 
  10.45   -1.75   2.4246   1.3890   0.9054   0.4706   0.1809 
  10.46   -1.75   2.4246   1.3890   0.9080   0.4721   0.1815 
  10.47   -1.75   2.4246   1.3891   0.9106   0.4735   0.1822 
  10.48   -1.75   2.4246   1.3891   0.9132   0.4749   0.1829 
  10.49   -1.75   2.4246   1.3892   0.9158   0.4764   0.1835 
  10.50   -1.75   2.4246   1.3892   0.9184   0.4778   0.1842 
  10.51   -1.75   2.4246   1.3892   0.9210   0.4792   0.1849 
  10.52   -1.75   2.4245   1.3893   0.9237   0.4807   0.1855 
  10.53   -1.75   2.4245   1.3893   0.9263   0.4821   0.1862 
  10.54   -1.75   2.4245   1.3893   0.9289   0.4835   0.1869 
  10.55   -1.75   2.4246   1.3894   0.9315   0.4849   0.1875 
  10.56   -1.75   2.4246   1.3894   0.9341   0.4864   0.1882 
  10.57   -1.75   2.4246   1.3894   0.9367   0.4878   0.1889 
  10.58   -1.75   2.4246   1.3895   0.9393   0.4892   0.1895 
  10.59   -1.75   2.4246   1.3895   0.9419   0.4907   0.1902 
  10.60   -1.75   2.4246   1.3895   0.9445   0.4921   0.1908 
  10.61   -1.75   2.4246   1.3895   0.9471   0.4935   0.1915 
  10.62   -1.75   2.4246   1.3896   0.9496   0.4949   0.1922 
  10.63   -1.75   2.4246   1.3896   0.9522   0.4963   0.1928 
  10.64   -1.75   2.4246   1.3896   0.9548   0.4978   0.1935 
  10.65   -1.75   2.4246   1.3896   0.9574   0.4992   0.1941 
  10.66   -1.75   2.4246   1.3896   0.9600   0.5006   0.1948 
  10.67   -1.75   2.4246   1.3897   0.9626   0.5020   0.1955 
  10.68   -1.75   2.4246   1.3897   0.9652   0.5034   0.1961 
  10.69   -1.75   2.4246   1.3897   0.9677   0.5049   0.1968 
  10.70   -1.75   2.4246   1.3897   0.9703   0.5064   0.1974 
  10.71   -1.75   2.4246   1.3897   0.9729   0.5078   0.1981 
  10.72   -1.75   2.4246   1.3897   0.9755   0.5092   0.1987 
  10.73   -1.75   2.4246   1.3897   0.9780   0.5106   0.1994 
  10.74   -1.75   2.4246   1.3898   0.9806   0.5120   0.2001 
  10.75   -1.75   2.4246   1.3898   0.9832   0.5134   0.2007 
  10.76   -1.75   2.4246   1.3898   0.9857   0.5148   0.2014 
  10.77   -1.75   2.4247   1.3898   0.9883   0.5162   0.2020 
  10.78   -1.75   2.4247   1.3898   0.9909   0.5176   0.2027 
  10.79   -1.75   2.4247   1.3898   0.9934   0.5190   0.2033 
  10.80   -1.75   2.4247   1.3898   0.9960   0.5204   0.2040 
  10.81   -1.75   2.4247   1.3898   0.9985   0.5218   0.2046 
  10.82   -1.75   2.4247   1.3898   1.0011   0.5232   0.2053 
  10.83   -1.75   2.4247   1.3899   1.0036   0.5246   0.2059 
  10.84   -1.75   2.4247   1.3899   1.0062   0.5260   0.2066 
  10.85   -1.75   2.4247   1.3899   1.0087   0.5274   0.2072 
  10.86   -1.75   2.4247   1.3899   1.0113   0.5288   0.2079 
  10.87   -1.75   2.4247   1.3899   1.0138   0.5302   0.2085 
  10.88   -1.75   2.4247   1.3899   1.0163   0.5316   0.2092 
  10.89   -1.75   2.4247   1.3899   1.0189   0.5330   0.2098 
  10.90   -1.75   2.4247   1.3899   1.0214   0.5344   0.2105 
  10.91   -1.75   2.4247   1.3899   1.0240   0.5358   0.2111 
  10.92   -1.75   2.4247   1.3899   1.0265   0.5373   0.2118 
  10.93   -1.75   2.4247   1.3899   1.0290   0.5387   0.2124 
  10.94   -1.75   2.4247   1.3899   1.0315   0.5401   0.2130 
  10.95   -1.75   2.4247   1.3899   1.0341   0.5415   0.2137 
  10.96   -1.75   2.4247   1.3899   1.0366   0.5429   0.2143 
  10.97   -1.75   2.4247   1.3899   1.0391   0.5442   0.2150 
  10.98   -1.75   2.4247   1.3899   1.0416   0.5456   0.2156 
  10.99   -1.75   2.4247   1.3899   1.0442   0.5470   0.2163 
  11.00   -1.75   2.4247   1.3899   1.0467   0.5484   0.2169 
  11.01   -1.75   2.4247   1.3899   1.0492   0.5498   0.2175 
  11.02   -1.75   2.4247   1.3899   1.0517   0.5512   0.2182 
  11.03   -1.75   2.4246   1.3900   1.0542   0.5525   0.2188 
  11.04   -1.75   2.4246   1.3900   1.0567   0.5539   0.2195 
  11.05   -1.75   2.4246   1.3900   1.0592   0.5553   0.2201 
  11.06   -1.75   2.4246   1.3900   1.0617   0.5567   0.2207 
  11.07   -1.75   2.4246   1.3900   1.0642   0.5581   0.2214 
  11.08   -1.75   2.4246   1.3900   1.0667   0.5594   0.2220 
  11.09   -1.75   2.4246   1.3900   1.0692   0.5608   0.2227 
  11.10   -1.75   2.4246   1.3900   1.0717   0.5622   0.2233 
  11.11   -1.75   2.4246   1.3900   1.0742   0.5636   0.2239 
  11.12   -1.75   2.4246   1.3900   1.0767   0.5649   0.2246 
  11.13   -1.75   2.4246   1.3900   1.0792   0.5663   0.2252 
  11.14   -1.75   2.4246   1.3900   1.0817   0.5677   0.2258 
  11.15   -1.75   2.4246   1.3900   1.0842   0.5690   0.2265 
  11.16   -1.75   2.4246   1.3900   1.0867   0.5705   0.2271 
  11.17   -1.75   2.4246   1.3900   1.0891   0.5719   0.2277 
  11.18   -1.75   2.4246   1.3900   1.0916   0.5732   0.2284 
  11.19   -1.75   2.4246   1.3900   1.0941   0.5746   0.2290 
  11.20   -1.75   2.4246   1.3900   1.0966   0.5760   0.2296 
  11.21   -1.75   2.4246   1.3900   1.0991   0.5773   0.2303 
  11.22   -1.75   2.4246   1.3900   1.1015   0.5787   0.2309 
  11.23   -1.75   2.4246   1.3900   1.1040   0.5800   0.2315 
  11.24   -1.75   2.4246   1.3900   1.1065   0.5814   0.2322 
  11.25   -1.75   2.4246   1.3900   1.1090   0.5828   0.2328 
  11.26   -1.75   2.4246   1.3900   1.1114   0.5841   0.2334 
  11.27   -1.75   2.4246   1.3900   1.1139   0.5855   0.2340 
  11.28   -1.75   2.4246   1.3900   1.1164   0.5868   0.2347 
  11.29   -1.75   2.4246   1.3900   1.1188   0.5882   0.2353 
  11.30   -1.75   2.4246   1.3900   1.1213   0.5896   0.2359 
  11.31   -1.75   2.4246   1.3900   1.1237   0.5909   0.2366 
  11.32   -1.75   2.4246   1.3900   1.1262   0.5923   0.2372 
  11.33   -1.75   2.4246   1.3900   1.1286   0.5936   0.2378 
  11.34   -1.75   2.4246   1.3900   1.1311   0.5950   0.2384 
  11.35   -1.75   2.4246   1.3900   1.1336   0.5963   0.2391 
  11.36   -1.75   2.4246   1.3900   1.1360   0.5977   0.2397 
  11.37   -1.75   2.4246   1.3900   1.1385   0.5990   0.2403 
  11.38   -1.75   2.4246   1.3900   1.1409   0.6004   0.2409 
  11.39   -1.75   2.4246   1.3900   1.1434   0.6017   0.2416 
  11.40   -1.75   2.4246   1.3900   1.1458   0.6032   0.2422 
  11.41   -1.75   2.4246   1.3900   1.1482   0.6045   0.2428 
  11.42   -1.75   2.4246   1.3900   1.1507   0.6058   0.2434 
  11.43   -1.75   2.4246   1.3900   1.1531   0.6072   0.2440 
  11.44   -1.75   2.4246   1.3900   1.1556   0.6085   0.2447 
  11.45   -1.75   2.4246   1.3900   1.1580   0.6099   0.2453 
  11.46   -1.75   2.4246   1.3900   1.1604   0.6112   0.2459 
  11.47   -1.75   2.4246   1.3900   1.1629   0.6126   0.2465 
  11.48   -1.75   2.4246   1.3900   1.1653   0.6139   0.2472 
  11.49   -1.75   2.4246   1.3900   1.1677   0.6152   0.2478 
  11.50   -1.75   2.4246   1.3900   1.1702   0.6166   0.2484 
  11.51   -1.75   2.4246   1.3900   1.1726   0.6179   0.2490 
  11.52   -1.75   2.4246   1.3900   1.1750   0.6193   0.2496 
  11.53   -1.75   2.4246   1.3900   1.1775   0.6206   0.2503 
  11.54   -1.75   2.4246   1.3900   1.1799   0.6219   0.2509 
  11.55   -1.75   2.4246   1.3900   1.1823   0.6233   0.2515 
  11.56   -1.75   2.4246   1.3900   1.1847   0.6246   0.2521 
  11.57   -1.75   2.4246   1.3900   1.1871   0.6259   0.2527 
  11.58   -1.75   2.4246   1.3900   1.1896   0.6273   0.2533 
  11.59   -1.75   2.4246   1.3900   1.1920   0.6286   0.2540 
  11.60   -1.75   2.4246   1.3900   1.1944   0.6299   0.2546 
  11.61   -1.75   2.4246   1.3900   1.1968   0.6313   0.2552 
  11.62   -1.75   2.4246   1.3900   1.1992   0.6326   0.2558 
  11.63   -1.75   2.4242   1.3930   1.2017   0.6339   0.2564 
  11.64   -1.75   2.4242   1.3930   1.2041   0.6353   0.2570 
  11.65   -1.75   2.4242   1.3930   1.2065   0.6367   0.2577 
  11.66   -1.75   2.4242   1.3930   1.2089   0.6380   0.2583 
  11.67   -1.75   2.4242   1.3930   1.2113   0.6394   0.2589 
  11.68   -1.75   2.4242   1.3930   1.2137   0.6407   0.2595 
  11.69   -1.75   2.4242   1.3930   1.2161   0.6420   0.2601 
  11.70   -1.75   2.4242   1.3930   1.2185   0.6433   0.2607 
  11.71   -1.75   2.4242   1.3930   1.2209   0.6447   0.2613 
  11.72   -1.75   2.4242   1.3930   1.2233   0.6460   0.2619 
  11.73   -1.75   2.4242   1.3930   1.2257   0.6473   0.2626 
  11.74   -1.75   2.4242   1.3930   1.2281   0.6486   0.2632 
  11.75   -1.75   2.4242   1.3930   1.2305   0.6500   0.2638 
  11.76   -1.75   2.4242   1.3930   1.2329   0.6513   0.2644 
  11.77   -1.75   2.4242   1.3930   1.2353   0.6526   0.2650 
  11.78   -1.75   2.4242   1.3930   1.2377   0.6539   0.2656 
  11.79   -1.75   2.4242   1.3930   1.2401   0.6553   0.2662 
  11.80   -1.75   2.4242   1.3930   1.2425   0.6566   0.2668 
  11.81   -1.75   2.4242   1.3930   1.2449   0.6579   0.2674 
  11.82   -1.75   2.4242   1.3930   1.2473   0.6592   0.2681 
  11.83   -1.75   2.4242   1.3930   1.2497   0.6605   0.2687 
  11.84   -1.75   2.4242   1.3930   1.2521   0.6619   0.2693 
  11.85   -1.75   2.4242   1.3930   1.2545   0.6632   0.2699 
  11.86   -1.75   2.4242   1.3930   1.2568   0.6645   0.2705 
  11.87   -1.75   2.4242   1.3930   1.2592   0.6658   0.2711 
  11.88   -1.75   2.4242   1.3930   1.2616   0.6672   0.2717 
  11.89   -1.75   2.4242   1.3930   1.2640   0.6685   0.2723 
  11.90   -1.75   2.4242   1.3930   1.2664   0.6699   0.2729 
  11.91   -1.75   2.4241   1.3938   1.2688   0.6712   0.2735 
  11.92   -1.75   2.4241   1.3940   1.2712   0.6725   0.2741 
  11.93   -1.75   2.4241   1.3940   1.2736   0.6738   0.2748 
  11.94   -1.75   2.4241   1.3940   1.2759   0.6751   0.2754 
  11.95   -1.75   2.4241   1.3940   1.2783   0.6764   0.2760 
  11.96   -1.75   2.4241   1.3940   1.2807   0.6778   0.2766 
  11.97   -1.75   2.4239   1.3940   1.2832   0.6793   0.2772 
  11.98   -1.75   2.4242   1.3940   1.2853   0.6803   0.2778 
  11.99   -1.75   2.4248   1.3940   1.2872   0.6810   0.2785 
  12.00   -1.75   2.4239   1.3940   1.2903   0.6832   0.2790 
  12.01   -1.75   2.4226   1.3940   1.2935   0.6851   0.2795 
  12.02   -1.75   2.4213   1.3940   1.2968   0.6870   0.2800 
  12.03   -1.75   2.4200   1.3940   1.3000   0.6889   0.2804 
  12.04   -1.75   2.4186   1.3940   1.3032   0.6907   0.2809 
  12.05   -1.75   2.4173   1.3940   1.3064   0.6926   0.2814 
  12.06   -1.75   2.4160   1.3940   1.3097   0.6945   0.2819 
  12.07   -1.75   2.4147   1.3940   1.3129   0.6964   0.2824 
  12.08   -1.75   2.4134   1.3940   1.3161   0.6983   0.2829 
  12.09   -1.75   2.4120   1.3950   1.3193   0.7002   0.2833 
  12.10   -1.75   2.4107   1.3950   1.3226   0.7020   0.2838 
  12.11   -1.75   2.4094   1.3950   1.3258   0.7039   0.2843 
  12.12   -1.75   2.4081   1.3950   1.3290   0.7058   0.2848 
  12.13   -1.75   2.4068   1.3950   1.3322   0.7077   0.2853 
  12.14   -1.75   2.4054   1.3950   1.3355   0.7096   0.2858 
  12.15   -1.75   2.4041   1.3950   1.3387   0.7115   0.2862 
  12.16   -1.75   2.4028   1.3959   1.3419   0.7134   0.2867 
  12.17   -1.75   2.4015   1.3960   1.3451   0.7152   0.2872 
  12.18   -1.75   2.4002   1.3960   1.3484   0.7171   0.2877 
  12.19   -1.75   2.3988   1.3960   1.3516   0.7190   0.2882 
  12.20   -1.75   2.3975   1.3960   1.3548   0.7209   0.2887 
  12.21   -1.75   2.3962   1.3960   1.3580   0.7228   0.2891 
  12.22   -1.75   2.3949   1.3970   1.3613   0.7247   0.2896 
  12.23   -1.75   2.3936   1.3970   1.3645   0.7266   0.2901 
  12.24   -1.75   2.3922   1.3970   1.3677   0.7284   0.2906 
  12.25   -1.75   2.3909   1.3979   1.3709   0.7303   0.2911 
  12.26   -1.75   2.3896   1.3980   1.3742   0.7322   0.2916 
  12.27   -1.75   2.3883   1.3980   1.3774   0.7341   0.2920 
  12.28   -1.75   2.3870   1.3980   1.3806   0.7360   0.2925 
  12.29   -1.75   2.3856   1.3990   1.3838   0.7379   0.2930 
  12.30   -1.75   2.3843   1.3990   1.3871   0.7397   0.2935 
  12.31   -1.75   2.3830   1.3993   1.3903   0.7416   0.2940 
  12.32   -1.75   2.3817   1.4000   1.3935   0.7435   0.2945 
  12.33   -1.75   2.3804   1.4000   1.3967   0.7454   0.2949 
  12.34   -1.75   2.3790   1.4010   1.4000   0.7473   0.2954 
  12.35   -1.75   2.3777   1.4010   1.4032   0.7492   0.2959 
  12.36   -1.75   2.3764   1.4014   1.4064   0.7511   0.2964 
  12.37   -1.75   2.3751   1.4020   1.4097   0.7529   0.2969 
  12.38   -1.75   2.3738   1.4020   1.4129   0.7548   0.2974 
  12.39   -1.75   2.3724   1.4030   1.4161   0.7567   0.2978 
  12.40   -1.75   2.3711   1.4033   1.4193   0.7586   0.2983 
  12.41   -1.75   2.3698   1.4040   1.4226   0.7605   0.2988 
  12.42   -1.75   2.3685   1.4048   1.4258   0.7624   0.2993 
  12.43   -1.75   2.3672   1.4050   1.4290   0.7642   0.2998 
  12.44   -1.75   2.3658   1.4060   1.4322   0.7661   0.3003 
  12.45   -1.75   2.3645   1.4060   1.4355   0.7680   0.3007 
  12.46   -1.75   2.3632   1.4070   1.4387   0.7699   0.3012 
  12.47   -1.75   2.3619   1.4079   1.4419   0.7718   0.3017 
  12.48   -1.75   2.3606   1.4080   1.4451   0.7737   0.3022 
  12.49   -1.75   2.3593   1.4090   1.4484   0.7756   0.3027 
  12.50   -1.75   2.3579   1.4100   1.4516   0.7774   0.3032 
  12.51   -1.75   2.3566   1.4100   1.4548   0.7793   0.3036 
  12.52   -1.75   2.3553   1.4110   1.4580   0.7812   0.3041 
  12.53   -1.75   2.3540   1.4120   1.4613   0.7831   0.3046 
  12.54   -1.75   2.3527   1.4130   1.4645   0.7850   0.3051 
  12.55   -1.75   2.3513   1.4137   1.4677   0.7869   0.3056 
  12.56   -1.75   2.3500   1.4149   1.4709   0.7888   0.3061 
  12.57   -1.75   2.3487   1.4152   1.4742   0.7906   0.3065 
  12.58   -1.75   2.3474   1.4160   1.4774   0.7925   0.3070 
  12.59   -1.75   2.3461   1.4170   1.4806   0.7944   0.3075 
  12.60   -1.75   2.3447   1.4180   1.4838   0.7963   0.3080 
  12.61   -1.75   2.3434   1.4190   1.4871   0.7982   0.3085 
  12.62   -1.75   2.3421   1.4200   1.4903   0.8001   0.3090 
  12.63   -1.75   2.3408   1.4210   1.4935   0.8019   0.3094 
  12.64   -1.75   2.3395   1.4220   1.4967   0.8038   0.3099 
  12.65   -1.75   2.3381   1.4230   1.5000   0.8057   0.3104 
  12.66   -1.75   2.3368   1.4240   1.5032   0.8076   0.3109 
  12.67   -1.75   2.3355   1.4250   1.5064   0.8095   0.3114 
  12.68   -1.75   2.3342   1.4260   1.5096   0.8114   0.3118 
  12.69   -1.75   2.3329   1.4270   1.5129   0.8133   0.3123 
  12.70   -1.75   2.3315   1.4280   1.5161   0.8151   0.3128 
  12.71   -1.75   2.3302   1.4290   1.5193   0.8170   0.3133 
  12.72   -1.75   2.3289   1.4300   1.5225   0.8189   0.3138 
  12.73   -1.75   2.3276   1.4310   1.5258   0.8208   0.3143 
  12.74   -1.75   2.3263   1.4320   1.5290   0.8227   0.3147 
  12.75   -1.75   2.3249   1.4332   1.5322   0.8246   0.3152 
  12.76   -1.75   2.3236   1.4345   1.5355   0.8265   0.3157 
  12.77   -1.75   2.3223   1.4357   1.5387   0.8283   0.3162 
  12.78   -1.75   2.3210   1.4369   1.5419   0.8302   0.3167 
  12.79   -1.75   2.3197   1.4380   1.5451   0.8321   0.3172 
  12.80   -1.75   2.3183   1.4390   1.5484   0.8340   0.3176 
  12.81   -1.75   2.3170   1.4400   1.5516   0.8359   0.3181 
  12.82   -1.75   2.3157   1.4410   1.5548   0.8378   0.3186 
  12.83   -1.75   2.3144   1.4420   1.5580   0.8396   0.3191 
  12.84   -1.75   2.3131   1.4433   1.5613   0.8415   0.3196 
  12.85   -1.75   2.3117   1.4445   1.5645   0.8434   0.3201 
  12.86   -1.75   2.3104   1.4457   1.5677   0.8453   0.3205 
  12.87   -1.75   2.3091   1.4469   1.5709   0.8472   0.3210 
  12.88   -1.75   2.3078   1.4480   1.5742   0.8491   0.3215 
  12.89   -1.75   2.3065   1.4490   1.5774   0.8510   0.3220 
  12.90   -1.75   2.3052   1.4500   1.5806   0.8528   0.3225 
  12.91   -1.75   2.3038   1.4510   1.5838   0.8547   0.3230 
  12.92   -1.75   2.3025   1.4521   1.5871   0.8566   0.3234 
  12.93   -1.75   2.3012   1.4533   1.5903   0.8585   0.3239 
  12.94   -1.75   2.2999   1.4545   1.5935   0.8604   0.3244 
  12.95   -1.75   2.2986   1.4557   1.5967   0.8623   0.3249 
  12.96   -1.75   2.2972   1.4570   1.6000   0.8641   0.3254 
  12.97   -1.75   2.2959   1.4580   1.6032   0.8660   0.3259 
  12.98   -1.75   2.2946   1.4590   1.6064   0.8679   0.3263 
  12.99   -1.75   2.2933   1.4600   1.6096   0.8698   0.3268 
  13.00   -1.75   2.2920   1.4610   1.6129   0.8717   0.3273 
  13.01   -1.75   2.2906   1.4621   1.6161   0.8736   0.3278 
  13.02   -1.75   2.2893   1.4633   1.6193   0.8755   0.3283 
  13.03   -1.75   2.2880   1.4645   1.6225   0.8773   0.3288 
  13.04   -1.75   2.2867   1.4658   1.6258   0.8792   0.3292 
  13.05   -1.75   2.2854   1.4670   1.6290   0.8811   0.3297 
  13.06   -1.75   2.2840   1.4680   1.6322   0.8830   0.3302 
  13.07   -1.75   2.2827   1.4690   1.6354   0.8849   0.3307 
  13.08   -1.75   2.2814   1.4700   1.6387   0.8868   0.3312 
  13.09   -1.75   2.2801   1.4710   1.6419   0.8887   0.3317 
  13.10   -1.75   2.2788   1.4721   1.6451   0.8905   0.3321 
  13.11   -1.75   2.2774   1.4734   1.6484   0.8924   0.3326 
  13.12   -1.75   2.2761   1.4746   1.6516   0.8943   0.3331 
  13.13   -1.75   2.2748   1.4760   1.6548   0.8962   0.3336 
  13.14   -1.75   2.2735   1.4770   1.6580   0.8981   0.3341 
  13.15   -1.75   2.2722   1.4780   1.6613   0.9000   0.3346 
  13.16   -1.75   2.2708   1.4790   1.6645   0.9018   0.3350 
  13.17   -1.75   2.2695   1.4800   1.6677   0.9037   0.3355 
  13.18   -1.75   2.2682   1.4810   1.6709   0.9056   0.3360 
  13.19   -1.75   2.2669   1.4822   1.6742   0.9075   0.3365 
  13.20   -1.75   2.2656   1.4834   1.6774   0.9094   0.3370 
  13.21   -1.75   2.2642   1.4846   1.6806   0.9113   0.3375 
  13.22   -1.75   2.2629   1.4858   1.6838   0.9132   0.3379 
  13.23   -1.75   2.2616   1.4870   1.6871   0.9150   0.3384 
  13.24   -1.75   2.2603   1.4880   1.6903   0.9169   0.3389 
  13.25   -1.75   2.2590   1.4890   1.6935   0.9188   0.3394 
  13.26   -1.75   2.2576   1.4900   1.6967   0.9207   0.3399 
  13.27   -1.75   2.2563   1.4910   1.7000   0.9226   0.3403 
  13.28   -1.75   2.2550   1.4920   1.7032   0.9245   0.3408 
  13.29   -1.75   2.2537   1.4930   1.7064   0.9263   0.3413 
  13.30   -1.75   2.2524   1.4940   1.7096   0.9282   0.3418 
  13.31   -1.75   2.2510   1.4950   1.7129   0.9301   0.3423 
  13.32   -1.75   2.2497   1.4960   1.7161   0.9320   0.3428 
  13.33   -1.75   2.2484   1.4970   1.7193   0.9339   0.3432 
  13.34   -1.75   2.2471   1.4980   1.7225   0.9358   0.3437 
  13.35   -1.75   2.2458   1.4990   1.7258   0.9377   0.3442 
  13.36   -1.75   2.2445   1.5000   1.7290   0.9395   0.3447 
  13.37   -1.75   2.2431   1.5010   1.7322   0.9414   0.3452 
  13.38   -1.75   2.2418   1.5020   1.7354   0.9433   0.3457 
  13.39   -1.75   2.2405   1.5027   1.7387   0.9452   0.3461 
  13.40   -1.75   2.2392   1.5030   1.7419   0.9471   0.3466 
  13.41   -1.75   2.2379   1.5041   1.7451   0.9490   0.3471 
  13.42   -1.75   2.2365   1.5050   1.7483   0.9509   0.3476 
  13.43   -1.75   2.2352   1.5060   1.7516   0.9527   0.3481 
  13.44   -1.75   2.2339   1.5070   1.7548   0.9546   0.3486 
  13.45   -1.75   2.2326   1.5070   1.7580   0.9565   0.3490 
  13.46   -1.75   2.2313   1.5080   1.7613   0.9584   0.3495 
  13.47   -1.75   2.2299   1.5090   1.7645   0.9603   0.3500 
  13.48   -1.75   2.2286   1.5100   1.7677   0.9622   0.3505 
  13.49   -1.75   2.2273   1.5100   1.7709   0.9640   0.3510 
  13.50   -1.75   2.2260   1.5110   1.7742   0.9659   0.3515 
  13.51   -1.75   2.2247   1.5120   1.7774   0.9678   0.3519 
  13.52   -1.75   2.2233   1.5126   1.7806   0.9697   0.3524 
  13.53   -1.75   2.2220   1.5130   1.7838   0.9716   0.3529 
  13.54   -1.75   2.2207   1.5140   1.7871   0.9735   0.3534 
  13.55   -1.75   2.2194   1.5150   1.7903   0.9754   0.3539 
  13.56   -1.75   2.2181   1.5150   1.7935   0.9772   0.3544 
  13.57   -1.75   2.2167   1.5160   1.7967   0.9791   0.3548 
  13.58   -1.75   2.2154   1.5170   1.8000   0.9810   0.3553 
  13.59   -1.75   2.2141   1.5172   1.8032   0.9829   0.3558 
  13.60   -1.75   2.2128   1.5180   1.8064   0.9848   0.3563 
  13.61   -1.75   2.2115   1.5190   1.8096   0.9867   0.3568 
  13.62   -1.75   2.2101   1.5200   1.8129   0.9886   0.3573 
  13.63   -1.75   2.2088   1.5201   1.8161   0.9904   0.3577 
  13.64   -1.75   2.2075   1.5210   1.8193   0.9923   0.3582 
  13.65   -1.75   2.2062   1.5220   1.8225   0.9942   0.3587 
  13.66   -1.75   2.2049   1.5230   1.8258   0.9961   0.3592 
  13.67   -1.75   2.2035   1.5240   1.8290   0.9980   0.3597 
  13.68   -1.75   2.2022   1.5250   1.8322   0.9999   0.3602 
  13.69   -1.75   2.2009   1.5260   1.8354   1.0017   0.3606 
  13.70   -1.75   2.1996   1.5270   1.8387   1.0036   0.3611 
  13.71   -1.75   2.1983   1.5279   1.8419   1.0055   0.3616 
  13.72   -1.75   2.1969   1.5290   1.8451   1.0074   0.3621 
  13.73   -1.75   2.1956   1.5300   1.8483   1.0093   0.3626 
  13.74   -1.75   2.1943   1.5310   1.8516   1.0112   0.3631 
  13.75   -1.75   2.1930   1.5320   1.8548   1.0131   0.3635 
  13.76   -1.75   2.1917   1.5330   1.8580   1.0149   0.3640 
  13.77   -1.75   2.1903   1.5350   1.8612   1.0168   0.3645 
  13.78   -1.75   2.1890   1.5360   1.8645   1.0187   0.3650 
  13.79   -1.75   2.1877   1.5370   1.8677   1.0206   0.3655 
  13.80   -1.75   2.1864   1.5380   1.8709   1.0225   0.3660 
  13.81   -1.75   2.1851   1.5400   1.8742   1.0244   0.3664 
  13.82   -1.75   2.1838   1.5410   1.8774   1.0262   0.3669 
  13.83   -1.75   2.1824   1.5426   1.8806   1.0281   0.3674 
  13.84   -1.75   2.1811   1.5438   1.8838   1.0300   0.3679 
  13.85   -1.75   2.1798   1.5451   1.8871   1.0319   0.3684 
  13.86   -1.75   2.1785   1.5463   1.8903   1.0338   0.3689 
  13.87   -1.75   2.1772   1.5480   1.8935   1.0357   0.3693 
  13.88   -1.75   2.1758   1.5490   1.8967   1.0376   0.3698 
  13.89   -1.75   2.1745   1.5500   1.9000   1.0394   0.3703 
  13.90   -1.75   2.1732   1.5520   1.9032   1.0413   0.3708 
  13.91   -1.75   2.1719   1.5530   1.9064   1.0432   0.3713 
  13.92   -1.75   2.1706   1.5540   1.9096   1.0451   0.3717 
  13.93   -1.75   2.1692   1.5550   1.9129   1.0470   0.3722 
  13.94   -1.75   2.1679   1.5570   1.9161   1.0489   0.3727 
  13.95   -1.75   2.1666   1.5580   1.9193   1.0508   0.3732 
  13.96   -1.75   2.1653   1.5590   1.9225   1.0526   0.3737 
  13.97   -1.75   2.1640   1.5600   1.9258   1.0545   0.3742 
  13.98   -1.75   2.1626   1.5610   1.9290   1.0564   0.3746 
  13.99   -1.75   2.1613   1.5620   1.9322   1.0583   0.3751 
  14.00   -1.75   2.1600   1.5630   1.9354   1.0602   0.3756 
  14.01   -1.75   2.1464   1.5630   1.9363   1.0605   0.3768 
  14.02   -1.75   2.1467   1.5630   1.9372   1.0609   0.3781 
