## SDSS/LSST colors as functions of Mr and FeH ########
## see MSandRGBcolors_v1.3.header
#   Mr      FeH      ug       gr       ri      iz     zy
  14.68   -0.20   2.1645   1.5670   1.9886   1.0843   0.4671 
  14.69   -0.20   2.1639   1.5670   1.9893   1.0846   0.4686 
  14.70   -0.20   2.1632   1.5670   1.9900   1.0850   0.4700 
  14.71   -0.20   2.1625   1.5670   1.9907   1.0854   0.4714 
  14.72   -0.20   2.1617   1.5670   1.9914   1.0857   0.4729 
  14.73   -0.20   2.1609   1.5670   1.9921   1.0861   0.4743 
  14.74   -0.20   2.1601   1.5670   1.9929   1.0864   0.4757 
  14.75   -0.20   2.1593   1.5670   1.9936   1.0868   0.4771 
  14.76   -0.20   2.1584   1.5670   1.9943   1.0871   0.4786 
  14.77   -0.20   2.1574   1.5670   1.9950   1.0875   0.4800 
  14.78   -0.20   2.1565   1.5670   1.9957   1.0879   0.4814 
  14.79   -0.20   2.1555   1.5670   1.9964   1.0882   0.4829 
  14.80   -0.20   2.1545   1.5670   1.9971   1.0886   0.4843 
  14.81   -0.20   2.1534   1.5670   1.9979   1.0889   0.4857 
  14.82   -0.20   2.1523   1.5670   1.9986   1.0893   0.4871 
  14.83   -0.20   2.1512   1.5667   1.9993   1.0896   0.4886 
  14.84   -0.20   2.1500   1.5660   2.0000   1.0900   0.4900 
  14.85   -0.20   2.1488   1.5698   2.0018   1.0911   0.4903 
  14.86   -0.20   2.1476   1.5696   2.0037   1.0923   0.4906 
  14.87   -0.20   2.1463   1.5693   2.0055   1.0934   0.4908 
  14.88   -0.20   2.1450   1.5691   2.0073   1.0945   0.4911 
  14.89   -0.20   2.1437   1.5688   2.0092   1.0956   0.4914 
  14.90   -0.20   2.1423   1.5685   2.0110   1.0968   0.4917 
  14.91   -0.20   2.1409   1.5681   2.0128   1.0979   0.4920 
  14.92   -0.20   2.1395   1.5678   2.0146   1.0990   0.4923 
  14.93   -0.20   2.1381   1.5674   2.0165   1.1001   0.4925 
  14.94   -0.20   2.1366   1.5671   2.0183   1.1013   0.4928 
  14.95   -0.20   2.1351   1.5667   2.0201   1.1024   0.4931 
  14.96   -0.20   2.1336   1.5663   2.0220   1.1035   0.4934 
  14.97   -0.20   2.1321   1.5659   2.0238   1.1046   0.4937 
  14.98   -0.20   2.1306   1.5655   2.0256   1.1058   0.4939 
  14.99   -0.20   2.1290   1.5651   2.0275   1.1069   0.4942 
  15.00   -0.20   2.1274   1.5646   2.0293   1.1080   0.4945 
  15.01   -0.20   2.1258   1.5642   2.0311   1.1092   0.4948 
  15.02   -0.20   2.1242   1.5638   2.0330   1.1103   0.4951 
  15.03   -0.20   2.1225   1.5634   2.0348   1.1114   0.4954 
  15.04   -0.20   2.1209   1.5630   2.0366   1.1125   0.4956 
  15.05   -0.20   2.1192   1.5626   2.0385   1.1137   0.4959 
  15.06   -0.20   2.1175   1.5622   2.0403   1.1148   0.4962 
  15.07   -0.20   2.1158   1.5619   2.0421   1.1159   0.4965 
  15.08   -0.20   2.1141   1.5615   2.0439   1.1170   0.4968 
  15.09   -0.20   2.1124   1.5611   2.0458   1.1182   0.4970 
  15.10   -0.20   2.1107   1.5608   2.0476   1.1193   0.4973 
  15.11   -0.20   2.1089   1.5605   2.0494   1.1204   0.4976 
  15.12   -0.20   2.1072   1.5602   2.0513   1.1215   0.4979 
  15.13   -0.20   2.1054   1.5599   2.0531   1.1227   0.4982 
  15.14   -0.20   2.1037   1.5596   2.0549   1.1238   0.4985 
  15.15   -0.20   2.1019   1.5594   2.0568   1.1249   0.4987 
  15.16   -0.20   2.1002   1.5592   2.0586   1.1261   0.4990 
  15.17   -0.20   2.0984   1.5590   2.0604   1.1272   0.4993 
  15.18   -0.20   2.0967   1.5589   2.0623   1.1283   0.4996 
  15.19   -0.20   2.0949   1.5588   2.0641   1.1294   0.4999 
  15.20   -0.20   2.0931   1.5587   2.0659   1.1306   0.5001 
  15.21   -0.20   2.0914   1.5586   2.0677   1.1317   0.5004 
  15.22   -0.20   2.0896   1.5586   2.0696   1.1328   0.5007 
  15.23   -0.20   2.0879   1.5586   2.0714   1.1339   0.5010 
  15.24   -0.20   2.0861   1.5587   2.0732   1.1351   0.5013 
  15.25   -0.20   2.0844   1.5588   2.0751   1.1362   0.5015 
  15.26   -0.20   2.0827   1.5589   2.0769   1.1373   0.5018 
  15.27   -0.20   2.0809   1.5591   2.0787   1.1385   0.5021 
  15.28   -0.20   2.0792   1.5594   2.0806   1.1396   0.5024 
  15.29   -0.20   2.0775   1.5597   2.0824   1.1407   0.5027 
  15.30   -0.20   2.0758   1.5600   2.0842   1.1418   0.5030 
  15.31   -0.20   2.0741   1.5604   2.0861   1.1430   0.5032 
  15.32   -0.20   2.0725   1.5608   2.0879   1.1441   0.5035 
  15.33   -0.20   2.0708   1.5613   2.0897   1.1452   0.5038 
  15.34   -0.20   2.0692   1.5619   2.0915   1.1463   0.5041 
  15.35   -0.20   2.0676   1.5625   2.0934   1.1475   0.5044 
  15.36   -0.20   2.0660   1.5632   2.0952   1.1486   0.5046 
  15.37   -0.20   2.0644   1.5639   2.0970   1.1497   0.5049 
  15.38   -0.20   2.0628   1.5647   2.0989   1.1508   0.5052 
  15.39   -0.20   2.0612   1.5656   2.1007   1.1520   0.5055 
  15.40   -0.20   2.0597   1.5666   2.1025   1.1531   0.5058 
  15.41   -0.20   2.0582   1.5676   2.1044   1.1542   0.5061 
  15.42   -0.20   2.0567   1.5686   2.1062   1.1554   0.5063 
  15.43   -0.20   2.0553   1.5698   2.1080   1.1565   0.5066 
  15.44   -0.20   2.0538   1.5710   2.1099   1.1576   0.5069 
  15.45   -0.20   2.0524   1.5723   2.1117   1.1587   0.5072 
  15.46   -0.20   2.0510   1.5737   2.1135   1.1599   0.5075 
  15.47   -0.20   2.0497   1.5752   2.1154   1.1610   0.5077 
  15.48   -0.20   2.0484   1.5767   2.1172   1.1621   0.5080 
  15.49   -0.20   2.0471   1.5784   2.1190   1.1632   0.5083 
  15.50   -0.20   2.0458   1.5801   2.1208   1.1644   0.5086 
  15.51   -0.20   2.0446   1.5819   2.1227   1.1655   0.5089 
  15.52   -0.20   2.0434   1.5838   2.1245   1.1666   0.5092 
  15.53   -0.20   2.0422   1.5858   2.1263   1.1677   0.5094 
  15.54   -0.20   2.0411   1.5878   2.1282   1.1689   0.5097 
  15.55   -0.20   2.0400   1.5900   2.1300   1.1700   0.5100 
  15.56   -0.20   2.0389   1.5923   2.1325   1.1716   0.5104 
  15.57   -0.20   2.0379   1.5946   2.1349   1.1733   0.5107 
  15.58   -0.20   2.0369   1.5971   2.1374   1.1749   0.5111 
  15.59   -0.20   2.0360   1.5996   2.1399   1.1766   0.5114 
  15.60   -0.20   2.0351   1.6023   2.1424   1.1782   0.5118 
  15.61   -0.20   2.0342   1.6050   2.1448   1.1799   0.5121 
  15.62   -0.20   2.0334   1.6078   2.1473   1.1815   0.5125 
  15.63   -0.20   2.0326   1.6107   2.1498   1.1832   0.5128 
  15.64   -0.20   2.0318   1.6136   2.1522   1.1848   0.5132 
  15.65   -0.20   2.0310   1.6167   2.1547   1.1865   0.5135 
  15.66   -0.20   2.0303   1.6198   2.1572   1.1881   0.5139 
  15.67   -0.20   2.0297   1.6230   2.1596   1.1898   0.5142 
  15.68   -0.20   2.0290   1.6263   2.1621   1.1914   0.5146 
  15.69   -0.20   2.0284   1.6297   2.1646   1.1931   0.5149 
  15.70   -0.20   2.0278   1.6331   2.1671   1.1947   0.5153 
  15.71   -0.20   2.0273   1.6366   2.1695   1.1964   0.5156 
  15.72   -0.20   2.0267   1.6402   2.1720   1.1980   0.5160 
  15.73   -0.20   2.0263   1.6438   2.1745   1.1996   0.5164 
  15.74   -0.20   2.0258   1.6475   2.1769   1.2013   0.5167 
  15.75   -0.20   2.0254   1.6513   2.1794   1.2029   0.5171 
  15.76   -0.20   2.0249   1.6551   2.1819   1.2046   0.5174 
  15.77   -0.20   2.0246   1.6590   2.1844   1.2062   0.5178 
  15.78   -0.20   2.0242   1.6630   2.1868   1.2079   0.5181 
  15.79   -0.20   2.0239   1.6670   2.1893   1.2095   0.5185 
  15.80   -0.20   2.0236   1.6710   2.1918   1.2112   0.5188 
  15.81   -0.20   2.0233   1.6752   2.1942   1.2128   0.5192 
  15.82   -0.20   2.0231   1.6793   2.1967   1.2145   0.5195 
  15.83   -0.20   2.0229   1.6836   2.1992   1.2161   0.5199 
  15.84   -0.20   2.0227   1.6878   2.2016   1.2178   0.5202 
  15.85   -0.20   2.0225   1.6921   2.2041   1.2194   0.5206 
  15.86   -0.20   2.0223   1.6965   2.2066   1.2211   0.5209 
  15.87   -0.20   2.0222   1.7009   2.2091   1.2227   0.5213 
  15.88   -0.20   2.0221   1.7053   2.2115   1.2244   0.5216 
  15.89   -0.20   2.0220   1.7098   2.2140   1.2260   0.5220 
  15.90   -0.20   2.0220   1.7144   2.2165   1.2276   0.5224 
  15.91   -0.20   2.0220   1.7189   2.2189   1.2293   0.5227 
  15.92   -0.20   2.0219   1.7235   2.2214   1.2309   0.5231 
  15.93   -0.20   2.0219   1.7282   2.2239   1.2326   0.5234 
  15.94   -0.20   2.0220   1.7328   2.2264   1.2342   0.5238 
  15.95   -0.20   2.0220   1.7375   2.2288   1.2359   0.5241 
  15.96   -0.20   2.0221   1.7422   2.2313   1.2375   0.5245 
  15.97   -0.20   2.0222   1.7470   2.2338   1.2392   0.5248 
  15.98   -0.20   2.0223   1.7518   2.2362   1.2408   0.5252 
  15.99   -0.20   2.0224   1.7565   2.2387   1.2425   0.5255 
  16.00   -0.20   2.0225   1.7614   2.2412   1.2441   0.5259 
  16.01   -0.20   2.0227   1.7662   2.2436   1.2458   0.5262 
  16.02   -0.20   2.0229   1.7711   2.2461   1.2474   0.5266 
  16.03   -0.20   2.0231   1.7759   2.2486   1.2491   0.5269 
  16.04   -0.20   2.0233   1.7808   2.2511   1.2507   0.5273 
  16.05   -0.20   2.0235   1.7857   2.2535   1.2524   0.5276 
  16.06   -0.20   2.0237   1.7906   2.2560   1.2540   0.5280 
  16.07   -0.20   2.0240   1.7956   2.2585   1.2556   0.5284 
  16.08   -0.20   2.0243   1.8005   2.2609   1.2573   0.5287 
  16.09   -0.20   2.0245   1.8054   2.2634   1.2589   0.5291 
  16.10   -0.20   2.0248   1.8104   2.2659   1.2606   0.5294 
  16.11   -0.20   2.0251   1.8153   2.2684   1.2622   0.5298 
  16.12   -0.20   2.0255   1.8203   2.2708   1.2639   0.5301 
  16.13   -0.20   2.0258   1.8252   2.2733   1.2655   0.5305 
  16.14   -0.20   2.0261   1.8302   2.2758   1.2672   0.5308 
  16.15   -0.20   2.0265   1.8351   2.2782   1.2688   0.5312 
  16.16   -0.20   2.0269   1.8401   2.2807   1.2705   0.5315 
  16.17   -0.20   2.0272   1.8450   2.2832   1.2721   0.5319 
  16.18   -0.20   2.0276   1.8499   2.2856   1.2738   0.5322 
  16.19   -0.20   2.0280   1.8548   2.2881   1.2754   0.5326 
  16.20   -0.20   2.0284   1.8597   2.2906   1.2771   0.5329 
  16.21   -0.20   2.0288   1.8646   2.2931   1.2787   0.5333 
  16.22   -0.20   2.0292   1.8695   2.2955   1.2804   0.5336 
  16.23   -0.20   2.0297   1.8743   2.2980   1.2820   0.5340 
  16.24   -0.20   2.0301   1.8792   2.3005   1.2836   0.5344 
  16.25   -0.20   2.0306   1.8840   2.3029   1.2853   0.5347 
  16.26   -0.20   2.0310   1.8888   2.3054   1.2869   0.5351 
  16.27   -0.20   2.0315   1.8935   2.3079   1.2886   0.5354 
  16.28   -0.20   2.0319   1.8983   2.3104   1.2902   0.5358 
  16.29   -0.20   2.0324   1.9030   2.3128   1.2919   0.5361 
  16.30   -0.20   2.0328   1.9077   2.3153   1.2935   0.5365 
  16.31   -0.20   2.0333   1.9123   2.3178   1.2952   0.5368 
  16.32   -0.20   2.0338   1.9170   2.3202   1.2968   0.5372 
  16.33   -0.20   2.0343   1.9216   2.3227   1.2985   0.5375 
  16.34   -0.20   2.0348   1.9261   2.3252   1.3001   0.5379 
  16.35   -0.20   2.0352   1.9306   2.3276   1.3018   0.5382 
  16.36   -0.20   2.0357   1.9351   2.3301   1.3034   0.5386 
  16.37   -0.20   2.0362   1.9396   2.3326   1.3051   0.5389 
  16.38   -0.20   2.0367   1.9439   2.3351   1.3067   0.5393 
  16.39   -0.20   2.0372   1.9483   2.3375   1.3084   0.5396 
  16.40   -0.20   2.0377   1.9526   2.3400   1.3100   0.5400 
  16.41   -0.20   2.0382   1.9569   2.3403   1.3131   0.5441 
  16.42   -0.20   2.0387   1.9611   2.3405   1.3161   0.5483 
  16.43   -0.20   2.0392   1.9652   2.3408   1.3192   0.5524 
  16.44   -0.20   2.0396   1.9693   2.3411   1.3223   0.5565 
  16.45   -0.20   2.0401   1.9734   2.3413   1.3253   0.5607 
  16.46   -0.20   2.0406   1.9774   2.3416   1.3284   0.5648 
  16.47   -0.20   2.0411   1.9813   2.3419   1.3315   0.5689 
  16.48   -0.20   2.0416   1.9852   2.3421   1.3345   0.5731 
  16.49   -0.20   2.0420   1.9890   2.3424   1.3376   0.5772 
  16.50   -0.20   2.0425   1.9928   2.3427   1.3407   0.5813 
  16.51   -0.20   2.0430   1.9965   2.3429   1.3437   0.5855 
  16.52   -0.20   2.0434   2.0001   2.3432   1.3468   0.5896 
  16.53   -0.20   2.0439   2.0037   2.3435   1.3499   0.5937 
  16.54   -0.20   2.0443   2.0071   2.3437   1.3529   0.5979 
  16.55   -0.20   2.0448   2.0106   2.3440   1.3560   0.6020 
  16.56   -0.20   2.0452   2.0139   2.3443   1.3591   0.6061 
  16.57   -0.20   2.0456   2.0172   2.3445   1.3621   0.6103 
  16.58   -0.20   2.0460   2.0204   2.3448   1.3652   0.6144 
  16.59   -0.20   2.0464   2.0235   2.3451   1.3683   0.6185 
  16.60   -0.20   2.0469   2.0265   2.3453   1.3713   0.6227 
  16.61   -0.20   2.0472   2.0295   2.3456   1.3744   0.6268 
  16.62   -0.20   2.0476   2.0324   2.3459   1.3775   0.6309 
  16.63   -0.20   2.0480   2.0351   2.3461   1.3805   0.6351 
  16.64   -0.20   2.0484   2.0378   2.3464   1.3836   0.6392 
  16.65   -0.20   2.0487   2.0405   2.3467   1.3867   0.6433 
  16.66   -0.20   2.0491   2.0430   2.3469   1.3897   0.6475 
  16.67   -0.20   2.0494   2.0454   2.3472   1.3928   0.6516 
  16.68   -0.20   2.0497   2.0478   2.3475   1.3959   0.6557 
  16.69   -0.20   2.0500   2.0500   2.3477   1.3989   0.6599 
  16.70   -0.20   2.0503   2.0522   2.3480   1.4020   0.6640 
  16.71   -0.20   2.0506   2.0542   2.3483   1.4051   0.6681 
  16.72   -0.20   2.0508   2.0562   2.3485   1.4081   0.6723 
  16.73   -0.20   2.0511   2.0580   2.3488   1.4112   0.6764 
  16.74   -0.20   2.0513   2.0598   2.3491   1.4143   0.6805 
  16.75   -0.20   2.0516   2.0615   2.3493   1.4173   0.6847 
  16.76   -0.20   2.0518   2.0631   2.3496   1.4204   0.6888 
  16.77   -0.20   2.0520   2.0646   2.3499   1.4235   0.6929 
  16.78   -0.20   2.0522   2.0661   2.3501   1.4265   0.6971 
  16.79   -0.20   2.0524   2.0674   2.3504   1.4296   0.7012 
  16.80   -0.20   2.0525   2.0687   2.3507   1.4327   0.7053 
  16.81   -0.20   2.0527   2.0699   2.3509   1.4357   0.7095 
  16.82   -0.20   2.0528   2.0710   2.3512   1.4388   0.7136 
  16.83   -0.20   2.0530   2.0720   2.3515   1.4419   0.7177 
  16.84   -0.20   2.0531   2.0730   2.3517   1.4449   0.7219 
  16.85   -0.20   2.0532   2.0739   2.3520   1.4480   0.7260 
  16.86   -0.20   2.0533   2.0747   2.3523   1.4511   0.7301 
  16.87   -0.20   2.0534   2.0755   2.3525   1.4541   0.7343 
  16.88   -0.20   2.0535   2.0761   2.3528   1.4572   0.7384 
  16.89   -0.20   2.0536   2.0768   2.3531   1.4603   0.7425 
  16.90   -0.20   2.0537   2.0773   2.3533   1.4633   0.7467 
  16.91   -0.20   2.0538   2.0778   2.3536   1.4664   0.7508 
  16.92   -0.20   2.0538   2.0782   2.3539   1.4695   0.7549 
  16.93   -0.20   2.0539   2.0786   2.3541   1.4725   0.7591 
  16.94   -0.20   2.0539   2.0789   2.3544   1.4756   0.7632 
  16.95   -0.20   2.0539   2.0791   2.3547   1.4787   0.7673 
  16.96   -0.20   2.0540   2.0793   2.3549   1.4817   0.7715 
  16.97   -0.20   2.0540   2.0795   2.3552   1.4848   0.7756 
  16.98   -0.20   2.0540   2.0795   2.3555   1.4879   0.7797 
  16.99   -0.20   2.0540   2.0796   2.3557   1.4909   0.7839 
  17.00   -0.20   2.0540   2.0795   2.3560   1.4940   0.7880 
  17.01   -0.20   2.0540   2.0805   2.3563   1.4971   0.7921 
  17.02   -0.20   2.0540   2.0815   2.3565   1.5001   0.7963 
  17.03   -0.20   2.0539   2.0825   2.3568   1.5032   0.8004 
  17.04   -0.20   2.0539   2.0835   2.3571   1.5063   0.8045 
  17.05   -0.20   2.0539   2.0845   2.3573   1.5093   0.8087 
  17.06   -0.20   2.0539   2.0855   2.3576   1.5124   0.8128 
  17.07   -0.20   2.0538   2.0865   2.3579   1.5155   0.8169 
  17.08   -0.20   2.0538   2.0875   2.3581   1.5185   0.8211 
  17.09   -0.20   2.0537   2.0885   2.3584   1.5216   0.8252 
  17.10   -0.20   2.0536   2.0895   2.3587   1.5247   0.8293 
  17.11   -0.20   2.0536   2.0905   2.3589   1.5277   0.8335 
  17.12   -0.20   2.0535   2.0915   2.3592   1.5308   0.8376 
  17.13   -0.20   2.0534   2.0925   2.3595   1.5339   0.8417 
  17.14   -0.20   2.0534   2.0935   2.3597   1.5369   0.8459 
  17.15   -0.20   2.0533   2.0945   2.3600   1.5400   0.8500 
  17.16   -0.20   2.0532   2.0955   2.3604   1.5430   0.8539 
  17.17   -0.20   2.0531   2.0965   2.3608   1.5461   0.8579 
  17.18   -0.20   2.0530   2.0975   2.3612   1.5491   0.8618 
  17.19   -0.20   2.0529   2.0985   2.3616   1.5521   0.8658 
  17.20   -0.20   2.0529   2.0995   2.3620   1.5551   0.8697 
  17.21   -0.20   2.0528   2.1005   2.3624   1.5582   0.8737 
  17.22   -0.20   2.0527   2.1015   2.3628   1.5612   0.8776 
  17.23   -0.20   2.0526   2.1025   2.3632   1.5642   0.8816 
  17.24   -0.20   2.0525   2.1035   2.3636   1.5672   0.8855 
  17.25   -0.20   2.0524   2.1045   2.3639   1.5703   0.8895 
  17.26   -0.20   2.0523   2.1055   2.3643   1.5733   0.8934 
  17.27   -0.20   2.0522   2.1065   2.3647   1.5763   0.8974 
  17.28   -0.20   2.0520   2.1075   2.3651   1.5793   0.9013 
  17.29   -0.20   2.0519   2.1085   2.3655   1.5824   0.9053 
  17.30   -0.20   2.0518   2.1095   2.3659   1.5854   0.9092 
  17.31   -0.20   2.0517   2.1105   2.3663   1.5884   0.9132 
  17.32   -0.20   2.0516   2.1115   2.3667   1.5914   0.9171 
  17.33   -0.20   2.0515   2.1125   2.3671   1.5945   0.9211 
  17.34   -0.20   2.0514   2.1135   2.3675   1.5975   0.9250 
  17.35   -0.20   2.0513   2.1145   2.3679   1.6005   0.9289 
  17.36   -0.20   2.0512   2.1155   2.3683   1.6036   0.9329 
  17.37   -0.20   2.0511   2.1165   2.3687   1.6066   0.9368 
  17.38   -0.20   2.0510   2.1175   2.3691   1.6096   0.9408 
  17.39   -0.20   2.0509   2.1185   2.3695   1.6126   0.9447 
  17.40   -0.20   2.0508   2.1195   2.3699   1.6157   0.9487 
  17.41   -0.20   2.0507   2.1205   2.3703   1.6187   0.9526 
  17.42   -0.20   2.0506   2.1215   2.3707   1.6217   0.9566 
  17.43   -0.20   2.0505   2.1225   2.3711   1.6247   0.9605 
  17.44   -0.20   2.0504   2.1235   2.3714   1.6278   0.9645 
  17.45   -0.20   2.0503   2.1245   2.3718   1.6308   0.9684 
  17.46   -0.20   2.0502   2.1255   2.3722   1.6338   0.9724 
  17.47   -0.20   2.0502   2.1265   2.3726   1.6368   0.9763 
  17.48   -0.20   2.0501   2.1275   2.3730   1.6399   0.9803 
  17.49   -0.20   2.0500   2.1285   2.3734   1.6429   0.9842 
  17.50   -0.20   2.0499   2.1295   2.3738   1.6459   0.9882 
  17.51   -0.20   2.0499   2.1305   2.3742   1.6489   0.9921 
  17.52   -0.20   2.0498   2.1315   2.3746   1.6520   0.9961 
  17.53   -0.20   2.0497   2.1325   2.3750   1.6550   1.0000 
  17.54   -0.20   2.0497   2.1335   2.3754   1.6580   1.0039 
  17.55   -0.20   2.0496   2.1345   2.3758   1.6611   1.0079 
  17.56   -0.20   2.0496   2.1355   2.3762   1.6641   1.0118 
  17.57   -0.20   2.0495   2.1365   2.3766   1.6671   1.0158 
  17.58   -0.20   2.0495   2.1375   2.3770   1.6701   1.0197 
  17.59   -0.20   2.0494   2.1385   2.3774   1.6732   1.0237 
  17.60   -0.20   2.0494   2.1395   2.3778   1.6762   1.0276 
  17.61   -0.20   2.0494   2.1405   2.3782   1.6792   1.0316 
  17.62   -0.20   2.0493   2.1415   2.3786   1.6822   1.0355 
  17.63   -0.20   2.0493   2.1425   2.3789   1.6853   1.0395 
  17.64   -0.20   2.0493   2.1435   2.3793   1.6883   1.0434 
  17.65   -0.20   2.0493   2.1445   2.3797   1.6913   1.0474 
  17.66   -0.20   2.0492   2.1455   2.3801   1.6943   1.0513 
  17.67   -0.20   2.0492   2.1465   2.3805   1.6974   1.0553 
  17.68   -0.20   2.0492   2.1475   2.3809   1.7004   1.0592 
  17.69   -0.20   2.0492   2.1485   2.3813   1.7034   1.0632 
  17.70   -0.20   2.0492   2.1495   2.3817   1.7064   1.0671 
  17.71   -0.20   2.0492   2.1505   2.3821   1.7095   1.0711 
  17.72   -0.20   2.0492   2.1515   2.3825   1.7125   1.0750 
  17.73   -0.20   2.0492   2.1525   2.3829   1.7155   1.0789 
  17.74   -0.20   2.0492   2.1535   2.3833   1.7186   1.0829 
  17.75   -0.20   2.0492   2.1545   2.3837   1.7216   1.0868 
  17.76   -0.20   2.0492   2.1555   2.3841   1.7246   1.0908 
  17.77   -0.20   2.0492   2.1565   2.3845   1.7276   1.0947 
  17.78   -0.20   2.0492   2.1575   2.3849   1.7307   1.0987 
  17.79   -0.20   2.0492   2.1585   2.3853   1.7337   1.1026 
  17.80   -0.20   2.0492   2.1595   2.3857   1.7367   1.1066 
  17.81   -0.20   2.0492   2.1605   2.3861   1.7397   1.1105 
  17.82   -0.20   2.0492   2.1615   2.3864   1.7428   1.1145 
  17.83   -0.20   2.0492   2.1625   2.3868   1.7458   1.1184 
  17.84   -0.20   2.0492   2.1635   2.3872   1.7488   1.1224 
  17.85   -0.20   2.0492   2.1645   2.3876   1.7518   1.1263 
  17.86   -0.20   2.0493   2.1655   2.3880   1.7549   1.1303 
  17.87   -0.20   2.0493   2.1665   2.3884   1.7579   1.1342 
  17.88   -0.20   2.0493   2.1675   2.3888   1.7609   1.1382 
  17.89   -0.20   2.0493   2.1685   2.3892   1.7639   1.1421 
  17.90   -0.20   2.0493   2.1695   2.3896   1.7670   1.1461 
  17.91   -0.20   2.0494   2.1705   2.3900   1.7700   1.1500 
  17.92   -0.20   2.0494   2.1715   2.3890   1.7712   1.1478 
  17.93   -0.20   2.0494   2.1725   2.3880   1.7724   1.1457 
  17.94   -0.20   2.0494   2.1735   2.3871   1.7735   1.1435 
  17.95   -0.20   2.0495   2.1745   2.3861   1.7747   1.1414 
  17.96   -0.20   2.0495   2.1755   2.3851   1.7759   1.1392 
  17.97   -0.20   2.0495   2.1765   2.3841   1.7771   1.1371 
  17.98   -0.20   2.0495   2.1775   2.3831   1.7782   1.1349 
  17.99   -0.20   2.0496   2.1785   2.3822   1.7794   1.1327 
  18.00   -0.20   2.0496   2.1795   2.3812   1.7806   1.1306 
  18.01   -0.20   2.0496   2.1805   2.3802   1.7818   1.1284 
  18.02   -0.20   2.0496   2.1815   2.3792   1.7829   1.1263 
  18.03   -0.20   2.0497   2.1825   2.3782   1.7841   1.1241 
  18.04   -0.20   2.0497   2.1835   2.3773   1.7853   1.1220 
  18.05   -0.20   2.0497   2.1845   2.3763   1.7865   1.1198 
  18.06   -0.20   2.0497   2.1855   2.3753   1.7876   1.1176 
  18.07   -0.20   2.0498   2.1865   2.3743   1.7888   1.1155 
  18.08   -0.20   2.0498   2.1875   2.3733   1.7900   1.1133 
  18.09   -0.20   2.0498   2.1885   2.3724   1.7912   1.1112 
  18.10   -0.20   2.0498   2.1895   2.3714   1.7924   1.1090 
  18.11   -0.20   2.0499   2.1905   2.3704   1.7935   1.1069 
  18.12   -0.20   2.0499   2.1915   2.3694   1.7947   1.1047 
  18.13   -0.20   2.0499   2.1925   2.3684   1.7959   1.1025 
  18.14   -0.20   2.0499   2.1935   2.3675   1.7971   1.1004 
  18.15   -0.20   2.0499   2.1945   2.3665   1.7982   1.0982 
  18.16   -0.20   2.0500   2.1955   2.3655   1.7994   1.0961 
  18.17   -0.20   2.0500   2.1965   2.3645   1.8006   1.0939 
  18.18   -0.20   2.0500   2.1975   2.3635   1.8018   1.0918 
  18.19   -0.20   2.0500   2.1985   2.3625   1.8029   1.0896 
  18.20   -0.20   2.0500   2.1995   2.3616   1.8041   1.0875 
  18.21   -0.20   2.0500   2.2005   2.3606   1.8053   1.0853 
  18.22   -0.20   2.0501   2.2015   2.3596   1.8065   1.0831 
  18.23   -0.20   2.0501   2.2025   2.3586   1.8076   1.0810 
  18.24   -0.20   2.0501   2.2035   2.3576   1.8088   1.0788 
  18.25   -0.20   2.0501   2.2045   2.3567   1.8100   1.0767 
  18.26   -0.20   2.0501   2.2055   2.3557   1.8112   1.0745 
  18.27   -0.20   2.0501   2.2065   2.3547   1.8124   1.0724 
  18.28   -0.20   2.0501   2.2075   2.3537   1.8135   1.0702 
  18.29   -0.20   2.0501   2.2085   2.3527   1.8147   1.0680 
  18.30   -0.20   2.0501   2.2095   2.3518   1.8159   1.0659 
  18.31   -0.20   2.0501   2.2105   2.3508   1.8171   1.0637 
  18.32   -0.20   2.0501   2.2115   2.3498   1.8182   1.0616 
  18.33   -0.20   2.0501   2.2125   2.3488   1.8194   1.0594 
  18.34   -0.20   2.0501   2.2135   2.3478   1.8206   1.0573 
  18.35   -0.20   2.0501   2.2145   2.3469   1.8218   1.0551 
  18.36   -0.20   2.0501   2.2155   2.3459   1.8229   1.0529 
  18.37   -0.20   2.0501   2.2165   2.3449   1.8241   1.0508 
  18.38   -0.20   2.0501   2.2175   2.3439   1.8253   1.0486 
  18.39   -0.20   2.0501   2.2185   2.3429   1.8265   1.0465 
  18.40   -0.20   2.0501   2.2195   2.3420   1.8276   1.0443 
  18.41   -0.20   2.0501   2.2205   2.3410   1.8288   1.0422 
  18.42   -0.20   2.0501   2.2215   2.3400   1.8300   1.0400 
  18.43   -0.20   2.0501   2.2225   2.3380   1.8311   1.0409 
  18.44   -0.20   2.0501   2.2235   2.3361   1.8322   1.0417 
  18.45   -0.20   2.0501   2.2245   2.3341   1.8333   1.0426 
  18.46   -0.20   2.0501   2.2255   2.3322   1.8343   1.0435 
  18.47   -0.20   2.0501   2.2265   2.3302   1.8354   1.0443 
  18.48   -0.20   2.0501   2.2275   2.3283   1.8365   1.0452 
  18.49   -0.20   2.0501   2.2285   2.3263   1.8376   1.0461 
  18.50   -0.20   2.0501   2.2295   2.3243   1.8387   1.0470 
  18.51   -0.20   2.0501   2.2305   2.3224   1.8398   1.0478 
  18.52   -0.20   2.0501   2.2315   2.3204   1.8409   1.0487 
  18.53   -0.20   2.0501   2.2325   2.3185   1.8420   1.0496 
