Mr,ug,gr,ri,iz,gi
9.639999999999976,-0.38777777777778333,-0.5550000000000014,-0.37750000000000067,-0.36,-0.937500000000002
9.659999999999975,-0.38333333333333897,-0.5538888888888903,-0.37694444444444514,-0.36,-0.9358333333333353
9.679999999999975,-0.3788888888888946,-0.5527777777777793,-0.3763888888888896,-0.36,-0.9341666666666687
9.699999999999974,-0.37444444444445024,-0.5516666666666682,-0.3758333333333341,-0.3594444444444452,-0.9325000000000021
9.719999999999974,-0.3700000000000059,-0.550555555555557,-0.3752777777777785,-0.35888888888888965,-0.9308333333333354
9.739999999999974,-0.3655555555555615,-0.549444444444446,-0.37472222222222296,-0.3583333333333341,-0.9291666666666688
9.759999999999973,-0.36111111111111716,-0.5483333333333349,-0.3741666666666674,-0.3577777777777785,-0.9275000000000022
9.779999999999973,-0.3566666666666728,-0.5472222222222238,-0.3736111111111119,-0.357222222222223,-0.9258333333333355
9.799999999999972,-0.3522222222222285,-0.5461111111111127,-0.3730555555555563,-0.35666666666666746,-0.9241666666666689
9.819999999999972,-0.3467500000000093,-0.5450000000000016,-0.3725000000000008,-0.35611111111111193,-0.9225000000000022
9.839999999999971,-0.34025000000000943,-0.5438888888888905,-0.37194444444444524,-0.35555555555555635,-0.9208333333333356
9.859999999999971,-0.3337500000000096,-0.5427777777777795,-0.3713888888888897,-0.3550000000000008,-0.9185000000000042
9.87999999999997,-0.3272500000000097,-0.5416666666666683,-0.3708333333333341,-0.3544444444444453,-0.9155000000000043
9.89999999999997,-0.32075000000000986,-0.5405555555555572,-0.3702777777777786,-0.35388888888888975,-0.9125000000000044
9.91999999999997,-0.31425000000001,-0.539000000000003,-0.3695000000000015,-0.35333333333333417,-0.9095000000000044
9.93999999999997,-0.3077500000000102,-0.5370000000000031,-0.36850000000000155,-0.35277777777777863,-0.9065000000000045
9.959999999999969,-0.3012500000000103,-0.5350000000000031,-0.36750000000000155,-0.3522222222222231,-0.9035000000000045
9.979999999999968,-0.29475000000001045,-0.5330000000000032,-0.3665000000000016,-0.35166666666666757,-0.9005000000000046
9.999999999999968,-0.2882500000000106,-0.5310000000000032,-0.3655000000000016,-0.351111111111112,-0.8975000000000047
10.019999999999968,-0.2817500000000107,-0.5290000000000032,-0.36450000000000166,-0.35055555555555645,-0.8945000000000047
10.039999999999967,-0.2752500000000109,-0.5270000000000034,-0.36350000000000166,-0.3500000000000009,-0.8915000000000048
10.059999999999967,-0.26875000000001104,-0.5250000000000034,-0.3625000000000017,-0.3495000000000008,-0.888500000000005
10.079999999999966,-0.2622500000000112,-0.5230000000000035,-0.3615000000000017,-0.34900000000000087,-0.885500000000005
10.099999999999966,-0.2557500000000113,-0.5210000000000035,-0.3605000000000017,-0.34850000000000086,-0.8825000000000051
10.119999999999965,-0.24925000000001146,-0.5190000000000035,-0.35950000000000176,-0.34800000000000086,-0.8795000000000052
10.139999999999965,-0.24275000000001162,-0.5170000000000036,-0.35850000000000176,-0.34750000000000086,-0.8765000000000052
10.159999999999965,-0.23625000000001176,-0.5150000000000036,-0.3575000000000018,-0.3470000000000009,-0.8735000000000053
10.179999999999964,-0.2297500000000119,-0.5130000000000037,-0.3565000000000018,-0.3465000000000009,-0.8705000000000054
10.199999999999964,-0.22325000000001205,-0.5110000000000037,-0.35550000000000187,-0.3460000000000009,-0.8675000000000054
10.219999999999963,-0.2158139534883878,-0.5090000000000037,-0.35450000000000187,-0.3455000000000009,-0.8645000000000055
10.239999999999963,-0.20744186046513216,-0.5070000000000038,-0.3535000000000019,-0.345000000000001,-0.8615000000000056
10.259999999999962,-0.19906976744187652,-0.5050000000000038,-0.3525000000000019,-0.34450000000000097,-0.8581395348837279
10.279999999999962,-0.19069767441862087,-0.5030000000000039,-0.3515000000000019,-0.34400000000000097,-0.8544186046511698
10.299999999999962,-0.18232558139536523,-0.5010000000000039,-0.350500000000002,-0.34350000000000097,-0.8506976744186118
10.319999999999961,-0.1739534883721096,-0.4986046511627962,-0.3495348837209321,-0.343000000000001,-0.8469767441860537
10.33999999999996,-0.16558139534885397,-0.49581395348837765,-0.3486046511627926,-0.342500000000001,-0.8432558139534956
10.35999999999996,-0.15720930232559832,-0.49302325581395906,-0.34767441860465303,-0.342000000000001,-0.8395348837209375
10.37999999999996,-0.14883720930234268,-0.49023255813954053,-0.3467441860465135,-0.341500000000001,-0.8358139534883795
10.39999999999996,-0.14046511627908703,-0.487441860465122,-0.345813953488374,-0.3410000000000011,-0.8320930232558215
10.419999999999959,-0.1320930232558314,-0.48465116279070347,-0.3448837209302345,-0.3405000000000011,-0.8283720930232634
10.439999999999959,-0.12372093023257576,-0.4818604651162849,-0.343953488372095,-0.3400000000000011,-0.8246511627907053
10.459999999999958,-0.11534883720932011,-0.47906976744186636,-0.3430232558139555,-0.3386046511627937,-0.8209302325581472
10.479999999999958,-0.10697674418606447,-0.4762790697674478,-0.342093023255816,-0.33720930232558444,-0.8172093023255892
10.499999999999957,-0.09860465116280884,-0.47348837209302924,-0.34116279069767647,-0.33581395348837517,-0.8134883720930312
10.519999999999957,-0.09023255813955319,-0.4706976744186107,-0.3402325581395369,-0.3344186046511659,-0.809767441860473
10.539999999999957,-0.08186046511629755,-0.4679069767441922,-0.3393023255813974,-0.33302325581395664,-0.806046511627915
10.559999999999956,-0.0734883720930419,-0.4651162790697736,-0.3383720930232579,-0.3316279069767474,-0.8023255813953569
10.579999999999956,-0.06511627906978626,-0.46232558139535507,-0.33744186046511837,-0.33023255813953806,-0.7986046511627989
10.599999999999955,-0.05674418604653064,-0.45953488372093654,-0.33651162790697886,-0.3288372093023288,-0.7948837209302407
10.619999999999955,-0.048372093023275,-0.456744186046518,-0.33558139534883935,-0.3274418604651195,-0.7911627906976827
10.639999999999954,-0.04000000000001935,-0.4539534883720994,-0.33465116279069984,-0.32604651162791026,-0.7874418604651247
10.659999999999954,-0.029655172413817175,-0.4511627906976809,-0.33372093023256033,-0.324651162790701,-0.7837209302325666
10.679999999999954,-0.019310344827610466,-0.4483720930232623,-0.3327906976744208,-0.3232558139534917,-0.7800000000000085
10.699999999999953,-0.00896551724140376,-0.4455813953488438,-0.33186046511628126,-0.3218604651162824,-0.7751724137931146
10.719999999999953,0.0013793103448029517,-0.44279069767442525,-0.33093023255814175,-0.32046511627907315,-0.7703448275862181
10.739999999999952,0.011724137931009654,-0.4400000000000067,-0.33000000000000224,-0.3190697674418639,-0.7655172413793216
10.759999999999952,0.022068965517216363,-0.4372413793103515,-0.3279310344827636,-0.3176744186046546,-0.7606896551724253
10.779999999999951,0.03241379310342307,-0.43448275862069635,-0.3258620689655223,-0.31627906976744535,-0.7558620689655288
10.799999999999951,0.04275862068962978,-0.43172413793104125,-0.32379310344828094,-0.31488372093023603,-0.7510344827586323
10.81999999999995,0.05310344827583649,-0.42896551724138615,-0.3217241379310396,-0.31348837209302677,-0.7462068965517359
10.83999999999995,0.0634482758620432,-0.426206896551731,-0.31965517241379826,-0.3120930232558175,-0.7413793103448394
10.85999999999995,0.07379310344824991,-0.4234482758620759,-0.3175862068965569,-0.31069767441860824,-0.7365517241379429
10.87999999999995,0.08413793103445662,-0.4206896551724208,-0.3155172413793156,-0.3093103448275898,-0.7317241379310465
10.899999999999949,0.09448275862066331,-0.41793103448276564,-0.31344827586207424,-0.3079310344827622,-0.72689655172415
10.919999999999948,0.10482758620687004,-0.41517241379311054,-0.3113793103448329,-0.30655172413793463,-0.7220689655172535
10.939999999999948,0.11499999999997411,-0.41241379310345544,-0.30931034482759157,-0.3051724137931071,-0.7172413793103571
10.959999999999948,0.12499999999997381,-0.4096551724138003,-0.3072413793103502,-0.30379310344827953,-0.7124137931034606
10.979999999999947,0.13499999999997353,-0.4068965517241452,-0.3051724137931089,-0.30241379310345196,-0.7083333333333419
10.999999999999947,0.14599999999996782,-0.40413793103449,-0.3031034482758675,-0.3010344827586244,-0.7050000000000087
11.019999999999946,0.1579999999999674,-0.4013793103448349,-0.30103448275862615,-0.29965517241379686,-0.7016666666666754
11.039999999999946,0.16999999999996696,-0.3983333333333423,-0.3,-0.2982758620689693,-0.6980000000000107
11.059999999999945,0.1799999999999725,-0.39500000000000907,-0.3,-0.2968965517241417,-0.6940000000000108
11.079999999999945,0.18999999999997247,-0.3916666666666758,-0.3,-0.2955172413793141,-0.6900000000000109
11.099999999999945,0.19999999999997248,-0.3880000000000111,-0.3,-0.2941379310344866,-0.6833333333333517
11.119999999999944,0.21199999999996652,-0.3840000000000112,-0.3,-0.292758620689659,-0.6766666666666851
11.139999999999944,0.2239999999999661,-0.3800000000000114,-0.3,-0.29137931034483144,-0.6700000000000184
11.159999999999943,0.23499999999997143,-0.37666666666667614,-0.2966666666666761,-0.2900000000000039,-0.6660000000000111
11.179999999999943,0.24499999999997113,-0.3733333333333428,-0.2933333333333428,-0.29,-0.6620000000000114
11.199999999999942,0.25499999999997086,-0.3700000000000095,-0.29000000000000953,-0.29,-0.6550000000000286
11.219999999999942,0.2657142857142521,-0.3660000000000115,-0.29000000000000004,-0.29,-0.6450000000000289
11.239999999999942,0.2771428571428232,-0.36200000000001165,-0.29000000000000004,-0.29,-0.6350000000000292
11.259999999999941,0.28857142857139434,-0.3566666666666863,-0.2883333333333432,-0.29,-0.627142857142874
11.27999999999994,0.29999999999996546,-0.35000000000001985,-0.28500000000000997,-0.2883333333333434,-0.6214285714285884
11.29999999999994,0.3099999999999698,-0.34333333333335336,-0.2816666666666767,-0.2850000000000101,-0.6157142857143029
11.31999999999994,0.3199999999999698,-0.33857142857143724,-0.27857142857143724,-0.2816666666666767,-0.6100000000000172
11.33999999999994,0.3299999999999698,-0.33571428571429446,-0.27571428571429446,-0.28,-0.6033333333333535
11.359999999999939,0.3385714285714025,-0.3328571428571517,-0.2728571428571517,-0.28,-0.5966666666666868
11.379999999999939,0.34714285714283083,-0.3300000000000089,-0.2700000000000089,-0.28,-0.5900000000000201
11.399999999999938,0.35571428571425917,-0.32333333333335407,-0.27,-0.27666666666667716,-0.5842857142857316
11.419999999999938,0.3637499999999766,-0.3166666666666874,-0.27,-0.2733333333333439,-0.5785714285714461
11.439999999999937,0.37124999999997643,-0.3100000000000207,-0.27,-0.2700000000000107,-0.5728571428571605
11.459999999999937,0.3787499999999763,-0.3071428571428661,-0.2671428571428661,-0.27,-0.5662500000000233
11.479999999999936,0.3862499999999761,-0.3042857142857233,-0.26428571428572334,-0.27,-0.5587500000000235
11.499999999999936,0.39142857142856224,-0.30142857142858054,-0.26142857142858056,-0.27,-0.5512500000000237
11.519999999999936,0.3942857142857051,-0.29750000000001603,-0.25875000000000803,-0.27,-0.5437500000000238
11.539999999999935,0.39714285714284786,-0.29250000000001614,-0.2562500000000081,-0.27,-0.5328571428571887
11.559999999999935,0.39999999999999064,-0.2875000000000163,-0.25375000000000814,-0.27,-0.5185714285714748
11.579999999999934,0.4033333333333223,-0.2825000000000164,-0.2512500000000082,-0.268571428571438,-0.5042857142857609
11.599999999999934,0.4066666666666555,-0.275714285714314,-0.24714285714287598,-0.26571428571429523,-0.490000000000047
11.619999999999933,0.4099999999999887,-0.26714285714288566,-0.24142857142859042,-0.26285714285715245,-0.4800000000000332
11.639999999999933,0.41,-0.2585714285714573,-0.23571428571430486,-0.26000000000000967,-0.4700000000000335
11.659999999999933,0.41,-0.2500000000000289,-0.2300000000000193,-0.2575000000000085,-0.46000000000003377
11.679999999999932,0.41,-0.24333333333335602,-0.22666666666667803,-0.25500000000000855,-0.45333333333335596
11.699999999999932,0.41,-0.23666666666668956,-0.2233333333333448,-0.2525000000000086,-0.4466666666666894
11.719999999999931,0.41,-0.2300000000000231,-0.22000000000001155,-0.25000000000000866,-0.4400000000000229
11.739999999999931,0.41,-0.22555555555557105,-0.21777777777778554,-0.25,-0.43333333333335633
11.75999999999993,0.41,-0.2211111111111267,-0.21555555555556336,-0.25,-0.4250000000000347
11.77999999999993,0.41,-0.21666666666668233,-0.21333333333334117,-0.25,-0.4150000000000349
11.79999999999993,0.41,-0.21222222222223797,-0.211111111111119,-0.24833333333334523,-0.405000000000035
11.81999999999993,0.41,-0.20750000000001778,-0.2075000000000178,-0.24500000000001199,-0.3950000000000352
11.839999999999929,0.40928571428571936,-0.20250000000001786,-0.2025000000000179,-0.24166666666667874,-0.3850000000000353
11.859999999999928,0.40785714285714797,-0.19750000000001794,-0.19750000000001797,-0.238888888888897,-0.3750000000000355
11.879999999999928,0.4064285714285766,-0.19250000000001802,-0.19250000000001805,-0.23666666666667482,-0.3664285714285969
11.899999999999928,0.4050000000000052,-0.1875000000000181,-0.18750000000001812,-0.23444444444445264,-0.35928571428573997
11.919999999999927,0.4035714285714338,-0.18250000000001818,-0.1825000000000182,-0.23222222222223046,-0.352142857142883
11.939999999999927,0.4021428571428624,-0.1778571428571585,-0.17857142857143904,-0.2300000000000083,-0.34500000000002606
11.959999999999926,0.400714285714291,-0.17357142857144434,-0.17571428571429626,-0.22833333333333958,-0.33785714285716906
11.979999999999926,0.3988235294117735,-0.16928571428573017,-0.17285714285715345,-0.22666666666667293,-0.3307142857143121
11.999999999999925,0.396470588235303,-0.16500000000001597,-0.17000000000001067,-0.2250000000000063,-0.32357142857145516
12.019999999999925,0.39411764705883245,-0.1607142857143018,-0.1671428571428679,-0.22333333333333966,-0.31588235294120726
12.039999999999925,0.3917647058823619,-0.15642857142858763,-0.16428571428572508,-0.221666666666673,-0.3076470588235604
12.059999999999924,0.38941176470589134,-0.15214285714287346,-0.1614285714285823,-0.22000000000000636,-0.2994117647059135
12.079999999999924,0.38705882352942084,-0.14764705882354742,-0.15823529411766057,-0.21714285714286813,-0.2911764705882666
12.099999999999923,0.3847058823529503,-0.14294117647060636,-0.15470588235295477,-0.21428571428572535,-0.2829411764706197
12.119999999999923,0.3823529411764797,-0.13823529411766527,-0.15117647058824896,-0.21142857142858257,-0.27470588235297283
12.139999999999922,0.3800000000000092,-0.1335294117647242,-0.14764705882354315,-0.2085714285714398,-0.266470588235326
12.159999999999922,0.37789473684211355,-0.12882352941178313,-0.14411764705883734,-0.205714285714297,-0.2582352941176791
12.179999999999922,0.37578947368421883,-0.12411764705884204,-0.14058823529413153,-0.20285714285715423,-0.2500000000000322
12.199999999999921,0.3736842105263241,-0.11941176470590097,-0.13705882352942572,-0.20000000000001142,-0.2436842105263406
12.21999999999992,0.37157894736842945,-0.11470588235295989,-0.1335294117647199,-0.19764705882353886,-0.2373684210526565
12.23999999999992,0.3694736842105347,-0.1100000000000188,-0.1300000000000141,-0.19529411764706833,-0.2310526315789724
12.25999999999992,0.36736842105264006,-0.10578947368422743,-0.12789473684211372,-0.1929411764705978,-0.22473684210528833
12.27999999999992,0.36526315789474534,-0.10157894736843803,-0.12578947368421903,-0.19058823529412725,-0.21842105263160422
12.299999999999919,0.3631578947368506,-0.09736842105264865,-0.12368421052632432,-0.18823529411765672,-0.21210526315792014
12.319999999999919,0.36105263157895595,-0.09315789473685925,-0.12157894736842963,-0.18588235294118616,-0.20578947368423603
12.339999999999918,0.3595238095238134,-0.08894736842106984,-0.11947368421053493,-0.18352941176471563,-0.19947368421055195
12.359999999999918,0.3585714285714325,-0.08473684210528046,-0.11736842105264023,-0.1811764705882451,-0.19315789473686784
12.379999999999917,0.35761904761905156,-0.08052631578949106,-0.11526315789474553,-0.17842105263159216,-0.1861904761905074
12.399999999999917,0.35666666666667063,-0.07631578947370166,-0.11315789473685084,-0.1752631578947501,-0.17857142857146
12.419999999999916,0.3557142857142897,-0.07210526315791227,-0.11105263157895615,-0.17210526315790806,-0.17095238095241258
12.439999999999916,0.3547619047619088,-0.06761904761906755,-0.10857142857144053,-0.168947368421066,-0.16333333333336514
12.459999999999916,0.35380952380952785,-0.06285714285716291,-0.10571428571429775,-0.16578947368422398,-0.15571428571431772
12.479999999999915,0.3528571428571469,-0.05809523809525827,-0.10285714285715497,-0.16263157894738192,-0.1480952380952703
12.499999999999915,0.351904761904766,-0.05333333333335363,-0.10000000000001218,-0.15947368421053987,-0.14047619047622287
12.519999999999914,0.35095238095238507,-0.048571428571448985,-0.0971428571428694,-0.15631578947369784,-0.13285714285717545
12.539999999999914,0.35000000000000414,-0.04380952380954435,-0.09428571428572662,-0.1531578947368558,-0.125238095238128
12.559999999999913,0.3509090909090869,-0.0390476190476397,-0.09142857142858382,-0.15000000000001373,-0.1176190476190806
12.579999999999913,0.3518181818181778,-0.03428571428573506,-0.08857142857144104,-0.14809523809524644,-0.11000000000003318
12.599999999999913,0.3527272727272687,-0.02952380952383043,-0.08571428571429826,-0.1461904761904846,-0.1027272727273045
12.619999999999912,0.3536363636363596,-0.024761904761925788,-0.08285714285715548,-0.1442857142857227,-0.09545454545457735
12.639999999999912,0.3545454545454505,-0.020000000000021147,-0.08000000000001269,-0.14238095238096085,-0.0881818181818502
12.659999999999911,0.3554545454545414,-0.015454545454565712,-0.07727272727273943,-0.140476190476199,-0.08090909090912304
12.679999999999911,0.3563636363636323,-0.01090909090911124,-0.07454545454546675,-0.13857142857143714,-0.07363636363639589
12.69999999999991,0.3572727272727232,-0.006363636363656767,-0.07181818181819406,-0.1366666666666753,-0.06636363636366872
12.71999999999991,0.3581818181818141,-0.0018181818182022962,-0.06909090909092139,-0.13476190476191344,-0.05909090909094157
12.73999999999991,0.35909090909090496,0.0027272727272521745,-0.0663636363636487,-0.13285714285715158,-0.05181818181821441
12.75999999999991,0.3599999999999959,0.007272727272706649,-0.06363636363637601,-0.13095238095238973,-0.04454545454548725
12.779999999999909,0.3616666666666591,0.01181818181816112,-0.06090909090910333,-0.12863636363637626,-0.0372727272727601
12.799999999999908,0.3633333333333257,0.01636363636361559,-0.058181818181830644,-0.12590909090910357,-0.030000000000032945
12.819999999999908,0.36499999999999233,0.02090909090907006,-0.05545454545455796,-0.1231818181818309,-0.022500000000034142
12.839999999999907,0.366666666666659,0.02545454545452453,-0.05272727272728528,-0.1204545454545582,-0.015000000000034307
12.859999999999907,0.3683333333333256,0.02999999999997901,-0.0500000000000126,-0.11772727272728553,-0.007500000000034472
12.879999999999907,0.3699999999999922,0.03416666666664733,-0.046666666666682136,-0.11500000000001284,-3.463548892135293e-14
12.899999999999906,0.3716666666666589,0.03833333333331391,-0.04333333333334888,-0.11227272727274015,0.007499999999965201
12.919999999999906,0.37333333333332547,0.042499999999980484,-0.04000000000001562,-0.10954545454546748,0.014999999999965034
12.939999999999905,0.3749999999999921,0.04666666666664706,-0.03666666666668236,-0.10681818181819479,0.022499999999964874
12.959999999999905,0.37666666666665877,0.050833333333313635,-0.033333333333349105,-0.10409090909092211,0.029999999999964708
12.979999999999905,0.37833333333332536,0.05499999999998021,-0.03000000000001584,-0.10136363636364942,0.03749999999996454
12.999999999999904,0.379999999999992,0.059166666666646786,-0.026666666666682583,-0.09875000000001202,0.04499999999996438
13.019999999999904,0.3847999999999769,0.06333333333331337,-0.02333333333334932,-0.09625000000001208,0.05249999999996421
13.039999999999903,0.3895999999999768,0.06749999999997994,-0.020000000000016064,-0.09375000000001213,0.05999999999996405
13.059999999999903,0.39439999999997666,0.0716666666666465,-0.016666666666682803,-0.09125000000001218,0.06799999999996147
13.079999999999902,0.3991999999999766,0.07583333333331309,-0.013333333333349545,-0.08875000000001225,0.07599999999996129
13.099999999999902,0.4039999999999765,0.07999999999997967,-0.010000000000016288,-0.0862500000000123,0.08399999999996112
13.119999999999902,0.40879999999997635,0.08559999999997253,-0.007600000000011775,-0.08375000000001236,0.09199999999996095
13.139999999999901,0.41359999999997626,0.09119999999997241,-0.005200000000011826,-0.08125000000001241,0.09999999999996077
13.1599999999999,0.4183999999999762,0.0967999999999723,-0.002800000000011878,-0.07875000000001246,0.1079999999999606
13.1799999999999,0.42319999999997604,0.10239999999997218,-0.000400000000011929,-0.07625000000001253,0.11599999999996043
13.1999999999999,0.42799999999997596,0.10799999999997206,0.00199999999998802,-0.07375000000001258,0.12399999999996025
13.2199999999999,0.43279999999997587,0.11359999999997193,0.004399999999987969,-0.07125000000001264,0.1319999999999601
13.239999999999899,0.43759999999997573,0.11919999999997181,0.006799999999987918,-0.06880000000001218,0.1399999999999599
13.259999999999899,0.4432142857142531,0.12479999999997168,0.009199999999987865,-0.06640000000001223,0.14799999999995972
13.279999999999898,0.44964285714282437,0.13039999999997157,0.011599999999987816,-0.06400000000001228,0.15599999999995956
13.299999999999898,0.4560714285713956,0.13599999999997145,0.013999999999987764,-0.06160000000001233,0.16464285714281
13.319999999999897,0.4624999999999669,0.14159999999997133,0.01639999999998771,-0.05920000000001238,0.17392857142852405
13.339999999999897,0.46892857142853817,0.1471999999999712,0.01879999999998766,-0.05680000000001244,0.1832142857142381
13.359999999999896,0.47535714285710945,0.15285714285711335,0.02178571428569584,-0.05440000000001249,0.19249999999995215
13.379999999999896,0.4817857142856807,0.15857142857139891,0.025357142857124322,-0.052000000000012536,0.2017857142856662
13.399999999999896,0.48821428571425196,0.16428571428568448,0.028928571428552805,-0.04960000000001259,0.21107142857138023
13.419999999999895,0.49464285714282324,0.16999999999997006,0.03249999999998128,-0.047200000000012635,0.2203571428570943
13.439999999999895,0.5010714285713945,0.17571428571425562,0.03607142857140977,-0.04480000000001269,0.22964285714280835
13.459999999999894,0.5074999999999658,0.18142857142854119,0.039642857142838245,-0.04240000000001274,0.2389285714285224
13.479999999999894,0.5139285714285371,0.18714285714282675,0.04321428571426673,-0.04000000000001279,0.24821428571423643
13.499999999999893,0.5203571428571083,0.1928571428571123,0.04678571428569521,-0.03785714285715433,0.2574999999999505
13.519999999999893,0.5267857142856796,0.1985714285713979,0.05035714285712369,-0.035714285714297245,0.26678571428566455
13.539999999999893,0.5341935483870512,0.20428571428568346,0.053928571428552174,-0.03357142857144015,0.27607142857137856
13.559999999999892,0.5425806451612447,0.20999999999996904,0.05749999999998066,-0.03142857142858307,0.2853571428570927
13.579999999999892,0.5509677419354381,0.2157142857142546,0.06107142857140914,-0.02928571428572598,0.2948387096773668
13.599999999999891,0.5593548387096314,0.22142857142854017,0.06464285714283761,-0.02714285714286889,0.3045161290322054
13.61999999999989,0.5677419354838249,0.22714285714282573,0.0682142857142661,-0.0250000000000118,0.3141935483870439
13.63999999999989,0.5761290322580183,0.2332258064515773,0.07161290322578867,-0.022857142857154712,0.32387096774188245
