#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.2456 3.3108E-04 3.3108E-04  -1.70   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=126 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
 91  7.262         4.1600         2.2909
 92  7.362         4.1710         2.5703
 93  7.462         4.1827         2.6061
 94  7.562         4.1955         2.6595
 95  7.662         4.2098         2.7196
 96  7.762         4.2602         3.2997
 97  7.862         4.3426         3.5803
 98  7.962         4.3979         3.4752
 99  8.062         4.4365         3.3660
100  8.162         4.4682         3.3156
101  8.262         4.4966         3.2983
102  8.362         4.5237         3.3054
103  8.462         4.5507         3.3305
104  8.562         4.5783         3.3680
105  8.662         4.6074         3.4191
106  8.762         4.6371         3.4580
107  8.862         4.6600         3.3706
108  8.962         4.6768         3.2554
109  9.062         4.6917         3.2196
110  9.162         4.7115         3.3600
111  9.262         4.7281         3.3033
112  9.362         4.7472         3.3813
113  9.462         4.7662         3.3975
114  9.562         4.7852         3.4156
115  9.662         4.8042         3.4354
116  9.762         4.8231         3.4537
117  9.862         4.8419         3.4690
118  9.962         4.8605         3.4833
119 10.062         4.8789         3.4966
120 10.162         4.8971         3.5088
121 10.262         4.9149         3.5199
122 10.362         4.9325         3.5297
123 10.462         4.9496         3.5375
124 10.562         4.9665         3.5472
125 10.662         4.9832         3.5610
126 10.762         5.0000         3.5789


#AGE= 0.100 BINS=124 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -1.428            NaN         3.5789
  2 -1.328            NaN         3.5789
  3 -1.228            NaN         3.5789
  4 -1.128            NaN         3.5789
  5 -1.028            NaN         3.5789
  6 -0.928            NaN         3.5789
  7 -0.828            NaN         3.5789
  8 -0.728            NaN         3.5789
  9 -0.628            NaN         0.5335
 10 -0.528            NaN         0.6470
 11 -0.428            NaN         0.9672
 12 -0.328            NaN         1.3833
 13 -0.228            NaN         1.4652
 14 -0.128            NaN         1.4571
 15 -0.028            NaN         1.4308
 16  0.072            NaN         1.4465
 17  0.172         1.0455         1.4594
 18  0.272         1.5931         1.4484
 19  0.372         1.8843         1.5731
 20  0.472         2.0266         1.4728
 21  0.572         2.1827         1.6626
 22  0.672         2.3387         1.8184
 23  0.772         2.4536         1.8198
 24  0.872         2.5583         1.8895
 25  0.972         2.6611         1.9847
 26  1.072         2.7581         2.0596
 27  1.172         2.8585         2.1731
 28  1.272         2.9226         2.0600
 29  1.372         2.9794         2.0684
 30  1.472         3.0312         2.0816
 31  1.572         3.0787         2.0939
 32  1.672         3.1202         2.0807
 33  1.772         3.1571         2.0671
 34  1.872         3.1909         2.0664
 35  1.972         3.2251         2.1040
 36  2.072         3.3995         2.9190
 37  2.172         3.4558         2.5404
 38  2.272         3.4971         2.4555
 39  2.372         3.5206         2.2405
 40  2.472         3.5408         2.1996
 41  2.572         3.5595         2.1845
 42  2.672         3.5776         2.1890
 43  2.772         3.5951         2.1898
 44  2.872         3.6124         2.2039
 45  2.972         3.6295         2.2181
 46  3.072         3.6467         2.2338
 47  3.172         3.6639         2.2536
 48  3.272         3.6813         2.2758
 49  3.372         3.6988         2.2946
 50  3.472         3.7142         2.2563
 51  3.572         3.7273         2.2002
 52  3.672         3.7404         2.2135
 53  3.772         3.7535         2.2271
 54  3.872         3.7666         2.2409
 55  3.972         3.7798         2.2550
 56  4.072         3.7930         2.2695
 57  4.172         3.8063         2.2842
 58  4.272         3.8196         2.2992
 59  4.372         3.8329         2.3146
 60  4.472         3.8464         2.3303
 61  4.572         3.8599         2.3463
 62  4.672         3.8735         2.3627
 63  4.772         3.8872         2.3795
 64  4.872         3.9010         2.3966
 65  4.972         3.9150         2.4141
 66  5.072         3.9290         2.4318
 67  5.172         3.9431         2.4487
 68  5.272         3.9573         2.4643
 69  5.372         3.9715         2.4786
 70  5.472         3.9859         2.4975
 71  5.572         4.0005         2.5197
 72  5.672         4.0145         2.5173
 73  5.772         4.0273         2.4908
 74  5.872         4.0390         2.4649
 75  5.972         4.0502         2.4543
 76  6.072         4.0612         2.4598
 77  6.172         4.0724         2.4793
 78  6.272         4.0837         2.4911
 79  6.372         4.0949         2.5002
 80  6.472         4.1061         2.5129
 81  6.572         4.1175         2.5296
 82  6.672         4.1290         2.5484
 83  6.772         4.1407         2.5643
 84  6.872         4.1524         2.5763
 85  6.972         4.1621         2.5088
 86  7.072         4.1675         2.2555
 87  7.172         4.1722         2.2082
 88  7.272         4.1665         2.2082
 89  7.372         4.1635         2.2082
 90  7.472         4.1748         2.5836
 91  7.572         4.1866         2.6161
 92  7.672         4.1996         2.6684
 93  7.772         4.2141         2.7314
 94  7.872         4.2301         2.7879
 95  7.972         4.2884         3.3871
 96  8.072         4.3745         3.6296
 97  8.172         4.4196         3.4135
 98  8.272         4.4526         3.3166
 99  8.372         4.4813         3.2868
100  8.472         4.5090         3.3012
101  8.572         4.5379         3.3454
102  8.672         4.5688         3.4064
103  8.772         4.6024         3.4745
104  8.872         4.6320         3.4498
105  8.972         4.6512         3.2888
106  9.072         4.6665         3.2048
107  9.172         4.6880         3.3728
108  9.272         4.7049         3.2844
109  9.372         4.7248         3.3766
110  9.472         4.7444         3.3899
111  9.572         4.7639         3.4048
112  9.672         4.7832         3.4215
113  9.772         4.8024         3.4398
114  9.872         4.8217         3.4586
115  9.972         4.8407         3.4741
116 10.072         4.8596         3.4883
117 10.172         4.8782         3.5013
118 10.272         4.8966         3.5131
119 10.372         4.9146         3.5236
120 10.472         4.9323         3.5328
121 10.572         4.9495         3.5396
122 10.672         4.9664         3.5482
123 10.772         4.9832         3.5615
124 10.872         5.0000         3.5796


#AGE= 1.000 BINS=131 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -1.020         0.1374         0.1374
  2 -0.920         0.4420         0.1444
  3 -0.820         0.6303         0.1766
  4 -0.720         0.7632         0.1842
  5 -0.620         0.8663         0.1913
  6 -0.520         0.9504         0.1960
  7 -0.420         1.0211         0.1978
  8 -0.320         1.0825         0.2027
  9 -0.220         1.1363         0.2027
 10 -0.120         1.1843         0.2039
 11 -0.020         1.2272         0.2002
 12  0.080         1.2659         0.1964
 13  0.180         1.3012         0.1944
 14  0.280         1.3336         0.1905
 15  0.380         1.4562         0.8471
 16  0.480         1.5333         0.7445
 17  0.580         1.5904         0.6810
 18  0.680         1.6138         0.3336
 19  0.780         1.6397         0.4018
 20  0.880         1.6684         0.4739
 21  0.980         1.7006         0.5557
 22  1.080         1.7325         0.5827
 23  1.180         1.7508         0.3646
 24  1.280         1.7535        -0.4477
 25  1.380         1.8988         1.3528
 26  1.480         2.0533         1.5292
 27  1.580         2.1751         1.5636
 28  1.680         2.2789         1.6064
 29  1.780         2.3695         1.6442
 30  1.880         2.4502         1.6796
 31  1.980         2.5388         1.8052
 32  2.080         2.6324         1.9196
 33  2.180         2.7229         1.9974
 34  2.280         2.7952         1.9809
 35  2.380         2.8586         1.9916
 36  2.480         2.9201         2.0406
 37  2.580         2.9799         2.0892
 38  2.680         3.0396         2.1485
 39  2.780         3.0922         2.1496
 40  2.880         3.1401         2.1584
 41  2.980         3.1841         2.1685
 42  3.080         3.2252         2.1807
 43  3.180         3.2638         2.1931
 44  3.280         3.2978         2.1744
 45  3.380         3.3273         2.1449
 46  3.480         3.3548         2.1424
 47  3.580         3.3810         2.1490
 48  3.680         3.4057         2.1480
 49  3.780         3.4296         2.1593
 50  3.880         3.4531         2.1737
 51  3.980         3.4757         2.1820
 52  4.080         3.4976         2.1885
 53  4.180         3.5188         2.1959
 54  4.280         3.5395         2.2093
 55  4.380         3.5601         2.2250
 56  4.480         3.5804         2.2410
 57  4.580         3.6005         2.2546
 58  4.680         3.6199         2.2607
 59  4.780         3.6385         2.2613
 60  4.880         3.6564         2.2615
 61  4.980         3.6738         2.2677
 62  5.080         3.6910         2.2800
 63  5.180         3.7082         2.2985
 64  5.280         3.7257         2.3220
 65  5.380         3.7434         2.3449
 66  5.480         3.7612         2.3651
 67  5.580         3.7790         2.3827
 68  5.680         3.7967         2.3978
 69  5.780         3.8142         2.4103
 70  5.880         3.8314         2.4203
 71  5.980         3.8482         2.4276
 72  6.080         3.8645         2.4321
 73  6.180         3.8803         2.4336
 74  6.280         3.8955         2.4319
 75  6.380         3.9102         2.4327
 76  6.480         3.9246         2.4379
 77  6.580         3.9388         2.4439
 78  6.680         3.9526         2.4507
 79  6.780         3.9662         2.4538
 80  6.880         3.9793         2.4524
 81  6.980         3.9922         2.4566
 82  7.080         4.0050         2.4686
 83  7.180         4.0177         2.4795
 84  7.280         4.0305         2.4941
 85  7.380         4.0432         2.5026
 86  7.480         4.0558         2.5105
 87  7.580         4.0684         2.5248
 88  7.680         4.0813         2.5468
 89  7.780         4.0943         2.5667
 90  7.880         4.1076         2.5861
 91  7.980         4.1210         2.6045
 92  8.080         4.1347         2.6248
 93  8.180         4.1486         2.6491
 94  8.280         4.1637         2.6946
 95  8.380         4.1796         2.7356
 96  8.480         4.1961         2.7676
 97  8.580         4.2147         2.8382
 98  8.680         4.2354         2.9035
 99  8.780         4.2556         2.9118
100  8.880         4.2738         2.8879
101  8.980         4.2953         2.9783
102  9.080         4.3199         3.0611
103  9.180         4.3449         3.0924
104  9.280         4.3688         3.0991
105  9.380         4.3921         3.1083
106  9.480         4.4197         3.2098
107  9.580         4.4474         3.2386
108  9.680         4.4754         3.2706
109  9.780         4.5039         3.3069
110  9.880         4.5326         3.3391
111  9.980         4.5612         3.3641
112 10.080         4.5890         3.3816
113 10.180         4.6164         3.4026
114 10.280         4.6435         3.4260
115 10.380         4.6702         3.4460
116 10.480         4.6964         3.4627
117 10.580         4.7217         3.4757
118 10.680         4.7462         3.4851
119 10.780         4.7701         3.4981
120 10.880         4.7934         3.5127
121 10.980         4.8161         3.5232
122 11.080         4.8381         3.5298
123 11.180         4.8590         3.5323
124 11.280         4.8790         3.5311
125 11.380         4.8981         3.5316
126 11.480         4.9164         3.5336
127 11.580         4.9342         3.5369
128 11.680         4.9514         3.5407
129 11.780         4.9679         3.5384
130 11.880         4.9839         3.5437
131 11.980         5.0000         3.5609


#AGE= 2.000 BINS=152 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.785        -0.4724        -0.4724
  2 -2.685        -0.1637        -0.4572
  3 -2.585         0.0248        -0.4287
  4 -2.485         0.1615        -0.4070
  5 -2.385         0.2635        -0.4159
  6 -2.285         0.3510        -0.3874
  7 -2.185         0.4334        -0.3291
  8 -2.085         0.5066        -0.3025
  9 -1.985         0.5740        -0.2685
 10 -1.885         0.6356        -0.2431
 11 -1.785         0.6922        -0.2211
 12 -1.685         0.7430        -0.2138
 13 -1.585         0.8642         0.2508
 14 -1.485         0.9086        -0.1038
 15 -1.385         0.9494        -0.0981
 16 -1.285         0.9871        -0.0933
 17 -1.185         1.1048         0.4802
 18 -1.085         1.1382         0.0081
 19 -0.985         1.1698         0.0153
 20 -0.885         1.2001         0.0285
 21 -0.785         1.2266        -0.0008
 22 -0.685         1.2556         0.0658
 23 -0.585         1.2858         0.1134
 24 -0.485         1.3160         0.1434
 25 -0.385         1.3461         0.1716
 26 -0.285         1.3761         0.2000
 27 -0.185         1.4059         0.2282
 28 -0.085         1.4353         0.2511
 29  0.015         1.4649         0.2834
 30  0.115         1.4946         0.3143
 31  0.215         1.5244         0.3468
 32  0.315         1.5545         0.3799
 33  0.415         1.5853         0.4204
 34  0.515         1.6155         0.4434
 35  0.615         1.6457         0.4724
 36  0.715         1.6759         0.5032
 37  0.815         1.7051         0.5185
 38  0.915         1.7343         0.5477
 39  1.015         1.7626         0.5621
 40  1.115         1.7915         0.6003
 41  1.215         1.9047         1.2653
 42  1.315         1.9865         1.2215
 43  1.415         2.0156         0.8270
 44  1.515         2.0457         0.8707
 45  1.615         2.0808         0.9716
 46  1.715         2.1225         1.0838
 47  1.815         2.1722         1.2065
 48  1.915         2.2295         1.3213
 49  2.015         2.2933         1.4292
 50  2.115         2.3623         1.5291
 51  2.215         2.4333         1.6116
 52  2.315         2.5047         1.6854
 53  2.415         2.5781         1.7700
 54  2.515         2.6506         1.8374
 55  2.615         2.7215         1.8991
 56  2.715         2.7890         1.9477
 57  2.815         2.8517         1.9803
 58  2.915         2.9091         2.0013
 59  3.015         2.9618         2.0198
 60  3.115         3.0091         2.0235
 61  3.215         3.0514         2.0183
 62  3.315         3.0896         2.0155
 63  3.415         3.1257         2.0265
 64  3.515         3.1598         2.0387
 65  3.615         3.1921         2.0466
 66  3.715         3.2232         2.0637
 67  3.815         3.2535         2.0815
 68  3.915         3.2826         2.0945
 69  4.015         3.3103         2.1008
 70  4.115         3.3369         2.1119
 71  4.215         3.3631         2.1303
 72  4.315         3.3890         2.1516
 73  4.415         3.4144         2.1689
 74  4.515         3.4391         2.1809
 75  4.615         3.4627         2.1858
 76  4.715         3.4854         2.1930
 77  4.815         3.5080         2.2128
 78  4.915         3.5306         2.2359
 79  5.015         3.5532         2.2585
 80  5.115         3.5755         2.2741
 81  5.215         3.5968         2.2763
 82  5.315         3.6173         2.2813
 83  5.415         3.6372         2.2891
 84  5.515         3.6567         2.3000
 85  5.615         3.6760         2.3133
 86  5.715         3.6949         2.3252
 87  5.815         3.7135         2.3352
 88  5.915         3.7317         2.3437
 89  6.015         3.7494         2.3523
 90  6.115         3.7668         2.3608
 91  6.215         3.7838         2.3686
 92  6.315         3.8005         2.3767
 93  6.415         3.8168         2.3832
 94  6.515         3.8328         2.3895
 95  6.615         3.8483         2.3948
 96  6.715         3.8634         2.3976
 97  6.815         3.8782         2.4011
 98  6.915         3.8925         2.4040
 99  7.015         3.9065         2.4072
100  7.115         3.9205         2.4229
101  7.215         3.9346         2.4378
102  7.315         3.9485         2.4477
103  7.415         3.9622         2.4543
104  7.515         3.9758         2.4633
105  7.615         3.9895         2.4833
106  7.715         4.0035         2.5047
107  7.815         4.0176         2.5226
108  7.915         4.0321         2.5465
109  8.015         4.0467         2.5680
110  8.115         4.0613         2.5811
111  8.215         4.0777         2.6460
112  8.315         4.0970         2.7343
113  8.415         4.1178         2.7890
114  8.515         4.1389         2.8143
115  8.615         4.1588         2.8090
116  8.715         4.1759         2.7645
117  8.815         4.1949         2.8245
118  8.915         4.2155         2.8813
119  9.015         4.2398         2.9764
120  9.115         4.2661         3.0348
121  9.215         4.2921         3.0562
122  9.315         4.3186         3.0917
123  9.415         4.3466         3.1411
124  9.515         4.3743         3.1648
125  9.615         4.4020         3.1939
126  9.715         4.4304         3.2309
127  9.815         4.4591         3.2649
128  9.915         4.4873         3.2866
129 10.015         4.5153         3.3108
130 10.115         4.5429         3.3327
131 10.215         4.5701         3.3524
132 10.315         4.5970         3.3755
133 10.415         4.6235         3.3965
134 10.515         4.6495         3.4140
135 10.615         4.6749         3.4279
136 10.715         4.6993         3.4382
137 10.815         4.7233         3.4530
138 10.915         4.7468         3.4678
139 11.015         4.7695         3.4780
140 11.115         4.7915         3.4836
141 11.215         4.8124         3.4843
142 11.315         4.8322         3.4826
143 11.415         4.8513         3.4837
144 11.515         4.8696         3.4862
145 11.615         4.8874         3.4900
146 11.715         4.9046         3.4933
147 11.815         4.9211         3.4941
148 11.915         4.9373         3.5000
149 12.015         4.9533         3.5114
150 12.115         4.9690         3.5197
151 12.215         4.9845         3.5296
152 12.315         5.0000         3.5451


#AGE= 3.000 BINS=152 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.852        -0.5734        -0.5734
  2 -2.752        -0.2661        -0.5610
  3 -2.652        -0.0758        -0.5258
  4 -2.552         0.0611        -0.5070
  5 -2.452         0.1697        -0.4854
  6 -2.352         0.2622        -0.4549
  7 -2.252         0.3428        -0.4283
  8 -2.152         0.4142        -0.4052
  9 -2.052         0.4798        -0.3731
 10 -1.952         0.5385        -0.3596
 11 -1.852         0.5898        -0.3634
 12 -1.752         0.6415        -0.3088
 13 -1.652         0.6916        -0.2707
 14 -1.552         0.7380        -0.2562
 15 -1.452         0.7883        -0.1734
 16 -1.352         0.8854         0.1876
 17 -1.252         0.9265        -0.1184
 18 -1.152         0.9645        -0.1126
 19 -1.052         1.0269         0.1536
 20 -0.952         1.1106         0.3543
 21 -0.852         1.1423        -0.0099
 22 -0.752         1.1729         0.0053
 23 -0.652         1.2001        -0.0162
 24 -0.552         1.2274         0.0117
 25 -0.452         1.2566         0.0698
 26 -0.352         1.2864         0.1076
 27 -0.252         1.3164         0.1413
 28 -0.152         1.3464         0.1705
 29 -0.052         1.3762         0.1981
 30  0.048         1.4061         0.2293
 31  0.148         1.4359         0.2569
 32  0.248         1.4656         0.2860
 33  0.348         1.4953         0.3154
 34  0.448         1.5252         0.3488
 35  0.548         1.5559         0.3901
 36  0.648         1.5868         0.4228
 37  0.748         1.6185         0.4660
 38  0.848         1.6502         0.4988
 39  0.948         1.6814         0.5216
 40  1.048         1.7130         0.5597
 41  1.148         1.7458         0.6068
 42  1.248         1.7775         0.6253
 43  1.348         1.8077         0.6344
 44  1.448         1.8372         0.6547
 45  1.548         1.8713         0.7496
 46  1.648         2.0238         1.4953
 47  1.748         2.0665         1.0378
 48  1.848         2.1092         1.0810
 49  1.948         2.1567         1.1719
 50  2.048         2.2077         1.2525
 51  2.148         2.2635         1.3446
 52  2.248         2.3246         1.4423
 53  2.348         2.3899         1.5351
 54  2.448         2.4579         1.6193
 55  2.548         2.5274         1.6968
 56  2.648         2.5973         1.7700
 57  2.748         2.6660         1.8309
 58  2.848         2.7322         1.8824
 59  2.948         2.7930         1.9097
 60  3.048         2.8483         1.9254
 61  3.148         2.8989         1.9400
 62  3.248         2.9448         1.9464
 63  3.348         2.9874         1.9584
 64  3.448         3.0277         1.9748
 65  3.548         3.0664         1.9974
 66  3.648         3.1034         2.0147
 67  3.748         3.1391         2.0367
 68  3.848         3.1734         2.0533
 69  3.948         3.2060         2.0663
 70  4.048         3.2379         2.0881
 71  4.148         3.2695         2.1147
 72  4.248         3.3004         2.1380
 73  4.348         3.3302         2.1522
 74  4.448         3.3586         2.1595
 75  4.548         3.3857         2.1680
 76  4.648         3.4120         2.1803
 77  4.748         3.4380         2.2022
 78  4.848         3.4638         2.2256
 79  4.948         3.4893         2.2456
 80  5.048         3.5143         2.2616
 81  5.148         3.5381         2.2648
 82  5.248         3.5609         2.2698
 83  5.348         3.5831         2.2812
 84  5.448         3.6050         2.2957
 85  5.548         3.6264         2.3085
 86  5.648         3.6474         2.3204
 87  5.748         3.6679         2.3318
 88  5.848         3.6879         2.3426
 89  5.948         3.7076         2.3534
 90  6.048         3.7267         2.3620
 91  6.148         3.7455         2.3704
 92  6.248         3.7637         2.3784
 93  6.348         3.7816         2.3864
 94  6.448         3.7990         2.3931
 95  6.548         3.8160         2.3999
 96  6.648         3.8324         2.4038
 97  6.748         3.8485         2.4074
 98  6.848         3.8640         2.4105
 99  6.948         3.8791         2.4125
100  7.048         3.8941         2.4253
101  7.148         3.9091         2.4393
102  7.248         3.9240         2.4518
103  7.348         3.9387         2.4597
104  7.448         3.9530         2.4658
105  7.548         3.9675         2.4816
106  7.648         3.9821         2.5034
107  7.748         3.9970         2.5226
108  7.848         4.0119         2.5416
109  7.948         4.0271         2.5646
110  8.048         4.0438         2.6204
111  8.148         4.0626         2.6885
112  8.248         4.0827         2.7390
113  8.348         4.1035         2.7731
114  8.448         4.1242         2.7906
115  8.548         4.1438         2.7885
116  8.648         4.1622         2.7822
117  8.748         4.1805         2.7947
118  8.848         4.2008         2.8597
119  8.948         4.2243         2.9475
120  9.048         4.2505         3.0171
121  9.148         4.2773         3.0539
122  9.248         4.3071         3.1297
123  9.348         4.3349         3.1266
124  9.448         4.3636         3.1690
125  9.548         4.3920         3.1934
126  9.648         4.4207         3.2271
127  9.748         4.4496         3.2583
128  9.848         4.4784         3.2850
129  9.948         4.5066         3.3051
130 10.048         4.5341         3.3223
131 10.148         4.5611         3.3422
132 10.248         4.5879         3.3648
133 10.348         4.6145         3.3881
134 10.448         4.6407         3.4080
135 10.548         4.6663         3.4244
136 10.648         4.6913         3.4381
137 10.748         4.7159         3.4571
138 10.848         4.7400         3.4730
139 10.948         4.7635         3.4839
140 11.048         4.7860         3.4894
141 11.148         4.8074         3.4901
142 11.248         4.8280         3.4936
143 11.348         4.8478         3.4977
144 11.448         4.8670         3.5008
145 11.548         4.8853         3.5030
146 11.648         4.9030         3.5022
147 11.748         4.9199         3.5024
148 11.848         4.9364         3.5082
149 11.948         4.9527         3.5189
150 12.048         4.9686         3.5250
151 12.148         4.9843         3.5342
152 12.248         5.0000         3.5501


#AGE= 4.000 BINS=153 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.860        -0.6583        -0.6583
  2 -2.760        -0.3509        -0.6457
  3 -2.659        -0.1652        -0.6235
  4 -2.559        -0.0281        -0.5958
  5 -2.460         0.0795        -0.5789
  6 -2.360         0.1714        -0.5480
  7 -2.260         0.2512        -0.5242
  8 -2.159         0.3233        -0.4917
  9 -2.059         0.3892        -0.4628
 10 -1.960         0.4493        -0.4389
 11 -1.860         0.5064        -0.4033
 12 -1.760         0.5564        -0.4067
 13 -1.659         0.6027        -0.3924
 14 -1.559         0.6504        -0.3323
 15 -1.460         0.6960        -0.3056
 16 -1.360         0.7387        -0.2897
 17 -1.260         0.8272         0.0928
 18 -1.159         0.8728        -0.1284
 19 -1.059         0.9112        -0.1614
 20 -0.960         0.9478        -0.1452
 21 -0.860         1.0521         0.3817
 22 -0.760         1.0863        -0.0354
 23 -0.659         1.1176        -0.0391
 24 -0.559         1.1470        -0.0378
 25 -0.460         1.1742        -0.0422
 26 -0.360         1.2026         0.0043
 27 -0.260         1.2327         0.0578
 28 -0.159         1.2629         0.0900
 29 -0.059         1.2931         0.1206
 30  0.040         1.3234         0.1526
 31  0.140         1.3538         0.1836
 32  0.240         1.3838         0.2082
 33  0.341         1.4140         0.2410
 34  0.441         1.4442         0.2711
 35  0.540         1.4744         0.3024
 36  0.640         1.5048         0.3337
 37  0.740         1.5358         0.3740
 38  0.841         1.5668         0.4061
 39  0.941         1.5989         0.4517
 40  1.040         1.6312         0.4864
 41  1.140         1.6637         0.5215
 42  1.240         1.6969         0.5642
 43  1.341         1.7307         0.6052
 44  1.441         1.7630         0.6172
 45  1.540         1.7938         0.6292
 46  1.640         1.8237         0.6467
 47  1.740         1.8539         0.6819
 48  1.841         1.8914         0.8094
 49  1.941         2.0299         1.4662
 50  2.040         2.0800         1.1171
 51  2.140         2.1317         1.1821
 52  2.240         2.1885         1.2764
 53  2.341         2.2479         1.3547
 54  2.441         2.3107         1.4402
 55  2.540         2.3763         1.5225
 56  2.640         2.4427         1.5944
 57  2.740         2.5092         1.6618
 58  2.841         2.5750         1.7227
 59  2.941         2.6392         1.7771
 60  3.040         2.7015         1.8279
 61  3.140         2.7588         1.8504
 62  3.241         2.8107         1.8623
 63  3.341         2.8591         1.8827
 64  3.441         2.9055         1.9107
 65  3.540         2.9489         1.9271
 66  3.640         2.9897         1.9427
 67  3.741         3.0297         1.9736
 68  3.841         3.0682         1.9976
 69  3.941         3.1059         2.0248
 70  4.040         3.1427         2.0528
 71  4.140         3.1785         2.0769
 72  4.241         3.2130         2.0958
 73  4.341         3.2457         2.1069
 74  4.441         3.2770         2.1191
 75  4.540         3.3072         2.1342
 76  4.641         3.3368         2.1553
 77  4.740         3.3660         2.1796
 78  4.841         3.3946         2.1981
 79  4.941         3.4223         2.2140
 80  5.040         3.4491         2.2260
 81  5.141         3.4747         2.2320
 82  5.240         3.4993         2.2414
 83  5.341         3.5235         2.2560
 84  5.441         3.5471         2.2718
 85  5.540         3.5702         2.2848
 86  5.641         3.5928         2.2966
 87  5.740         3.6148         2.3091
 88  5.841         3.6364         2.3214
 89  5.941         3.6574         2.3315
 90  6.040         3.6779         2.3415
 91  6.141         3.6979         2.3509
 92  6.240         3.7173         2.3594
 93  6.341         3.7363         2.3672
 94  6.441         3.7548         2.3747
 95  6.540         3.7728         2.3815
 96  6.641         3.7903         2.3875
 97  6.740         3.8073         2.3899
 98  6.841         3.8237         2.3937
