#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.2945 3.0712E-02 3.0712E-02   0.30   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=140 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
 79  5.539         4.1396         2.2990
 80  5.639         4.1459         2.3041
 81  5.739         4.1522         2.3091
 82  5.839         4.1585         2.3142
 83  5.939         4.1647         2.3192
 84  6.039         4.1710         2.3243
 85  6.139         4.1772         2.3293
 86  6.239         4.1834         2.3344
 87  6.339         4.1895         2.3394
 88  6.439         4.1957         2.3445
 89  6.539         4.2018         2.3495
 90  6.639         4.2080         2.3546
 91  6.739         4.2141         2.3597
 92  6.839         4.2195         2.3093
 93  6.939         4.2250         2.3258
 94  7.039         4.2322         2.4472
 95  7.139         4.2393         2.4497
 96  7.239         4.2464         2.4558
 97  7.339         4.2535         2.4656
 98  7.439         4.2607         2.4793
 99  7.539         4.2682         2.4970
100  7.639         4.2758         2.5186
101  7.739         4.2838         2.5439
102  7.839         4.2920         2.5668
103  7.939         4.3005         2.5868
104  8.039         4.3092         2.6057
105  8.139         4.3181         2.6233
106  8.239         4.3271         2.6396
107  8.339         4.3322         2.3998
108  8.439         4.3381         2.4657
109  8.539         4.3503         2.7928
110  8.639         4.3742         3.1037
111  8.739         4.3950         3.0653
112  8.839         4.4091         2.9139
113  8.939         4.4403         3.2807
114  9.039         4.4707         3.3012
115  9.139         4.5002         3.3168
116  9.239         4.5284         3.3273
117  9.339         4.5552         3.3321
118  9.439         4.5803         3.3302
119  9.539         4.6034         3.3179
120  9.639         4.6244         3.2970
121  9.739         4.6433         3.2734
122  9.839         4.6606         3.2526
123  9.939         4.6769         3.2421
124 10.039         4.6927         3.2468
125 10.139         4.7089         3.2711
126 10.239         4.7262         3.3183
127 10.339         4.7450         3.3728
128 10.439         4.7744         3.5894
129 10.539         4.7937         3.4336
130 10.639         4.8125         3.4382
131 10.739         4.8313         3.4581
132 10.839         4.8501         3.4776
133 10.939         4.8689         3.4968
134 11.039         4.8878         3.5157
135 11.139         4.9066         3.5343
136 11.239         4.9254         3.5524
137 11.339         4.9442         3.5702
138 11.439         4.9629         3.5875
139 11.539         4.9815         3.6044
140 11.639         5.0000         3.6208


#AGE= 0.100 BINS=139 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.030        -0.5096        -0.5096
  2 -1.930        -0.1199        -0.3473
  3 -1.830         0.0466        -0.4503
  4 -1.730         0.2049        -0.3104
  5 -1.630         0.8311         0.7139
  6 -1.530         1.7771         1.7249
  7 -1.430         2.0558         1.7313
  8 -1.330         2.2271         1.7402
  9 -1.230         2.3531         1.7541
 10 -1.130         2.4512         1.7569
 11 -1.030         2.5310         1.7561
 12 -0.930         2.5981         1.7541
 13 -0.830         2.6559         1.7513
 14 -0.730         2.7066         1.7490
 15 -0.630         2.7515         1.7439
 16 -0.530         2.7911         1.7310
 17 -0.430         2.8278         1.7364
 18 -0.330         2.8813         1.9456
 19 -0.230         2.9426         2.0618
 20 -0.130         2.9990         2.0843
 21 -0.030         3.0473         2.0697
 22  0.070         3.0917         2.0796
 23  0.170         3.1320         2.0799
 24  0.270         3.1695         2.0869
 25  0.370         3.2038         2.0843
 26  0.470         3.2362         2.0927
 27  0.570         3.2672         2.1052
 28  0.670         3.2970         2.1180
 29  0.770         3.3272         2.1551
 30  0.870         3.3597         2.2181
 31  0.970         3.3907         2.2281
 32  1.070         3.4193         2.2235
 33  1.170         3.4454         2.2117
 34  1.270         3.4705         2.2206
 35  1.370         3.4945         2.2252
 36  1.470         3.5180         2.2394
 37  1.570         3.5410         2.2522
 38  1.670         3.5692         2.3675
 39  1.770         3.6007         2.4456
 40  1.870         3.6305         2.4532
 41  1.970         3.6580         2.4452
 42  2.070         3.6775         2.3210
 43  2.170         3.6953         2.2979
 44  2.270         3.7121         2.2903
 45  2.370         3.7282         2.2914
 46  2.470         3.7442         2.3011
 47  2.570         3.7578         2.2485
 48  2.670         3.7703         2.2203
 49  2.770         3.7825         2.2260
 50  2.870         3.7945         2.2319
 51  2.970         3.8069         2.2566
 52  3.070         3.8209         2.3217
 53  3.170         3.8344         2.3196
 54  3.270         3.8471         2.3083
 55  3.370         3.8592         2.2982
 56  3.470         3.8709         2.2927
 57  3.570         3.8822         2.2928
 58  3.670         3.8934         2.2990
 59  3.770         3.9046         2.3120
 60  3.870         3.9161         2.3321
 61  3.970         3.9280         2.3592
 62  4.070         3.9415         2.4277
 63  4.170         3.9553         2.4504
 64  4.270         3.9685         2.4464
 65  4.370         3.9847         2.5459
 66  4.470         4.0009         2.5649
 67  4.570         4.0154         2.5340
 68  4.670         4.0308         2.5709
 69  4.770         4.0465         2.5982
 70  4.870         4.0608         2.5719
 71  4.970         4.0702         2.3979
 72  5.070         4.0794         2.4014
 73  5.170         4.0887         2.4141
 74  5.270         4.0977         2.4113
 75  5.370         4.1043         2.2821
 76  5.470         4.1109         2.2873
 77  5.570         4.1174         2.2925
 78  5.670         4.1240         2.2977
 79  5.770         4.1305         2.3030
 80  5.870         4.1369         2.3082
 81  5.970         4.1434         2.3134
 82  6.070         4.1499         2.3186
 83  6.170         4.1563         2.3238
 84  6.270         4.1627         2.3290
 85  6.370         4.1691         2.3343
 86  6.470         4.1755         2.3395
 87  6.570         4.1819         2.3447
 88  6.670         4.1882         2.3499
 89  6.770         4.1946         2.3551
 90  6.870         4.2009         2.3604
 91  6.970         4.2072         2.3656
 92  7.070         4.2124         2.2898
 93  7.170         4.2197         2.4435
 94  7.270         4.2270         2.4456
 95  7.370         4.2342         2.4516
 96  7.470         4.2415         2.4617
 97  7.570         4.2489         2.4762
 98  7.670         4.2564         2.4950
 99  7.770         4.2643         2.5181
100  7.870         4.2725         2.5443
101  7.970         4.2810         2.5664
102  8.070         4.2897         2.5865
103  8.170         4.2985         2.6053
104  8.270         4.3076         2.6228
105  8.370         4.3168         2.6387
106  8.470         4.3234         2.5004
107  8.570         4.3297         2.4905
108  8.670         4.3372         2.5660
109  8.770         4.3434         2.5016
110  8.870         4.3532         2.6999
111  8.970         4.3789         3.1378
112  9.070         4.4128         3.2884
113  9.170         4.4460         3.3134
114  9.270         4.4782         3.3322
115  9.370         4.5090         3.3447
116  9.470         4.5382         3.3503
117  9.570         4.5653         3.3479
118  9.670         4.5901         3.3339
119  9.770         4.6120         3.3047
120  9.870         4.6315         3.2726
121  9.970         4.6491         3.2482
122 10.070         4.6657         3.2388
123 10.170         4.6821         3.2511
124 10.270         4.6993         3.2908
125 10.370         4.7182         3.3464
126 10.470         4.7470         3.5543
127 10.570         4.7675         3.4316
128 10.670         4.7868         3.4240
129 10.770         4.8061         3.4451
130 10.870         4.8255         3.4658
131 10.970         4.8450         3.4862
132 11.070         4.8644         3.5063
133 11.170         4.8839         3.5260
134 11.270         4.9034         3.5453
135 11.370         4.9228         3.5642
136 11.470         4.9422         3.5826
137 11.570         4.9616         3.6007
138 11.670         4.9808         3.6182
139 11.770         5.0000         3.6353


#AGE= 1.000 BINS=139 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.722        -0.2777        -0.2777
  2 -0.622         0.0344        -0.2558
  3 -0.522         0.2143        -0.2554
  4 -0.422         0.3403        -0.2586
  5 -0.322         0.4388        -0.2537
  6 -0.222         0.5188        -0.2555
  7 -0.122         0.5870        -0.2506
  8 -0.022         0.6463        -0.2473
  9  0.078         0.6989        -0.2441
 10  0.178         0.7453        -0.2492
 11  0.278         0.7877        -0.2433
 12  0.378         0.8262        -0.2461
 13  0.478         0.8615        -0.2456
 14  0.578         0.8938        -0.2507
 15  0.678         1.1701         0.8427
 16  0.778         1.2813         0.6352
 17  0.878         1.4589         0.9850
 18  0.978         1.7780         1.4943
 19  1.078         2.0652         1.7499
 20  1.178         2.2487         1.7860
 21  1.278         2.3797         1.7952
 22  1.378         2.4833         1.8100
 23  1.478         2.5653         1.8009
 24  1.578         2.6359         1.8125
 25  1.678         2.6993         1.8324
 26  1.778         2.7579         1.8590
 27  1.878         2.8124         1.8836
 28  1.978         2.8627         1.9015
 29  2.078         2.9092         1.9166
 30  2.178         2.9533         1.9375
 31  2.278         2.9942         1.9483
 32  2.378         3.0325         1.9589
 33  2.478         3.0687         1.9711
 34  2.578         3.1035         1.9899
 35  2.678         3.1369         2.0072
 36  2.778         3.1683         2.0107
 37  2.878         3.1979         2.0174
 38  2.978         3.2265         2.0314
 39  3.078         3.2543         2.0468
 40  3.178         3.2813         2.0601
 41  3.278         3.3066         2.0605
 42  3.378         3.3306         2.0611
 43  3.478         3.3532         2.0582
 44  3.578         3.3744         2.0525
 45  3.678         3.3958         2.0782
 46  3.778         3.4173         2.0996
 47  3.878         3.4381         2.1097
 48  3.978         3.4586         2.1216
 49  4.078         3.4786         2.1311
 50  4.178         3.4980         2.1382
 51  4.278         3.5167         2.1429
 52  4.378         3.5348         2.1450
 53  4.478         3.5524         2.1507
 54  4.578         3.5696         2.1607
 55  4.678         3.5866         2.1702
 56  4.778         3.6033         2.1805
 57  4.878         3.6199         2.1922
 58  4.978         3.6359         2.1949
 59  5.078         3.6517         2.2042
 60  5.178         3.6672         2.2113
 61  5.278         3.6823         2.2176
 62  5.378         3.6973         2.2275
 63  5.478         3.7120         2.2334
 64  5.578         3.7263         2.2378
 65  5.678         3.7402         2.2372
 66  5.778         3.7527         2.2068
 67  5.878         3.7644         2.1876
 68  5.978         3.7757         2.1885
 69  6.078         3.7873         2.2059
 70  6.178         3.7988         2.2179
 71  6.278         3.8105         2.2344
 72  6.378         3.8220         2.2394
 73  6.478         3.8333         2.2430
 74  6.578         3.8444         2.2469
 75  6.678         3.8554         2.2511
 76  6.778         3.8661         2.2555
 77  6.878         3.8768         2.2602
 78  6.978         3.8873         2.2653
 79  7.078         3.8976         2.2706
 80  7.178         3.9079         2.2762
 81  7.278         3.9181         2.2821
 82  7.378         3.9281         2.2883
 83  7.478         3.9381         2.2949
 84  7.578         3.9480         2.3017
 85  7.678         3.9579         2.3089
 86  7.778         3.9677         2.3165
 87  7.878         3.9775         2.3243
 88  7.978         3.9872         2.3325
 89  8.078         3.9969         2.3410
 90  8.178         4.0066         2.3499
 91  8.278         4.0162         2.3591
 92  8.378         4.0259         2.3670
 93  8.478         4.0355         2.3751
 94  8.578         4.0451         2.3856
 95  8.678         4.0547         2.3932
 96  8.778         4.0645         2.4133
 97  8.878         4.0748         2.4461
 98  8.978         4.0856         2.4768
 99  9.078         4.0968         2.5035
100  9.178         4.1085         2.5304
101  9.278         4.1208         2.5687
102  9.378         4.1335         2.5936
103  9.478         4.1465         2.6164
104  9.578         4.1602         2.6511
105  9.678         4.1744         2.6828
106  9.778         4.1893         2.7149
107  9.878         4.2047         2.7483
108  9.978         4.2208         2.7817
109 10.078         4.2378         2.8219
110 10.178         4.2559         2.8670
111 10.278         4.2748         2.9046
112 10.378         4.2945         2.9413
113 10.478         4.3151         2.9802
114 10.578         4.3366         3.0200
115 10.678         4.3589         3.0581
116 10.778         4.3836         3.1273
117 10.878         4.4081         3.1475
118 10.978         4.4319         3.1585
119 11.078         4.4553         3.1743
120 11.178         4.4792         3.2089
121 11.278         4.5042         3.2508
122 11.378         4.5305         3.3011
123 11.478         4.5581         3.3460
124 11.578         4.5860         3.3802
125 11.678         4.6135         3.4025
126 11.778         4.6407         3.4230
127 11.878         4.6678         3.4492
128 11.978         4.6948         3.4759
129 12.078         4.7219         3.5034
130 12.178         4.7491         3.5315
131 12.278         4.7763         3.5603
132 12.378         4.8037         3.5899
133 12.478         4.8313         3.6204
134 12.578         4.8591         3.6520
135 12.678         4.8872         3.6838
136 12.778         4.9154         3.7142
137 12.878         4.9437         3.7432
138 12.978         4.9719         3.7708
139 13.078         5.0000         3.7968


#AGE= 2.000 BINS=145 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.947         0.1714         0.1714
  2 -0.847         0.3796        -0.0397
  3 -0.747         0.5163        -0.0524
  4 -0.647         0.6211        -0.0474
  5 -0.547         0.7078        -0.0345
  6 -0.447         0.7831        -0.0149
  7 -0.347         0.8498         0.0031
  8 -0.247         0.9098         0.0205
  9 -0.147         0.9645         0.0375
 10 -0.047         1.0150         0.0558
 11  0.053         1.0621         0.0742
 12  0.153         1.1672         0.4992
 13  0.253         1.2589         0.5386
 14  0.353         1.3222         0.4545
 15  0.453         1.3792         0.4691
 16  0.553         1.4378         0.5391
 17  0.653         1.4556         0.0584
 18  0.753         1.4727         0.0603
 19  0.853         1.4892         0.0604
 20  0.953         1.5052         0.0635
 21  1.053         1.5206         0.0616
 22  1.153         1.5354         0.0615
 23  1.253         1.5497         0.0607
 24  1.353         1.5634         0.0542
 25  1.453         1.5763         0.0451
 26  1.553         1.5888         0.0418
 27  1.653         1.6048         0.1614
 28  1.753         1.7206         1.0898
 29  1.853         1.7693         0.7954
 30  1.953         1.8299         0.9442
 31  2.053         1.9579         1.3650
 32  2.153         2.1867         1.7990
 33  2.253         2.3701         1.9072
 34  2.353         2.4934         1.8866
 35  2.453         2.5864         1.8713
 36  2.553         2.6643         1.8795
 37  2.653         2.7312         1.8860
 38  2.753         2.7888         1.8829
 39  2.853         2.8390         1.8771
 40  2.953         2.8875         1.9115
 41  3.053         2.9311         1.9109
 42  3.153         2.9749         1.9569
 43  3.253         3.0099         1.8984
 44  3.353         3.0461         1.9492
 45  3.453         3.0790         1.9423
 46  3.553         3.1111         1.9633
 47  3.653         3.1423         1.9832
 48  3.753         3.1719         1.9919
 49  3.853         3.2002         1.9998
 50  3.953         3.2273         2.0082
 51  4.053         3.2531         2.0138
 52  4.153         3.2775         2.0165
 53  4.253         3.3007         2.0163
 54  4.353         3.3225         2.0131
 55  4.453         3.3434         2.0154
 56  4.553         3.3645         2.0397
 57  4.653         3.3854         2.0576
 58  4.753         3.4058         2.0667
 59  4.853         3.4255         2.0726
 60  4.953         3.4443         2.0711
 61  5.053         3.4629         2.0854
 62  5.153         3.4811         2.0936
 63  5.253         3.4988         2.1004
 64  5.353         3.5160         2.1067
 65  5.453         3.5329         2.1152
 66  5.553         3.5495         2.1224
 67  5.653         3.5656         2.1264
 68  5.753         3.5813         2.1315
 69  5.853         3.5959         2.1168
 70  5.953         3.6096         2.0989
 71  6.053         3.6227         2.0966
 72  6.153         3.6356         2.1027
 73  6.253         3.6484         2.1105
 74  6.353         3.6613         2.1277
 75  6.453         3.6739         2.1318
 76  6.553         3.6863         2.1346
 77  6.653         3.6984         2.1380
 78  6.753         3.7103         2.1417
 79  6.853         3.7220         2.1457
 80  6.953         3.7335         2.1501
 81  7.053         3.7448         2.1550
 82  7.153         3.7559         2.1602
 83  7.253         3.7670         2.1658
 84  7.353         3.7778         2.1718
 85  7.453         3.7886         2.1782
 86  7.553         3.7993         2.1851
 87  7.653         3.8099         2.1923
 88  7.753         3.8205         2.2000
 89  7.853         3.8309         2.2081
 90  7.953         3.8414         2.2167
 91  8.053         3.8518         2.2256
 92  8.153         3.8621         2.2348
 93  8.253         3.8724         2.2423
 94  8.353         3.8826         2.2491
 95  8.453         3.8927         2.2503
 96  8.553         3.9027         2.2599
 97  8.653         3.9129         2.2817
 98  8.753         3.9236         2.3097
 99  8.853         3.9346         2.3329
100  8.953         3.9460         2.3603
101  9.053         3.9579         2.3888
102  9.153         3.9703         2.4203
103  9.253         3.9833         2.4518
104  9.353         3.9966         2.4776
105  9.453         4.0103         2.5001
106  9.553         4.0246         2.5344
107  9.653         4.0395         2.5690
108  9.753         4.0551         2.6028
109  9.853         4.0714         2.6380
110  9.953         4.0885         2.6746
111 10.053         4.1064         2.7123
112 10.153         4.1252         2.7524
113 10.253         4.1449         2.7922
114 10.353         4.1655         2.8308
115 10.453         4.1870         2.8719
116 10.553         4.2096         2.9133
117 10.653         4.2327         2.9484
118 10.753         4.2566         2.9854
119 10.853         4.2805         3.0079
120 10.953         4.3036         3.0187
121 11.053         4.3288         3.0796
122 11.153         4.3598         3.1985
123 11.253         4.3840         3.1176
124 11.353         4.4102         3.1767
125 11.453         4.4370         3.2146
126 11.553         4.4646         3.2540
127 11.653         4.4928         3.2914
128 11.753         4.5211         3.3213
129 11.853         4.5490         3.3429
130 11.953         4.5764         3.3633
131 12.053         4.6036         3.3867
132 12.153         4.6307         3.4119
133 12.253         4.6578         3.4390
134 12.353         4.6850         3.4681
135 12.453         4.7124         3.4993
136 12.553         4.7402         3.5325
137 12.653         4.7682         3.5644
138 12.753         4.7965         3.5956
139 12.853         4.8249         3.6271
140 12.953         4.8536         3.6587
141 13.053         4.8824         3.6905
142 13.153         4.9116         3.7235
143 13.253         4.9410         3.7575
144 13.353         4.9706         3.7887
145 13.453         5.0000         3.8166


#AGE= 3.000 BINS=142 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.735         0.2124         0.2124
  2 -0.635         0.4468         0.0671
  3 -0.535         0.5801         0.0022
  4 -0.435         0.6803        -0.0057
  5 -0.335         0.7631         0.0022
  6 -0.235         0.8351         0.0195
  7 -0.135         0.8996         0.0391
  8 -0.035         0.9588         0.0644
  9  0.065         1.0136         0.0877
 10  0.165         1.0653         0.1152
 11  0.265         1.1137         0.1365
 12  0.365         1.1593         0.1582
 13  0.465         1.2029         0.1831
 14  0.565         1.2451         0.2117
 15  0.665         1.2862         0.2418
 16  0.765         1.3977         0.7527
 17  0.865         1.5112         0.8728
 18  0.965         1.5415         0.3693
 19  1.065         1.5694         0.3638
 20  1.165         1.5957         0.3647
 21  1.265         1.6207         0.3680
 22  1.365         1.6443         0.3683
 23  1.465         1.6668         0.3710
 24  1.565         1.6883         0.3710
 25  1.665         1.7086         0.3693
 26  1.765         1.7279         0.3645
 27  1.865         1.7462         0.3633
 28  1.965         1.7636         0.3574
 29  2.065         1.7801         0.3517
 30  2.165         1.7959         0.3479
 31  2.265         1.8481         0.9024
 32  2.365         1.9347         1.1921
 33  2.465         1.9754         0.9261
 34  2.565         2.0347         1.1411
 35  2.665         2.1800         1.6338
 36  2.765         2.4039         2.0089
 37  2.865         2.5381         1.9630
 38  2.965         2.6446         1.9818
 39  3.065         2.7282         1.9714
 40  3.165         2.7968         1.9617
 41  3.265         2.8564         1.9644
 42  3.365         2.9116         1.9880
 43  3.465         2.9605         1.9880
 44  3.565         3.0053         1.9963
 45  3.665         3.0458         1.9959
 46  3.765         3.0841         2.0108
 47  3.865         3.1205         2.0260
 48  3.965         3.1551         2.0393
 49  4.065         3.1877         2.0466
 50  4.165         3.2180         2.0469
 51  4.265         3.2456         2.0347
 52  4.365         3.2725         2.0508
 53  4.465         3.2972         2.0397
 54  4.565         3.3212         2.0524
 55  4.665         3.3448         2.0669
 56  4.765         3.3681         2.0870
 57  4.865         3.3899         2.0797
 58  4.965         3.4113         2.0922
 59  5.065         3.4322         2.1052
 60  5.165         3.4525         2.1125
 61  5.265         3.4723         2.1198
 62  5.365         3.4914         2.1268
 63  5.465         3.5101         2.1350
 64  5.565         3.5283         2.1414
 65  5.665         3.5460         2.1456
 66  5.765         3.5632         2.1523
 67  5.865         3.5800         2.1610
 68  5.965         3.5963         2.1611
 69  6.065         3.6112         2.1392
 70  6.165         3.6253         2.1297
 71  6.265         3.6390         2.1323
 72  6.365         3.6525         2.1363
 73  6.465         3.6661         2.1562
 74  6.565         3.6795         2.1619
 75  6.665         3.6925         2.1621
 76  6.765         3.7051         2.1634
 77  6.865         3.7175         2.1653
 78  6.965         3.7296         2.1681
 79  7.065         3.7414         2.1717
 80  7.165         3.7531         2.1761
 81  7.265         3.7646         2.1813
 82  7.365         3.7759         2.1874
 83  7.465         3.7872         2.1944
 84  7.565         3.7983         2.2023
 85  7.665         3.8094         2.2111
 86  7.765         3.8205         2.2208
 87  7.865         3.8315         2.2314
 88  7.965         3.8426         2.2429
 89  8.065         3.8537         2.2552
 90  8.165         3.8648         2.2668
 91  8.265         3.8757         2.2721
 92  8.365         3.8863         2.2699
 93  8.465         3.8969         2.2757
 94  8.565         3.9076         2.2936
 95  8.665         3.9186         2.3165
 96  8.765         3.9297         2.3349
 97  8.865         3.9413         2.3618
 98  8.965         3.9534         2.3926
 99  9.065         3.9660         2.4226
100  9.165         3.9792         2.4548
101  9.265         3.9928         2.4821
102  9.365         4.0067         2.5040
103  9.465         4.0210         2.5317
104  9.565         4.0360         2.5665
105  9.665         4.0517         2.6021
106  9.765         4.0681         2.6372
107  9.865         4.0854         2.6760
108  9.965         4.1036         2.7170
109 10.065         4.1226         2.7552
110 10.165         4.1424         2.7912
111 10.265         4.1631         2.8301
112 10.365         4.1842         2.8615
113 10.465         4.2058         2.8904
114 10.565         4.2278         2.9226
115 10.665         4.2506         2.9586
116 10.765         4.2742         2.9988
117 10.865         4.2991         3.0439
118 10.965         4.3327         3.2045
119 11.065         4.3575         3.1023
120 11.165         4.3826         3.1322
121 11.265         4.4104         3.2035
122 11.365         4.4375         3.2186
123 11.465         4.4652         3.2557
124 11.565         4.4930         3.2852
125 11.665         4.5209         3.3154
126 11.765         4.5489         3.3439
127 11.865         4.5767         3.3687
128 11.965         4.6042         3.3921
129 12.065         4.6315         3.4169
130 12.165         4.6588         3.4434
131 12.265         4.6861         3.4717
132 12.365         4.7137         3.5018
133 12.465         4.7413         3.5318
134 12.565         4.7690         3.5600
135 12.665         4.7969         3.5895
136 12.765         4.8249         3.6205
137 12.865         4.8532         3.6530
138 12.965         4.8818         3.6872
139 13.065         4.9110         3.7239
140 13.165         4.9406         3.7597
141 13.265         4.9704         3.7915
142 13.365         5.0000         3.8188


#AGE= 4.000 BINS=141 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.548         0.2040         0.2040
  2 -0.448         0.4548         0.0971
  3 -0.348         0.6047         0.0699
  4 -0.248         0.7172         0.0756
  5 -0.148         0.8092         0.0898
  6 -0.048         0.8879         0.1075
  7  0.052         0.9578         0.1300
  8  0.152         1.0215         0.1561
  9  0.252         1.0809         0.1879
 10  0.352         1.1360         0.2116
 11  0.452         1.1880         0.2405
 12  0.552         1.2376         0.2713
 13  0.652         1.2849         0.2985
 14  0.752         1.3311         0.3342
 15  0.852         1.3828         0.4337
 16  0.952         1.4767         0.7655
 17  1.052         1.6008         0.9960
 18  1.152         1.6311         0.4600
 19  1.252         1.6597         0.4636
 20  1.352         1.6878         0.4847
 21  1.452         1.7149         0.4972
 22  1.552         1.7417         0.5192
 23  1.652         1.7700         0.5688
 24  1.752         1.7966         0.5716
 25  1.852         1.8222         0.5793
 26  1.952         1.8475         0.5997
 27  2.052         1.8723         0.6176
 28  2.152         1.8962         0.6254
 29  2.252         1.9191         0.6282
 30  2.352         1.9409         0.6321
 31  2.452         1.9620         0.6381
 32  2.552         1.9822         0.6395
 33  2.652         2.0015         0.6396
 34  2.752         2.1813         1.7115
 35  2.852         2.2436         1.3694
 36  2.952         2.2867         1.2618
 37  3.052         2.3586         1.5423
 38  3.152         2.4630         1.7927
 39  3.252         2.5761         1.9364
 40  3.352         2.6858         2.0344
 41  3.452         2.7685         2.0076
 42  3.552         2.8338         1.9789
 43  3.652         2.8919         1.9891
 44  3.752         2.9444         2.0008
 45  3.852         2.9926         2.0140
 46  3.952         3.0370         2.0248
 47  4.052         3.0778         2.0306
 48  4.152         3.1147         2.0254
 49  4.252         3.1466         1.9972
 50  4.352         3.1775         2.0135
 51  4.452         3.2061         2.0103
 52  4.552         3.2341         2.0303
 53  4.652         3.2615         2.0475
 54  4.752         3.2866         2.0362
 55  4.852         3.3106         2.0412
 56  4.952         3.3343         2.0598
 57  5.052         3.3573         2.0695
 58  5.152         3.3795         2.0777
 59  5.252         3.4011         2.0854
 60  5.352         3.4219         2.0929
 61  5.452         3.4422         2.1015
 62  5.552         3.4618         2.1072
 63  5.652         3.4809         2.1131
 64  5.752         3.4994         2.1197
 65  5.852         3.5175         2.1288
 66  5.952         3.5351         2.1350
 67  6.052         3.5522         2.1379
 68  6.152         3.5680         2.1205
 69  6.252         3.5829         2.1116
 70  6.352         3.5975         2.1160
 71  6.452         3.6120         2.1285
 72  6.552         3.6267         2.1487
 73  6.652         3.6410         2.1519
 74  6.752         3.6548         2.1518
 75  6.852         3.6683         2.1539
 76  6.952         3.6815         2.1560
 77  7.052         3.6943         2.1579
 78  7.152         3.7068         2.1597
 79  7.252         3.7190         2.1614
 80  7.352         3.7309         2.1629
 81  7.452         3.7425         2.1643
 82  7.552         3.7539         2.1656
 83  7.652         3.7650         2.1667
