#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.2453 1.4887E-04 1.4887E-04  -2.10   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=117 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
 89  7.959         4.3089         3.2662
 90  8.059         4.3805         3.5623
 91  8.159         4.4375         3.5268
 92  8.259         4.4820         3.4706
 93  8.359         4.5299         3.5486
 94  8.459         4.5542         3.2897
 95  8.559         4.5758         3.2621
 96  8.659         4.5952         3.2351
 97  8.759         4.6136         3.2325
 98  8.859         4.6337         3.2889
 99  8.959         4.6567         3.3692
100  9.059         4.6784         3.3658
101  9.159         4.7010         3.4056
102  9.259         4.7228         3.4145
103  9.359         4.7441         3.4239
104  9.459         4.7649         3.4336
105  9.559         4.7851         3.4438
106  9.659         4.8050         3.4545
107  9.759         4.8244         3.4656
108  9.859         4.8435         3.4772
109  9.959         4.8622         3.4865
110 10.059         4.8804         3.4947
111 10.159         4.8983         3.5038
112 10.259         4.9159         3.5138
113 10.359         4.9332         3.5248
114 10.459         4.9502         3.5362
115 10.559         4.9669         3.5441
116 10.659         4.9835         3.5555
117 10.759         5.0000         3.5723


#AGE= 1.000 BINS=130 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -1.013         0.1690         0.1690
  2 -0.913         0.5134         0.2518
  3 -0.813         0.6848         0.1983
  4 -0.713         0.8115         0.2146
  5 -0.613         0.9113         0.2237
  6 -0.513         0.9937         0.2313
  7 -0.413         1.0639         0.2379
  8 -0.313         1.1253         0.2453
  9 -0.213         1.1796         0.2495
 10 -0.113         1.2284         0.2550
 11 -0.013         1.2728         0.2601
 12  0.087         1.3133         0.2631
 13  0.187         1.3513         0.2750
 14  0.287         1.4627         0.8169
 15  0.387         1.5730         0.9241
 16  0.487         1.5941         0.2695
 17  0.587         1.6143         0.2712
 18  0.687         1.6352         0.3068
 19  0.787         1.6580         0.3680
 20  0.887         1.6843         0.4532
 21  0.987         1.7166         0.5717
 22  1.087         1.7554         0.6870
 23  1.187         1.8004         0.7938
 24  1.287         1.8429         0.8122
 25  1.387         1.8727         0.6951
 26  1.487         1.8983         0.6547
 27  1.587         2.0798         1.6133
 28  1.687         2.2442         1.7426
 29  1.787         2.3393         1.6329
 30  1.887         2.4249         1.6779
 31  1.987         2.5043         1.7268
 32  2.087         2.5800         1.7840
 33  2.187         2.6601         1.8864
 34  2.287         2.7341         1.9291
 35  2.387         2.8053         1.9848
 36  2.487         2.8758         2.0519
 37  2.587         2.9416         2.0894
 38  2.687         2.9994         2.0946
 39  2.787         3.0610         2.1824
 40  2.887         3.1102         2.1406
 41  2.987         3.1566         2.1623
 42  3.087         3.1992         2.1697
 43  3.187         3.2390         2.1813
 44  3.287         3.2759         2.1866
 45  3.387         3.3083         2.1650
 46  3.487         3.3365         2.1347
 47  3.587         3.3630         2.1351
 48  3.687         3.3885         2.1453
 49  3.787         3.4123         2.1396
 50  3.887         3.4355         2.1507
 51  3.987         3.4584         2.1702
 52  4.087         3.4808         2.1807
 53  4.187         3.5021         2.1817
 54  4.287         3.5230         2.1957
 55  4.387         3.5436         2.2105
 56  4.487         3.5640         2.2255
 57  4.587         3.5841         2.2385
 58  4.687         3.6036         2.2460
 59  4.787         3.6228         2.2599
 60  4.887         3.6419         2.2740
 61  4.987         3.6606         2.2874
 62  5.087         3.6792         2.3003
 63  5.187         3.6975         2.3125
 64  5.287         3.7155         2.3240
 65  5.387         3.7332         2.3349
 66  5.487         3.7506         2.3451
 67  5.587         3.7677         2.3547
 68  5.687         3.7845         2.3634
 69  5.787         3.8010         2.3715
 70  5.887         3.8172         2.3804
 71  5.987         3.8331         2.3906
 72  6.087         3.8488         2.3999
 73  6.187         3.8643         2.4085
 74  6.287         3.8795         2.4162
 75  6.387         3.8945         2.4241
 76  6.487         3.9092         2.4322
 77  6.587         3.9237         2.4404
 78  6.687         3.9380         2.4486
 79  6.787         3.9520         2.4531
 80  6.887         3.9657         2.4564
 81  6.987         3.9792         2.4665
 82  7.087         3.9927         2.4774
 83  7.187         4.0063         2.4945
 84  7.287         4.0199         2.5093
 85  7.387         4.0334         2.5193
 86  7.487         4.0468         2.5313
 87  7.587         4.0604         2.5488
 88  7.687         4.0742         2.5686
 89  7.787         4.0882         2.5901
 90  7.887         4.1027         2.6175
 91  7.987         4.1177         2.6496
 92  8.087         4.1336         2.6886
 93  8.187         4.1501         2.7236
 94  8.287         4.1677         2.7657
 95  8.387         4.1863         2.8095
 96  8.487         4.2058         2.8480
 97  8.587         4.2271         2.9076
 98  8.687         4.2498         2.9559
 99  8.787         4.2724         2.9781
100  8.887         4.2937         2.9733
101  8.987         4.3183         3.0583
102  9.087         4.3410         3.0490
103  9.187         4.3696         3.1730
104  9.287         4.3981         3.2014
105  9.387         4.4265         3.2277
106  9.487         4.4551         3.2606
107  9.587         4.4838         3.2887
108  9.687         4.5121         3.3123
109  9.787         4.5402         3.3378
110  9.887         4.5682         3.3624
111  9.987         4.5958         3.3853
112 10.087         4.6230         3.4064
113 10.187         4.6499         3.4293
114 10.287         4.6769         3.4566
115 10.387         4.7036         3.4783
116 10.487         4.7296         3.4942
117 10.587         4.7547         3.5041
118 10.687         4.7786         3.5077
119 10.787         4.8018         3.5172
120 10.887         4.8243         3.5279
121 10.987         4.8459         3.5329
122 11.087         4.8665         3.5325
123 11.187         4.8859         3.5262
124 11.287         4.9041         3.5170
125 11.387         4.9214         3.5119
126 11.487         4.9380         3.5120
127 11.587         4.9542         3.5171
128 11.687         4.9697         3.5158
129 11.787         4.9848         3.5196
130 11.887         5.0000         3.5354


#AGE= 2.000 BINS=149 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.566        -0.4218        -0.4218
  2 -2.466        -0.1069        -0.3944
  3 -2.366         0.0796        -0.3775
  4 -2.266         0.2152        -0.3564
  5 -2.166         0.3316        -0.2972
  6 -2.066         0.4675        -0.1030
  7 -1.966         0.5439        -0.2489
  8 -1.866         0.6097        -0.2419
  9 -1.766         0.6695        -0.2214
 10 -1.666         0.7242        -0.2025
 11 -1.566         0.8169         0.1005
 12 -1.466         0.9434         0.3460
 13 -1.366         0.9819        -0.0896
 14 -1.266         1.0185        -0.0740
 15 -1.166         1.0541        -0.0504
 16 -1.066         1.0888        -0.0258
 17 -0.966         1.1229         0.0013
 18 -0.866         1.1564         0.0270
 19 -0.766         1.1897         0.0573
 20 -0.666         1.2225         0.0851
 21 -0.566         1.2549         0.1117
 22 -0.466         1.2871         0.1411
 23 -0.366         1.3191         0.1705
 24 -0.266         1.3509         0.1998
 25 -0.166         1.3824         0.2270
 26 -0.066         1.4143         0.2639
 27  0.034         1.4458         0.2912
 28  0.134         1.4765         0.3105
 29  0.234         1.5073         0.3434
 30  0.334         1.5380         0.3717
 31  0.434         1.5697         0.4178
 32  0.534         1.6011         0.4439
 33  0.634         1.6321         0.4699
 34  0.734         1.6624         0.4920
 35  0.834         1.6918         0.5070
 36  0.934         1.7218         0.5459
 37  1.034         1.8152         1.1019
 38  1.134         1.8900         1.0895
 39  1.234         1.9130         0.6259
 40  1.334         1.9363         0.6528
 41  1.434         1.9625         0.7298
 42  1.534         1.9932         0.8284
 43  1.634         2.0301         0.9401
 44  1.734         2.0742         1.0594
 45  1.834         2.1263         1.1798
 46  1.934         2.1863         1.2969
 47  2.034         2.2532         1.4076
 48  2.134         2.3253         1.5100
 49  2.234         2.3999         1.5978
 50  2.334         2.4771         1.6893
 51  2.434         2.5557         1.7747
 52  2.534         2.6346         1.8549
 53  2.634         2.7093         1.9078
 54  2.734         2.7778         1.9422
 55  2.834         2.8401         1.9656
 56  2.934         2.8971         1.9869
 57  3.034         2.9500         2.0099
 58  3.134         2.9995         2.0315
 59  3.234         3.0445         2.0375
 60  3.334         3.0835         2.0183
 61  3.434         3.1191         2.0145
 62  3.534         3.1531         2.0299
 63  3.634         3.1856         2.0442
 64  3.734         3.2158         2.0421
 65  3.834         3.2452         2.0611
 66  3.934         3.2744         2.0881
 67  4.034         3.3021         2.0931
 68  4.134         3.3286         2.1009
 69  4.234         3.3547         2.1195
 70  4.334         3.3802         2.1371
 71  4.434         3.4051         2.1509
 72  4.534         3.4294         2.1650
 73  4.634         3.4528         2.1735
 74  4.734         3.4757         2.1852
 75  4.834         3.4984         2.2046
 76  4.934         3.5208         2.2232
 77  5.034         3.5431         2.2427
 78  5.134         3.5650         2.2567
 79  5.234         3.5861         2.2612
 80  5.334         3.6065         2.2679
 81  5.434         3.6263         2.2763
 82  5.534         3.6457         2.2865
 83  5.634         3.6648         2.2983
 84  5.734         3.6836         2.3094
 85  5.834         3.7020         2.3196
 86  5.934         3.7200         2.3298
 87  6.034         3.7377         2.3400
 88  6.134         3.7552         2.3496
 89  6.234         3.7722         2.3587
 90  6.334         3.7890         2.3679
 91  6.434         3.8055         2.3763
 92  6.534         3.8217         2.3848
 93  6.634         3.8375         2.3921
 94  6.734         3.8531         2.3987
 95  6.834         3.8683         2.4052
 96  6.934         3.8831         2.4093
 97  7.034         3.8979         2.4223
 98  7.134         3.9128         2.4392
 99  7.234         3.9276         2.4539
100  7.334         3.9423         2.4645
101  7.434         3.9568         2.4747
102  7.534         3.9715         2.4918
103  7.634         3.9862         2.5085
104  7.734         4.0011         2.5295
105  7.834         4.0166         2.5615
106  7.934         4.0325         2.5881
107  8.034         4.0492         2.6255
108  8.134         4.0669         2.6694
109  8.234         4.0858         2.7139
110  8.334         4.1056         2.7558
111  8.434         4.1264         2.7953
112  8.534         4.1479         2.8326
113  8.634         4.1701         2.8675
114  8.734         4.1928         2.9000
115  8.834         4.2159         2.9296
116  8.934         4.2427         3.0204
117  9.034         4.2705         3.0632
118  9.134         4.3009         3.1296
119  9.234         4.3307         3.1524
120  9.334         4.3593         3.1636
121  9.434         4.3879         3.1935
122  9.534         4.4162         3.2160
123  9.634         4.4444         3.2418
124  9.734         4.4724         3.2684
125  9.834         4.5002         3.2918
126  9.934         4.5276         3.3143
127 10.034         4.5547         3.3372
128 10.134         4.5816         3.3595
129 10.234         4.6083         3.3835
130 10.334         4.6351         3.4125
131 10.434         4.6617         3.4354
132 10.534         4.6877         3.4513
133 10.634         4.7126         3.4601
134 10.734         4.7364         3.4622
135 10.834         4.7594         3.4718
136 10.934         4.7816         3.4805
137 11.034         4.8030         3.4837
138 11.134         4.8232         3.4814
139 11.234         4.8422         3.4737
140 11.334         4.8601         3.4662
141 11.434         4.8772         3.4636
142 11.534         4.8937         3.4662
143 11.634         4.9099         3.4714
144 11.734         4.9254         3.4717
145 11.834         4.9406         3.4773
146 11.934         4.9557         3.4890
147 12.034         4.9706         3.4978
148 12.134         4.9853         3.5079
149 12.234         5.0000         3.5226


#AGE= 3.000 BINS=150 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.730        -0.5676        -0.5676
  2 -2.630        -0.2517        -0.5383
  3 -2.530        -0.0617        -0.5124
  4 -2.430         0.0748        -0.4941
  5 -2.330         0.1854        -0.4628
  6 -2.230         0.2786        -0.4355
  7 -2.130         0.3594        -0.4108
  8 -2.030         0.4321        -0.3802
  9 -1.930         0.4977        -0.3557
 10 -1.830         0.5582        -0.3273
 11 -1.730         0.6348        -0.1565
 12 -1.630         0.6941        -0.2002
 13 -1.530         0.7428        -0.2309
 14 -1.430         0.7852        -0.2470
 15 -1.330         0.9300         0.3826
 16 -1.230         0.9672        -0.1178
 17 -1.130         1.0023        -0.1085
 18 -1.030         1.0361        -0.0897
 19 -0.930         1.0694        -0.0618
 20 -0.830         1.1023        -0.0343
 21 -0.730         1.1349        -0.0069
 22 -0.630         1.1672         0.0225
 23 -0.530         1.1993         0.0533
 24 -0.430         1.2313         0.0817
 25 -0.330         1.2629         0.1097
 26 -0.230         1.2945         0.1403
 27 -0.130         1.3259         0.1691
 28 -0.030         1.3570         0.1973
 29  0.070         1.3881         0.2271
 30  0.170         1.4193         0.2598
 31  0.270         1.4503         0.2898
 32  0.370         1.4818         0.3255
 33  0.470         1.5132         0.3566
 34  0.570         1.5443         0.3843
 35  0.670         1.5762         0.4261
 36  0.770         1.6092         0.4741
 37  0.870         1.6417         0.4996
 38  0.970         1.6725         0.5080
 39  1.070         1.7022         0.5227
 40  1.170         1.7311         0.5397
 41  1.270         1.7602         0.5720
 42  1.370         1.7934         0.6604
 43  1.470         1.9173         1.3119
 44  1.570         1.9574         0.9030
 45  1.670         1.9928         0.8865
 46  1.770         2.0286         0.9269
 47  1.870         2.0687         1.0148
 48  1.970         2.1152         1.1213
 49  2.070         2.1684         1.2303
 50  2.170         2.2279         1.3353
 51  2.270         2.2934         1.4394
 52  2.370         2.3634         1.5359
 53  2.470         2.4361         1.6245
 54  2.570         2.5107         1.7088
 55  2.670         2.5852         1.7830
 56  2.770         2.6594         1.8552
 57  2.870         2.7274         1.8883
 58  2.970         2.7894         1.9133
 59  3.070         2.8458         1.9319
 60  3.170         2.8958         1.9317
 61  3.270         2.9408         1.9347
 62  3.370         2.9830         1.9494
 63  3.470         3.0233         1.9702
 64  3.570         3.0612         1.9841
 65  3.670         3.0969         1.9931
 66  3.770         3.1318         2.0202
 67  3.870         3.1662         2.0473
 68  3.970         3.1989         2.0604
 69  4.070         3.2305         2.0762
 70  4.170         3.2613         2.0962
 71  4.270         3.2912         2.1151
 72  4.370         3.3203         2.1315
 73  4.470         3.3484         2.1459
 74  4.570         3.3758         2.1612
 75  4.670         3.4023         2.1755
 76  4.770         3.4285         2.1955
 77  4.870         3.4542         2.2139
 78  4.970         3.4792         2.2266
 79  5.070         3.5035         2.2397
 80  5.170         3.5272         2.2514
 81  5.270         3.5498         2.2557
 82  5.370         3.5719         2.2670
 83  5.470         3.5937         2.2833
 84  5.570         3.6149         2.2938
 85  5.670         3.6357         2.3051
 86  5.770         3.6561         2.3171
 87  5.870         3.6760         2.3279
 88  5.970         3.6955         2.3386
 89  6.070         3.7146         2.3485
 90  6.170         3.7333         2.3583
 91  6.270         3.7517         2.3677
 92  6.370         3.7696         2.3770
 93  6.470         3.7872         2.3863
 94  6.570         3.8045         2.3952
 95  6.670         3.8213         2.4021
 96  6.770         3.8378         2.4091
 97  6.870         3.8539         2.4141
 98  6.970         3.8698         2.4242
 99  7.070         3.8856         2.4389
100  7.170         3.9014         2.4550
101  7.270         3.9171         2.4683
102  7.370         3.9326         2.4762
103  7.470         3.9480         2.4910
104  7.570         3.9635         2.5085
105  7.670         3.9790         2.5242
106  7.770         3.9951         2.5555
107  7.870         4.0116         2.5823
108  7.970         4.0287         2.6150
109  8.070         4.0466         2.6540
110  8.170         4.0654         2.6926
111  8.270         4.0851         2.7318
112  8.370         4.1057         2.7720
113  8.470         4.1274         2.8134
114  8.570         4.1500         2.8567
115  8.670         4.1739         2.9023
116  8.770         4.1992         2.9509
117  8.870         4.2255         2.9955
118  8.970         4.2559         3.0859
119  9.070         4.2865         3.1194
120  9.170         4.3187         3.1726
121  9.270         4.3482         3.1652
122  9.370         4.3775         3.1924
123  9.470         4.4067         3.2195
124  9.570         4.4353         3.2394
125  9.670         4.4633         3.2588
126  9.770         4.4911         3.2837
127  9.870         4.5186         3.3072
128  9.970         4.5459         3.3308
129 10.070         4.5730         3.3539
130 10.170         4.5998         3.3762
131 10.270         4.6265         3.4029
132 10.370         4.6532         3.4278
133 10.470         4.6793         3.4461
134 10.570         4.7046         3.4575
135 10.670         4.7290         3.4652
136 10.770         4.7528         3.4807
137 10.870         4.7759         3.4909
138 10.970         4.7981         3.4942
139 11.070         4.8189         3.4902
140 11.170         4.8385         3.4824
141 11.270         4.8570         3.4784
142 11.370         4.8748         3.4776
143 11.470         4.8920         3.4799
144 11.570         4.9085         3.4813
145 11.670         4.9244         3.4802
146 11.770         4.9399         3.4853
147 11.870         4.9553         3.4959
148 11.970         4.9703         3.5023
149 12.070         4.9852         3.5113
150 12.170         5.0000         3.5263


#AGE= 4.000 BINS=152 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -2.832        -0.6725        -0.6725
  2 -2.732        -0.3604        -0.6507
  3 -2.632        -0.1762        -0.6376
  4 -2.532        -0.0366        -0.5973
  5 -2.432         0.0733        -0.5774
  6 -2.332         0.1646        -0.5574
  7 -2.232         0.2462        -0.5205
  8 -2.132         0.3174        -0.5029
  9 -2.032         0.3832        -0.4689
 10 -1.932         0.4444        -0.4366
 11 -1.832         0.5006        -0.4154
 12 -1.732         0.5527        -0.3938
 13 -1.632         0.6094        -0.3030
 14 -1.532         0.6714        -0.2048
 15 -1.432         0.7178        -0.2765
 16 -1.332         0.7590        -0.2845
 17 -1.232         0.8795         0.2641
 18 -1.132         0.9240        -0.0880
 19 -1.032         0.9590        -0.1522
 20 -0.932         0.9926        -0.1353
 21 -0.832         1.0256        -0.1093
 22 -0.732         1.0582        -0.0835
 23 -0.632         1.0906        -0.0528
 24 -0.532         1.1226        -0.0251
 25 -0.432         1.1547         0.0066
 26 -0.332         1.1866         0.0371
 27 -0.232         1.2182         0.0651
 28 -0.132         1.2500         0.0981
 29 -0.032         1.2814         0.1257
 30  0.068         1.3128         0.1565
 31  0.168         1.3442         0.1866
 32  0.268         1.3753         0.2159
 33  0.368         1.4064         0.2448
 34  0.468         1.4378         0.2812
 35  0.568         1.4693         0.3144
 36  0.668         1.5008         0.3465
 37  0.768         1.5326         0.3815
 38  0.868         1.5649         0.4192
 39  0.968         1.5981         0.4650
 40  1.068         1.6312         0.4978
 41  1.168         1.6631         0.5134
 42  1.268         1.6938         0.5273
 43  1.368         1.7234         0.5418
 44  1.468         1.7525         0.5642
 45  1.568         1.7823         0.6041
 46  1.668         1.8202         0.7421
 47  1.768         1.9267         1.2641
 48  1.868         1.9747         0.9942
 49  1.968         2.0200         1.0158
 50  2.068         2.0678         1.0864
 51  2.168         2.1207         1.1799
 52  2.268         2.1766         1.2585
 53  2.368         2.2377         1.3558
 54  2.468         2.3033         1.4503
 55  2.568         2.3720         1.5374
 56  2.668         2.4430         1.6211
 57  2.768         2.5144         1.6949
 58  2.868         2.5859         1.7672
 59  2.968         2.6523         1.8038
 60  3.068         2.7115         1.8166
 61  3.168         2.7652         1.8313
 62  3.268         2.8151         1.8506
 63  3.368         2.8620         1.8722
 64  3.468         2.9060         1.8896
 65  3.568         2.9474         1.9063
 66  3.668         2.9877         1.9349
 67  3.768         3.0272         1.9668
 68  3.868         3.0652         1.9885
 69  3.968         3.1017         2.0085
 70  4.068         3.1372         2.0312
 71  4.168         3.1718         2.0556
 72  4.268         3.2053         2.0770
 73  4.368         3.2379         2.0967
 74  4.468         3.2694         2.1144
 75  4.568         3.2999         2.1310
 76  4.668         3.3296         2.1492
 77  4.768         3.3585         2.1686
 78  4.868         3.3866         2.1823
 79  4.968         3.4135         2.1920
 80  5.068         3.4397         2.2073
 81  5.168         3.4652         2.2208
 82  5.268         3.4896         2.2270
 83  5.368         3.5136         2.2446
 84  5.468         3.5371         2.2589
 85  5.568         3.5600         2.2701
 86  5.668         3.5823         2.2823
 87  5.768         3.6042         2.2952
 88  5.868         3.6255         2.3069
 89  5.968         3.6464         2.3171
 90  6.068         3.6668         2.3286
 91  6.168         3.6867         2.3390
 92  6.268         3.7062         2.3485
 93  6.368         3.7253         2.3585
 94  6.468         3.7440         2.3682
 95  6.568         3.7623         2.3776
 96  6.668         3.7801         2.3853
 97  6.768         3.7975         2.3916
 98  6.868         3.8145         2.3988
 99  6.968         3.8312         2.4074
100  7.068         3.8479         2.4247
101  7.168         3.8646         2.4398
102  7.268         3.8811         2.4524
103  7.368         3.8973         2.4611
104  7.468         3.9134         2.4765
105  7.568         3.9297         2.4958
106  7.668         3.9459         2.5098
107  7.768         3.9627         2.5421
108  7.868         3.9800         2.5707
109  7.968         3.9978         2.6024
110  8.068         4.0167         2.6446
111  8.168         4.0365         2.6860
112  8.268         4.0573         2.7270
113  8.368         4.0790         2.7679
114  8.468         4.1018         2.8090
115  8.568         4.1255         2.8506
116  8.668         4.1502         2.8931
117  8.768         4.1760         2.9369
118  8.868         4.2029         2.9823
119  8.968         4.2353         3.0922
120  9.068         4.2674         3.1201
121  9.168         4.2999         3.1578
