#NUMBER OF AGES=15
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]       
# 1.9380  0.3210 4.6890E-02 4.6890E-02   0.50   0.00        
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)                          
#----------------------------------------------------       
#AGE= 0.010 BINS=139 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
117 11.090         4.2769         3.0042
118 11.190         4.3020         3.0510
119 11.290         4.3353         3.2027
120 11.390         4.3595         3.0943
121 11.490         4.3851         3.1426
122 11.590         4.4123         3.1964
123 11.690         4.4399         3.2292
124 11.790         4.4679         3.2623
125 11.890         4.4961         3.2948
126 11.990         4.5242         3.3216
127 12.090         4.5519         3.3424
128 12.190         4.5791         3.3618
129 12.290         4.6059         3.3835
130 12.390         4.6326         3.4077
131 12.490         4.6593         3.4345
132 12.590         4.6861         3.4641
133 12.690         4.7133         3.4965
134 12.790         4.7409         3.5299
135 12.890         4.7686         3.5605
136 12.990         4.7966         3.5915
137 13.090         4.8248         3.6232
138 13.190         4.8533         3.6556
139 13.290         4.8820         3.6887
140 13.390         4.9112         3.7244
141 13.490         4.9408         3.7591
142 13.590         4.9705         3.7903
143 13.690         5.0000         3.8178


#AGE= 3.000 BINS=140 Power-law IMF: x=-2.350
# N  sdss_r       Log10(N)       Log10(dN)
  1 -0.304         0.3552         0.3552
  2 -0.204         0.5560         0.1243
  3 -0.104         0.6753         0.0561
  4 -0.004         0.7641         0.0311
  5  0.096         0.8383         0.0342
  6  0.196         0.9035         0.0475
  7  0.296         0.9619         0.0622
  8  0.396         1.0158         0.0827
  9  0.496         1.0661         0.1049
 10  0.596         1.1128         0.1215
 11  0.696         1.1569         0.1419
 12  0.796         1.2690         0.6260
 13  0.896         1.4017         0.8220
 14  0.996         1.4449         0.4213
 15  1.096         1.4717         0.2490
 16  1.196         1.4971         0.2509
 17  1.296         1.5214         0.2574
 18  1.396         1.5447         0.2630
 19  1.496         1.5670         0.2659
 20  1.596         1.5885         0.2719
 21  1.696         1.6091         0.2748
 22  1.796         1.6287         0.2743
 23  1.896         1.6475         0.2745
 24  1.996         1.6655         0.2751
 25  2.096         1.6828         0.2736
 26  2.196         1.6994         0.2740
 27  2.296         1.7808         1.0134
 28  2.396         1.8988         1.2751
 29  2.496         1.9481         0.9791
 30  2.596         2.0104         1.1361
 31  2.696         2.1289         1.5071
 32  2.796         2.3264         1.8890
 33  2.896         2.4860         1.9741
 34  2.996         2.6033         1.9773
 35  3.096         2.6956         1.9776
 36  3.196         2.7713         1.9757
 37  3.296         2.8355         1.9734
 38  3.396         2.8915         1.9742
 39  3.496         2.9416         1.9786
 40  3.596         2.9859         1.9722
 41  3.696         3.0268         1.9805
 42  3.796         3.0653         1.9939
 43  3.896         3.1016         2.0058
 44  3.996         3.1360         2.0175
 45  4.096         3.1685         2.0275
 46  4.196         3.1994         2.0358
 47  4.296         3.2273         2.0204
 48  4.396         3.2525         2.0042
 49  4.496         3.2780         2.0350
 50  4.596         3.3033         2.0548
 51  4.696         3.3277         2.0660
 52  4.796         3.3506         2.0618
 53  4.896         3.3723         2.0583
 54  4.996         3.3930         2.0629
 55  5.096         3.4135         2.0773
 56  5.196         3.4335         2.0848
 57  5.296         3.4528         2.0923
 58  5.396         3.4717         2.0995
 59  5.496         3.4900         2.1061
 60  5.596         3.5078         2.1121
 61  5.696         3.5251         2.1179
 62  5.796         3.5420         2.1221
 63  5.896         3.5584         2.1263
 64  5.996         3.5743         2.1304
 65  6.096         3.5897         2.1322
 66  6.196         3.6046         2.1335
 67  6.296         3.6190         2.1309
 68  6.396         3.6328         2.1296
 69  6.496         3.6461         2.1259
 70  6.596         3.6586         2.1109
 71  6.696         3.6704         2.0991
 72  6.796         3.6818         2.0932
 73  6.896         3.6928         2.0932
 74  6.996         3.7038         2.0990
 75  7.096         3.7145         2.1031
 76  7.196         3.7247         2.0914
