# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Nov 16 20:12:22 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i> + 2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Jmag    Hmag    Ksmag
4.9184e-05 -2.19174 9.00000 0.1000000015 1.1711064122    0.100 -2.790  3.5571  5.409    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-16      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.746 16.832 13.812 12.187 11.557 11.179 9.925 9.651 9.555
4.9184e-05 -2.19174 9.00000 0.1006477326 1.1764944571    0.101 -2.780  3.5581  5.405    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.720 16.771 13.772 12.156 11.532 11.157 9.904 9.625 9.527
4.9184e-05 -2.19174 9.00000 0.1032739505 1.1978870268    0.103 -2.740  3.5623  5.392    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-16      0.00 7.504e-01 2.495e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 11.619 16.523 13.612 12.036 11.431 11.068 9.818 9.519 9.415
4.9184e-05 -2.19174 9.00000 0.1067620367 1.2252311375    0.106 -2.687  3.5678  5.375    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-16      0.00 7.504e-01 2.495e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.487 16.198 13.401 11.880 11.298 10.951 9.707 9.381 9.270
4.9184e-05 -2.19174 9.00000 0.1098214313 1.2482754908    0.109 -2.642  3.5725  5.360    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-16      0.00 7.504e-01 2.495e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.375 15.927 13.222 11.749 11.186 10.850 9.612 9.266 9.149
4.9184e-05 -2.19174 9.00000 0.1238498837 1.3441719994    0.123 -2.468  3.5890  5.305    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-16      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.939 14.963 12.560 11.258 10.750 10.449 9.238 8.825 8.696
4.9184e-05 -2.19174 9.00000 0.1294642836 1.3786745408    0.129 -2.403  3.5951  5.284    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-16      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.778 14.637 12.327 11.079 10.588 10.298 9.098 8.668 8.535
4.9184e-05 -2.19174 9.00000 0.1491071582 1.4855959672    0.149 -2.249  3.6064  5.237    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.43e-16      0.00 7.499e-01 2.500e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.392 13.966 11.813 10.659 10.198 9.927 8.750 8.294 8.152
4.9184e-05 -2.19174 9.00000 0.1687500030 1.5756139920    0.168 -2.132  3.6138  5.203    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.67e-16      0.00 7.497e-01 2.502e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.990e-05 10.100 13.503 11.444 10.345 9.903 9.645 8.483 8.016 7.868
4.9184e-05 -2.19174 9.00000 0.2080357224 1.7204495903    0.207 -1.943  3.6251  5.150    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.37e-16      0.00 7.495e-01 2.504e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.628 12.788 10.862 9.839 9.423 9.184 8.046 7.572 7.418
4.9184e-05 -2.19174 9.00000 0.2571428716 1.8581268277    0.257 -1.760  3.6354  5.101    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-15      0.00 7.492e-01 2.507e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.170 12.120 10.309 9.350 8.958 8.735 7.619 7.147 6.989
4.9184e-05 -2.19174 9.00000 0.3062500358 1.9652636675    0.306 -1.609  3.6437  5.059    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-15      0.00 7.491e-01 2.508e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.793 11.584 9.862 8.949 8.576 8.366 7.267 6.801 6.643
4.9184e-05 -2.19174 9.00000 0.3553571403 2.0521113302    0.355 -1.479  3.6511  5.024    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-15      0.00 7.492e-01 2.507e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.467 11.120 9.476 8.602 8.245 8.047 6.963 6.504 6.349
4.9184e-05 -2.19174 9.00000 0.3708106875 2.0762646501    0.371 -1.438  3.6536  5.011    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-15      0.00 7.498e-01 2.501e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.365 10.973 9.354 8.492 8.140 7.946 6.868 6.411 6.257
4.9184e-05 -2.19174 9.00000 0.4044643044 2.1246090444    0.404 -1.352  3.6586  4.983    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-15      0.00 7.508e-01 2.491e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 8.150 10.667 9.100 8.264 7.923 7.737 6.668 6.217 6.066
4.9184e-05 -2.19174 9.00000 0.4535714388 2.1864813481    0.453 -1.220  3.6701  4.947    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.78e-15      0.00 7.508e-01 2.491e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.820 10.139 8.687 7.907 7.590 7.421 6.375 5.936 5.794
4.9184e-05 -2.19174 9.00000 0.5026785731 2.2401984691    0.503 -1.076  3.6830  4.899    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-15      0.00 7.509e-01 2.490e-01 1.797e-05 4.848e-06 4.398e-05 -1.000 9.674e-05 7.460 9.568 8.240 7.520 7.230 7.080 6.058 5.633 5.503
4.9184e-05 -2.19174 9.00000 0.5517857671 2.2851312492    0.551 -0.919  3.6983  4.843    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.71e-15      0.00 7.537e-01 2.462e-01 1.779e-05 4.799e-06 4.352e-05 -1.000 1.682e-05 7.067 8.945 7.751 7.102 6.844 6.716 5.720 5.313 5.198
4.9184e-05 -2.19174 9.00000 0.6008928418 2.3217254164    0.601 -0.757  3.7175  4.796    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-14      0.00 7.547e-01 2.452e-01 1.771e-05 4.779e-06 4.335e-05 -1.000 1.000e-04 6.663 8.290 7.244 6.677 6.458 6.356 5.394 5.011 4.913
4.9184e-05 -2.19174 9.00000 0.6499999762 2.3520353107    0.650 -0.599  3.7383  4.755    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.563e-01 2.436e-01 1.762e-05 4.753e-06 4.311e-05 -1.000 1.000e-04 6.267 7.674 6.756 6.270 6.090 6.016 5.088 4.734 4.652
4.9184e-05 -2.19174 9.00000 0.6999999881 2.3779266974    0.700 -0.445  3.7607  4.723    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-14      0.00 7.585e-01 2.414e-01 1.748e-05 4.716e-06 4.278e-05 -1.000 1.000e-04 5.882 7.100 6.293 5.891 5.751 5.705 4.811 4.484 4.421
4.9184e-05 -2.19174 9.00000 0.7306236625 2.3917878511    0.731 -0.354  3.7737  4.703    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-14      0.00 7.605e-01 2.394e-01 1.720e-05 4.676e-06 4.246e-05 -1.000 1.000e-04 5.656 6.795 6.032 5.674 5.556 5.525 4.648 4.336 4.285
4.9184e-05 -2.19174 9.00000 0.7500000000 2.3998889087    0.750 -0.299  3.7817  4.691    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-14      0.00 7.621e-01 2.378e-01 1.702e-05 4.648e-06 4.223e-05 -1.000 9.993e-05 5.518 6.617 5.874 5.544 5.437 5.415 4.549 4.247 4.201
4.9184e-05 -2.19174 9.00000 0.7614440918 2.4044514808    0.761 -0.267  3.7857  4.682    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-14      0.00 7.629e-01 2.370e-01 1.698e-05 4.637e-06 4.213e-05 -1.000 9.994e-05 5.439 6.519 5.785 5.468 5.369 5.351 4.491 4.194 4.152
4.9184e-05 -2.19174 9.00000 0.8000000119 2.4187244405    0.800 -0.164  3.7989  4.652    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.54e-14      0.00 7.660e-01 2.339e-01 1.682e-05 4.597e-06 4.178e-05 -1.000 8.346e-05 5.179 6.210 5.494 5.222 5.144 5.142 4.301 4.024 3.991
4.9184e-05 -2.19174 9.00000 0.8500000238 2.4350346840    0.850 -0.035  3.8154  4.616    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.17e-14      0.00 7.658e-01 2.341e-01 1.688e-05 4.614e-06 4.195e-05 -1.000 9.996e-05 4.858 5.855 5.134 4.915 4.864 4.881 4.065 3.817 3.793
4.9184e-05 -2.19174 9.00000 0.8653044105 2.4395958260    0.865  0.003  3.8204  4.606    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.75e-14      0.00 7.659e-01 2.340e-01 1.687e-05 4.611e-06 4.192e-05 -1.000 9.996e-05 4.763 5.754 5.028 4.823 4.780 4.803 3.995 3.757 3.734
4.9184e-05 -2.19174 9.00000 0.8999999762 2.4492786016    0.899  0.087  3.8314  4.583    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-14      0.00 7.662e-01 2.337e-01 1.685e-05 4.608e-06 4.189e-05 -1.000 1.000e-04 4.553 5.535 4.792 4.618 4.592 4.629 3.839 3.624 3.605
4.9184e-05 -2.19174 9.00000 0.9129099846 2.4526661676    0.912  0.117  3.8357  4.576    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.85e-14      0.00 7.662e-01 2.337e-01 1.686e-05 4.608e-06 4.189e-05 -1.000 1.001e-04 4.478 5.459 4.707 4.545 4.526 4.567 3.784 3.579 3.560
4.9184e-05 -2.19174 9.00000 0.9499999881 2.4618121868    0.949  0.202  3.8477  4.557    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-13      0.00 7.657e-01 2.342e-01 1.687e-05 4.613e-06 4.193e-05 -1.000 1.000e-04 4.266 5.248 4.465 4.337 4.338 4.394 3.632 3.452 3.435
4.9184e-05 -2.19174 9.00000 0.9701553583 2.4664464041    0.970  0.246  3.8547  4.549    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-13      0.00 7.660e-01 2.339e-01 1.686e-05 4.609e-06 4.190e-05 -1.000 9.665e-05 4.155 5.139 4.338 4.229 4.241 4.306 3.555 3.391 3.374
4.9184e-05 -2.19174 9.00000 1.0000000000 2.4729154477    1.000  0.311  3.8648  4.538    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-13      0.00 7.663e-01 2.336e-01 1.685e-05 4.605e-06 4.187e-05 -1.000 9.610e-05 3.993 4.984 4.151 4.072 4.101 4.178 3.444 3.302 3.286
4.9184e-05 -2.19174 9.00000 1.0243315697 2.4778699545    1.024  0.362  3.8742  4.535    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.666e-01 2.333e-01 1.683e-05 4.601e-06 4.183e-05 -1.000 9.996e-05 3.866 4.864 4.001 3.949 3.995 4.082 3.364 3.242 3.227
4.9184e-05 -2.19174 9.00000 1.0499999523 2.4828114860    1.049  0.415  3.8842  4.533    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-13      0.00 7.668e-01 2.331e-01 1.682e-05 4.598e-06 4.180e-05 -1.000 9.997e-05 3.733 4.740 3.845 3.822 3.885 3.984 3.283 3.182 3.167
4.9184e-05 -2.19174 9.00000 1.0764495134 2.4876209373    1.076  0.467  3.8953  4.536    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-13      0.00 7.671e-01 2.328e-01 1.680e-05 4.594e-06 4.176e-05 -1.000 9.993e-05 3.602 4.619 3.690 3.698 3.781 3.894 3.210 3.132 3.117
4.9184e-05 -2.19174 9.00000 1.1000000238 2.4916801480    1.099  0.513  3.9051  4.538    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-13      0.00 7.673e-01 2.326e-01 1.679e-05 4.591e-06 4.174e-05 -1.000 9.999e-05 3.487 4.513 3.555 3.592 3.693 3.816 3.148 3.088 3.073
4.9184e-05 -2.19174 9.00000 1.1206098795 2.4950719834    1.120  0.553  3.9135  4.540    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-13      0.00 7.676e-01 2.323e-01 1.678e-05 4.587e-06 4.171e-05 -1.000 1.000e-04 3.388 4.422 3.443 3.504 3.620 3.751 3.097 3.052 3.037
