# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Nov 16 20:19:30 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i> + 2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Jmag    Hmag    Ksmag
4.9184e-05 -2.19174 9.69897 0.1000000015 1.1711064122    0.100 -2.787  3.5576  5.408    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-16      0.00 7.486e-01 2.513e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.739 16.807 13.797 12.177 11.550 11.173 9.920 9.644 9.547
4.9184e-05 -2.19174 9.69897 0.1098214313 1.2482754908    0.109 -2.639  3.5730  5.359    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-16      0.00 7.479e-01 2.520e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 11.367 15.900 13.206 11.739 11.178 10.843 9.606 9.257 9.140
4.9184e-05 -2.19174 9.69897 0.1294642836 1.3786745408    0.129 -2.399  3.5956  5.282    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.19e-16      0.00 7.465e-01 2.534e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 10.768 14.613 12.311 11.068 10.578 10.289 9.090 8.658 8.525
4.9184e-05 -2.19174 9.69897 0.1491071582 1.4855959672    0.149 -2.243  3.6070  5.233    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-16      0.00 7.456e-01 2.543e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.377 13.937 11.792 10.642 10.182 9.913 8.737 8.279 8.137
4.9184e-05 -2.19174 9.69897 0.1687500030 1.5756139920    0.168 -2.122  3.6144  5.194    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.86e-16      0.00 7.449e-01 2.550e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.074 13.464 11.412 10.318 9.876 9.619 8.458 7.990 7.842
4.9184e-05 -2.19174 9.69897 0.2080357224 1.7204495903    0.207 -1.921  3.6255  5.129    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.02e-16      0.00 7.441e-01 2.558e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 9.572 12.721 10.801 9.782 9.368 9.129 7.991 7.517 7.361
4.9184e-05 -2.19174 9.69897 0.2571428716 1.8581268277    0.257 -1.727  3.6356  5.069    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-15      0.00 7.440e-01 2.559e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.088 12.031 10.225 9.268 8.876 8.654 7.538 7.065 6.906
4.9184e-05 -2.19174 9.69897 0.3062500358 1.9652636675    0.306 -1.575  3.6438  5.025    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-15      0.00 7.441e-01 2.558e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 8.707 11.492 9.774 8.863 8.490 8.281 7.181 6.714 6.556
4.9184e-05 -2.19174 9.69897 0.3553571403 2.0521113302    0.355 -1.449  3.6514  4.995    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-15      0.00 7.448e-01 2.551e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.392 11.037 9.398 8.527 8.170 7.973 6.889 6.430 6.274
4.9184e-05 -2.19174 9.69897 0.4044643044 2.1246090444    0.404 -1.336  3.6594  4.970    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.98e-15      0.00 7.505e-01 2.494e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.991e-05 8.110 10.613 9.055 8.223 7.883 7.698 6.631 6.180 6.030
